"0","A","063","30-39 YEARS","181","38327"
"0","A","063","40-49 YEARS","206","40077"
"0","A","063","50-59 YEARS","131","29764"
"0","C","063","10-14 YEARS","293","17308"
"0","C","063","15-19 YEARS","190","17254"
"0","C","063","5-9 YEARS","470","17257"
"0","A","064","20-29 YEARS","1110","88007"
"0","A","064","30-39 YEARS","1425","104693"
"0","A","064","40-49 YEARS","1571","126438"
"0","A","064","50-59 YEARS","1246","100686"
"0","C","064","10-14 YEARS","1830","49399"
"0","C","064","15-19 YEARS","1379","47563"
"0","C","064","5-9 YEARS","2386","47661"
"0","A","065","20-29 YEARS","575","37384"
"0","A","065","30-39 YEARS","650","42626"
"0","A","065","40-49 YEARS","665","41226"
"0","A","065","50-59 YEARS","488","28882"
"0","C","065","10-14 YEARS","355","18933"
"0","C","065","15-19 YEARS","285","19052"
"0","C","065","5-9 YEARS","454","18463"
"0","A","066","20-29 YEARS","507","27320"
"0","A","066","30-39 YEARS","620","34705"
"0","A","066","40-49 YEARS","636","35872"
"0","A","066","50-59 YEARS","493","25836"
"0","C","066","10-14 YEARS","681","16275"
"0","C","066","15-19 YEARS","451","13632"
"0","C","066","5-9 YEARS","901","16314"
"0","A","067","20-29 YEARS","225","36798"
"0","A","067","30-39 YEARS","237","47986"
"0","A","067","40-49 YEARS","222","52568"
"0","A","067","50-59 YEARS","169","37634"
"0","C","067","10-14 YEARS","446","22308"
"0","C","067","15-19 YEARS","258","19517"
"0","C","067","5-9 YEARS","564","21890"
"0","A","068","20-29 YEARS","431","45210"
"0","A","068","30-39 YEARS","519","54730"
"0","A","068","40-49 YEARS","572","69614"
"0","A","068","50-59 YEARS","375","56885"
"0","C","068","10-14 YEARS","2481","26438"
"0","C","068","15-19 YEARS","1260","22424"
"0","C","068","5-9 YEARS","3698","25413"
"0","A","069","20-29 YEARS","180","12650"
"0","A","069","30-39 YEARS","201","18752"
"0","A","069","40-49 YEARS","173","20613"
"0","A","069","50-59 YEARS","124","14154"
"0","C","069","10-14 YEARS","362","7811"
"0","C","069","15-19 YEARS","172","5466"
"0","C","069","5-9 YEARS","879","7486"
"0","A","070","20-29 YEARS","3531","191660"
"0","A","070","30-39 YEARS","4277","252217"
"0","A","070","40-49 YEARS","3742","271688"
"0","A","070","50-59 YEARS","2878","211550"
"0","C","070","10-14 YEARS","7735","103267"
"0","C","070","15-19 YEARS","4646","85663"
"0","C","070","5-9 YEARS","13103","100234"
"0","A","071","20-29 YEARS","591","56061"
"0","A","071","30-39 YEARS","665","64725"
"0","A","071","40-49 YEARS","609","60438"
"0","A","071","50-59 YEARS","512","42014"
"0","C","071","10-14 YEARS","875","28883"
"0","C","071","15-19 YEARS","607","25354"
"0","C","071","5-9 YEARS","1476","29204"
"0","A","072","20-29 YEARS","287","21746"
"0","A","072","30-39 YEARS","286","29554"
"0","A","072","40-49 YEARS","306","29055"
"0","A","072","50-59 YEARS","170","20997"
"0","C","072","10-14 YEARS","372","12266"
"0","C","072","15-19 YEARS","312","12066"
"0","C","072","5-9 YEARS","752","12166"
"0","A","073","20-29 YEARS","353","36176"
"0","A","073","30-39 YEARS","401","40504"
"0","A","073","40-49 YEARS","281","38896"
"0","A","073","50-59 YEARS","201","25733"
"0","C","073","10-14 YEARS","746","17973"
"0","C","073","15-19 YEARS","305","14470"
"0","C","073","5-9 YEARS","1666","17707"
"0","A","074","20-29 YEARS","918","54298"
"0","A","074","30-39 YEARS","1028","60204"
"0","A","074","40-49 YEARS","1092","74442"
"0","A","074","50-59 YEARS","736","64970"
"0","C","074","10-14 YEARS","2313","29130"
"0","C","074","15-19 YEARS","1470","27738"
"0","C","074","5-9 YEARS","3178","28461"
"0","A","075","20-29 YEARS","326","26837"
"0","A","075","30-39 YEARS","330","30942"
"0","A","075","40-49 YEARS","308","28699"
"0","A","075","50-59 YEARS","277","20101"
"0","C","075","10-14 YEARS","943","14837"
"0","C","075","15-19 YEARS","415","12753"
"0","C","075","5-9 YEARS","1760","14900"
"0","A","076","20-29 YEARS","759","54215"
"0","A","076","30-39 YEARS","803","71722"
"0","A","076","40-49 YEARS","861","81154"
"0","A","076","50-59 YEARS","633","70159"
"0","C","076","10-14 YEARS","2657","29537"
"0","C","076","15-19 YEARS","1711","24817"
"0","C","076","5-9 YEARS","4054","28401"
"0","A","077","20-29 YEARS","608","72079"
"0","A","077","30-39 YEARS","592","83316"
"0","A","077","40-49 YEARS","753","102444"
"0","A","077","50-59 YEARS","603","74105"
"0","C","077","10-14 YEARS","2013","46385"
"0","C","077","15-19 YEARS","1174","37346"
"0","C","077","5-9 YEARS","3342","39727"
"0","A","078","20-29 YEARS","875","41143"
"0","A","078","30-39 YEARS","1238","50393"
"0","A","078","40-49 YEARS","1283","64212"
"0","A","078","50-59 YEARS","875","45287"
"0","C","078","10-14 YEARS","2073","23977"
"0","C","078","15-19 YEARS","1437","21997"
"0","C","078","5-9 YEARS","2946","23479"
"0","A","079","20-29 YEARS","534","29639"
"0","A","079","30-39 YEARS","763","35785"
"0","A","079","40-49 YEARS","785","44147"
"0","A","079","50-59 YEARS","548","36913"
"0","C","079","10-14 YEARS","2094","15574"
"0","C","079","15-19 YEARS","1394","13798"
"0","C","079","5-9 YEARS","3012","14889"
"0","A","080","20-29 YEARS","1090","135449"
"0","A","080","30-39 YEARS","1109","155198"
"0","A","080","40-49 YEARS","1236","174234"
"0","A","080","50-59 YEARS","1041","135421"
"0","C","080","10-14 YEARS","1910","75085"
"0","C","080","15-19 YEARS","1368","71464"
"0","C","080","5-9 YEARS","2695","74027"
"0","A","081","20-29 YEARS","113","22624"
"0","A","081","30-39 YEARS","128","23719"
"0","A","081","40-49 YEARS","137","22181"
"0","A","081","50-59 YEARS","98","14902"
"0","C","081","10-14 YEARS","305","14046"
"0","C","081","15-19 YEARS","144","11798"
"0","C","081","5-9 YEARS","399","14034"
"0","A","082","20-29 YEARS","225","29799"
"0","A","082","30-39 YEARS","221","35026"
"0","A","082","40-49 YEARS","271","38092"
"0","A","082","50-59 YEARS","245","28286"
"0","C","082","10-14 YEARS","569","17948"
"0","C","082","15-19 YEARS","343","15255"
"0","C","082","5-9 YEARS","881","17004"
"0","A","083","20-29 YEARS","150","30232"
"0","A","083","30-39 YEARS","141","32338"
"0","A","083","40-49 YEARS","183","32664"
"0","A","083","50-59 YEARS","160","25597"
"0","C","083","10-14 YEARS","315","16372"
"0","C","083","15-19 YEARS","206","15394"
"0","C","083","5-9 YEARS","581","16055"
"0","A","084","20-29 YEARS","18","8224"
"0","A","084","30-39 YEARS","32","8693"
"0","A","084","40-49 YEARS","36","8423"
"0","A","084","50-59 YEARS","22","6522"
"0","C","084","10-14 YEARS","209","4225"
"0","C","084","15-19 YEARS","70","2883"
"0","C","084","5-9 YEARS","391","4023"
"0","A","085","20-29 YEARS","429","42946"
"0","A","085","30-39 YEARS","463","40741"
"0","A","085","40-49 YEARS","497","49875"
"0","A","085","50-59 YEARS","351","38115"
"0","C","085","10-14 YEARS","1053","19456"
"0","C","085","15-19 YEARS","653","20063"
"0","C","085","5-9 YEARS","1403","18828"
"0","A","086","20-29 YEARS","140","39519"
"0","A","086","30-39 YEARS","186","38848"
"0","A","086","40-49 YEARS","149","41223"
"0","A","086","50-59 YEARS","91","28742"
"0","C","086","10-14 YEARS","266","18125"
"0","C","086","15-19 YEARS","205","18096"
"0","C","086","5-9 YEARS","529","17986"
"0","A","087","20-29 YEARS","904","45158"
"0","A","087","30-39 YEARS","562","51318"
"0","A","087","40-49 YEARS","494","55883"
"0","A","087","50-59 YEARS","439","46439"
"0","C","087","10-14 YEARS","2507","26224"
"0","C","087","15-19 YEARS","1610","23508"
"0","C","087","5-9 YEARS","4671","25857"
"0","A","088","20-29 YEARS","2063","105803"
"0","A","088","30-39 YEARS","2455","130223"
"0","A","088","40-49 YEARS","2412","141097"
"0","A","088","50-59 YEARS","1679","104562"
"0","C","088","10-14 YEARS","3628","55310"
"0","C","088","15-19 YEARS","2245","50216"
"0","C","088","5-9 YEARS","5354","53728"
"0","A","089","20-29 YEARS","191","14670"
"0","A","089","30-39 YEARS","192","15997"
"0","A","089","40-49 YEARS","102","14791"
"0","A","089","50-59 YEARS","99","8968"
"0","C","089","10-14 YEARS","222","5837"
"0","C","089","15-19 YEARS","156","8860"
"0","C","089","5-9 YEARS","410","6050"
"0","A","100","20-29 YEARS","2821","175894"
"0","A","100","30-39 YEARS","2909","269680"
"0","A","100","40-49 YEARS","2174","262922"
"0","A","100","50-59 YEARS","1777","191967"
"0","C","100","10-14 YEARS","2329","79042"
"0","C","100","15-19 YEARS","1402","64296"
