"1","A","11620"
"1","C","9263"
"1","O","18077"
"2","A","24731"
"2","C","21119"
"2","O","45015"
"3","A","25436"
"3","C","26190"
"3","O","46094"
"4","A","55343"
"4","C","40606"
"4","O","109147"
"5","A","70523"
"5","C","46576"
"5","O","115701"
"6","A","57608"
"6","C","50653"
"6","O","103684"
"7","A","56723"
"7","C","53973"
"7","O","95641"
"8","A","125196"
"8","C","79269"
"8","O","161132"
"9","A","102050"
"9","C","100328"
"9","O","151904"
"10","A","251661"
"10","C","216308"
"10","O","309749"
