"1","083","C","15-19 YEARS","8","15394"
"1","083","A","20-29 YEARS","7","29275"
"1","083","A","30-39 YEARS","8","32338"
"1","083","A","40-49 YEARS","15","32664"
"1","083","C","5-9 YEARS","8","16055"
"1","083","A","50-59 YEARS","12","23836"
"1","084","C","15-19 YEARS","1","2883"
"1","084","A","20-29 YEARS","1","6487"
"1","084","A","30-39 YEARS","1","9838"
"1","084","A","40-49 YEARS","4","8423"
"1","084","C","5-9 YEARS","3","3869"
"1","084","A","50-59 YEARS","1","6522"
"1","085","C","10-14 YEARS","21","19456"
"1","085","C","15-19 YEARS","16","20063"
"1","085","A","20-29 YEARS","12","40968"
"1","085","A","30-39 YEARS","31","39282"
"1","085","A","40-49 YEARS","34","47378"
"1","085","C","5-9 YEARS","29","18828"
"1","085","A","50-59 YEARS","21","34963"
"1","086","C","10-14 YEARS","1","17443"
"1","086","C","15-19 YEARS","4","18096"
"1","086","A","20-29 YEARS","3","34566"
"1","086","A","30-39 YEARS","6","38848"
"1","086","A","40-49 YEARS","4","41223"
"1","086","C","5-9 YEARS","1","17427"
"1","086","A","50-59 YEARS","2","28742"
"1","087","C","10-14 YEARS","130","25572"
"1","087","C","15-19 YEARS","92","22997"
"1","087","A","20-29 YEARS","39","45019"
"1","087","A","30-39 YEARS","48","50430"
"1","087","A","40-49 YEARS","28","54370"
"1","087","C","5-9 YEARS","185","25448"
"1","087","A","50-59 YEARS","15","43823"
"1","088","C","10-14 YEARS","89","53934"
"1","088","C","15-19 YEARS","100","48562"
"1","088","A","20-29 YEARS","141","106245"
"1","088","A","30-39 YEARS","198","131363"
"1","088","A","40-49 YEARS","168","137234"
"1","088","C","5-9 YEARS","81","53277"
"1","088","A","50-59 YEARS","83","99625"
"1","089","C","15-19 YEARS","1","6646"
"1","089","A","20-29 YEARS","7","14670"
"1","089","A","30-39 YEARS","9","14342"
"1","089","A","40-49 YEARS","4","14791"
"1","089","C","5-9 YEARS","2","5930"
"1","089","A","50-59 YEARS","3","8150"
"1","094","C","10-14 YEARS","1","0"
"1","096","A","20-29 YEARS","1","0"
"1","100","C","10-14 YEARS","18","79042"
"1","100","C","15-19 YEARS","8","64198"
"1","100","A","20-29 YEARS","23","186811"
"1","100","A","30-39 YEARS","32","279118"
"1","100","A","40-49 YEARS","12","262604"
"1","100","C","5-9 YEARS","12","75995"
"1","100","A","50-59 YEARS","5","186972"
"1","101","A","20-29 YEARS","1","8469"
"1","101","A","40-49 YEARS","0","12159"
"1","101","A","50-59 YEARS","1","8910"
"1","102","A","40-49 YEARS","1","1566"
"1","103","C","10-14 YEARS","2","31436"
"1","103","C","15-19 YEARS","3","28696"
"1","103","A","20-29 YEARS","4","57494"
"1","103","A","30-39 YEARS","6","66135"
"1","103","A","40-49 YEARS","7","74611"
"1","103","C","5-9 YEARS","4","30667"
"1","103","A","50-59 YEARS","1","49305"
"1","104","C","10-14 YEARS","8","95053"
"1","104","C","15-19 YEARS","2","92252"
"1","104","A","20-29 YEARS","8","183682"
"1","104","A","30-39 YEARS","9","189899"
"1","104","A","40-49 YEARS","7","190084"
"1","104","C","5-9 YEARS","17","109724"
"1","104","A","50-59 YEARS","6","136072"
"1","105","C","10-14 YEARS","30","42601"
"1","105","C","15-19 YEARS","23","37658"
"1","105","A","20-29 YEARS","25","77021"
"1","105","A","30-39 YEARS","55","89738"
"1","105","A","40-49 YEARS","52","105364"
"1","105","C","5-9 YEARS","60","41222"
"1","105","A","50-59 YEARS","28","85695"
"1","106","C","10-14 YEARS","2","4289"
"1","106","C","15-19 YEARS","3","2965"
"1","106","A","20-29 YEARS","1","7590"
"1","106","A","30-39 YEARS","3","11018"
"1","106","A","40-49 YEARS","2","12035"
"1","106","C","5-9 YEARS","1","4025"
"1","106","A","50-59 YEARS","1","9634"
"1","107","C","10-14 YEARS","6","15378"
"1","107","C","15-19 YEARS","4","12003"
"1","107","A","20-29 YEARS","11","25153"
"1","107","A","30-39 YEARS","21","34946"
"1","107","A","40-49 YEARS","9","35432"
"1","107","C","5-9 YEARS","18","14839"
"1","107","A","50-59 YEARS","9","26249"
"1","108","C","10-14 YEARS","46","4741"
"1","108","C","15-19 YEARS","24","4044"
"1","108","A","20-29 YEARS","6","8881"
"1","108","A","30-39 YEARS","9","11258"
"1","108","A","40-49 YEARS","4","12857"
"1","108","C","5-9 YEARS","65","4625"
"1","108","A","50-59 YEARS","5","10496"
"1","109","C","10-14 YEARS","106","35518"
"1","109","C","15-19 YEARS","41","35545"
"1","109","A","20-29 YEARS","13","64945"
"1","109","A","30-39 YEARS","15","67810"
"1","109","A","40-49 YEARS","11","76422"
"1","109","C","5-9 YEARS","147","34525"
"1","109","A","50-59 YEARS","5","64890"
"1","110","C","10-14 YEARS","3","14133"
"1","110","C","15-19 YEARS","4","12389"
"1","110","A","20-29 YEARS","3","26865"
"1","110","A","30-39 YEARS","8","33223"
"1","110","A","40-49 YEARS","4","37030"
"1","110","C","5-9 YEARS","1","13604"
"1","110","A","50-59 YEARS","2","34198"
"1","111","C","15-19 YEARS","1","9426"
"1","111","A","20-29 YEARS","4","26511"
"1","111","A","30-39 YEARS","5","40957"
"1","111","A","40-49 YEARS","3","39291"
"1","111","C","5-9 YEARS","1","12009"
"1","111","A","50-59 YEARS","2","22638"
"1","112","C","10-14 YEARS","20","187918"
"1","112","C","15-19 YEARS","18","160582"
"1","112","A","20-29 YEARS","20","309963"
"1","112","A","30-39 YEARS","46","355757"
"1","112","A","40-49 YEARS","30","339340"
"1","112","C","5-9 YEARS","32","188633"
"1","112","A","50-59 YEARS","21","235526"
"1","113","C","10-14 YEARS","6","69217"
"1","113","C","15-19 YEARS","4","51621"
"1","113","A","20-29 YEARS","16","117019"
"1","113","A","30-39 YEARS","18","172180"
"1","113","A","40-49 YEARS","31","169314"
"1","113","C","5-9 YEARS","3","59500"
"1","113","A","50-59 YEARS","10","125758"
"1","114","C","10-14 YEARS","24","49208"
"1","114","C","15-19 YEARS","13","41302"
"1","114","A","20-29 YEARS","16","86529"
"1","114","A","30-39 YEARS","25","105240"
"1","114","A","40-49 YEARS","28","98155"
"1","114","C","5-9 YEARS","27","49097"
"1","114","A","50-59 YEARS","27","76667"
"1","115","C","10-14 YEARS","13","43108"
"1","115","C","15-19 YEARS","17","41148"
"1","115","A","20-29 YEARS","21","88002"
"1","115","A","30-39 YEARS","19","99237"
"1","115","A","40-49 YEARS","17","107615"
"1","115","C","5-9 YEARS","21","42582"
"1","115","A","50-59 YEARS","19","91225"
"1","116","C","10-14 YEARS","3","8327"
"1","116","C","5-9 YEARS","2","8294"
"1","117","C","10-14 YEARS","294","100915"
"1","117","C","15-19 YEARS","154","97587"
"1","117","A","20-29 YEARS","111","195414"
"1","117","A","30-39 YEARS","167","224742"
"1","117","A","40-49 YEARS","122","247684"
"1","117","C","5-9 YEARS","560","97539"
"1","117","A","50-59 YEARS","67","195077"
"1","118","C","10-14 YEARS","26","4278"
"1","118","C","15-19 YEARS","23","3879"
"1","118","A","20-29 YEARS","5","8439"
"1","118","A","30-39 YEARS","2","9861"
"1","118","A","40-49 YEARS","1","11466"
"1","118","C","5-9 YEARS","32","4099"
"1","118","A","50-59 YEARS","1","9879"
"1","119","C","10-14 YEARS","5","15885"
"1","119","C","15-19 YEARS","3","15189"
