010,42.262795686,-72.57129256
011,42.107589318,-72.55234014
012,42.343617568,-73.24116759
013,42.602477774,-72.57093681
014,42.589641963,-71.77840796
015,42.218610185,-71.81564363
016,42.268475889,-71.81205272
017,42.340290968,-71.45086558
018,42.624157106,-71.19569047
019,42.599074026,-70.89575971
824,44.463028409,-108.4059562
344,29.009211696,-82.31218857
346,28.305025956,-82.61049787
347,28.488140837,-81.60374265
340,0.5868102545,-1.602702855
341,26.152442467,-81.65666933
342,27.311947221,-82.42853507
810,37.916687475,-103.8083339
811,37.435812758,-106.2529089
812,38.506864758,-106.1103671
813,37.442014353,-108.4375942
814,38.451542269,-108.011876
349,27.305318781,-80.37855103
816,39.696487053,-107.3727437
595,48.522442783,-109.4357895
719,34.391921511,-93.51847282
718,33.656537105,-93.81853374
717,33.503944882,-92.80860435
716,33.6910071,-91.7611832
714,31.549840559,-92.84905719
713,31.316207679,-92.02741579
712,32.551202873,-91.99939143
711,32.485824024,-93.75503088
710,32.492287018,-93.48317877
915,34.175878538,-118.3274385
914,34.182755773,-118.4685186
606,41.870094554,-87.66618967
917,34.068811727,-117.8502439
594,47.729895547,-111.2540571
736,35.506723176,-99.28803065
916,34.167566,-118.386301
911,34.14677063,-118.1302683
619,39.6835338,-88.20208043
910,34.1784486,-118.1247782
913,34.2647889,-118.5668985
298,33.515673477,-81.76620568
299,32.538578974,-80.91440023
296,34.678171371,-82.55964239
297,34.877677313,-80.93550547
294,32.965158097,-80.11232868
295,34.065649552,-79.40891443
292,34.020385971,-81.02075659
293,34.870573929,-81.91490971
290,33.975004547,-80.8090424
291,33.889195094,-80.87220896
591,45.755047071,-108.5079396
590,45.826406867,-108.6701205
593,46.324752774,-105.4047069
592,48.325083512,-105.3184035
199,38.874182977,-75.43590245
198,39.74814808,-75.56373188
597,45.692253041,-112.1725103
596,46.537436458,-111.9288604
195,40.4102078,-75.8871916
194,40.169189918,-75.43201884
197,39.657599148,-75.66758744
196,40.34196025,-75.94003333
191,39.986295333,-75.15304485
190,40.009301035,-75.22265487
193,39.929518093,-75.71098857
192,39.95243,-75.15702
270,36.2508242,-80.39809715
271,36.09857072,-80.24340304
272,35.885889852,-79.69020624
273,35.9355775,-79.62913705
274,36.072193607,-79.80526875
275,35.878854654,-78.57224221
276,35.810819636,-78.64629607
277,35.994594438,-78.91315575
278,35.909956172,-77.43478195
279,36.10253318,-76.19632528
738,36.46337795,-99.49660325
827,44.410567278,-104.8504828
524,41.9886115,-91.67522757
525,40.96551872,-92.4189977
526,40.874814139,-91.45152569
527,41.667171,-90.74271038
520,42.482379543,-90.94681354
521,43.165193515,-91.72745261
522,41.88902096,-91.73884596
523,41.907758,-91.72875569
599,48.3342256,-114.4619845
528,41.544058111,-90.59919111
449,40.736535,-82.54304657
448,41.030555873,-82.76623986
443,41.078450167,-81.52789807
442,41.115252135,-81.58533165
441,41.462710034,-81.67674637
440,41.544843308,-81.39193472
447,40.81792935,-81.39015945
446,40.669129859,-81.46820535
445,41.084256467,-80.6635922
444,41.096817407,-80.75243258
108,40.916337,-73.7881596
109,41.266555338,-74.16999614
102,40.715917,-74.00630987
103,40.5894775,-74.14565171
100,40.755266689,-73.97895134
101,40.756366551,-73.98090197
106,41.031630875,-73.77555925
107,40.9453652,-73.8586567
104,40.848026115,-73.87549804
105,41.195827727,-73.77676076
902,33.95063516,-118.3588713
903,33.954822,-118.3487207
900,34.040965274,-118.2970608
901,34.014010667,-118.1915927
906,33.926011375,-118.0321137
907,33.800558935,-118.1797801
904,34.018523636,-118.4838808
905,33.8412903,-118.3258502
908,33.795806286,-118.1687473
601,41.9737813,-88.21514381
641,39.106747722,-94.56399872
640,39.087500632,-94.21927849
645,39.7616415,-94.82904763
644,40.112950657,-94.68720711
438,40.262512158,-81.85460326
439,40.217217,-80.85247202
436,41.657250441,-83.56333574
437,39.862571847,-81.69216295
434,41.462896432,-83.2948537
435,41.461910855,-84.13394262
432,39.988376409,-82.9874448
