9,787,14.9125455979
2,321,2.6069023854
9,741,13.2242768235
2,105,9.7753222669
8,080,1.56717109209
2,900,2.84057844502
4,085,1.31471535622
3,221,11.3212149982
5,986,4.53245016827
10,227,9.77577637237
5,281,3.30636880629
3,805,2.52211790703
3,524,16.6606718585
1,351,1.19352453564
4,233,1.26706401693
4,977,1.11020842511
10,318,4.36113615468
6,381,4.69312439076
6,402,0.90104368067
2,236,4.24184269902
6,109,10.9301309803
5,228,1.41787471059
4,983,2.53951381764
4,321,2.91692196815
2,470,2.25649411342
2,286,12.5016457362
5,856,2.45395795223
7,210,6.67524977485
2,254,1.54041243384
9,641,1.48823965284
4,923,1.78417909254
6,152,6.3551105679
7,130,9.92970497658
10,463,6.66825513094
4,707,1.74814533554
6,460,3.78684278548
4,038,5.94840615333
6,400,2.30334492407
2,225,1.98911223669
10,975,5.07217928724
9,335,4.96572083487
5,402,1.00425848519
4,910,5.57766153451
9,801,5.81750979771
7,333,10.0186178572
5,163,0.357464069217
10,714,7.40605406004
7,283,9.89258369087
10,958,3.92387635681
4,261,2.4351439669
8,707,1.78454741412
8,911,2.89583475209
4,183,2.11135944411
4,193,1.98692032559
9,502,5.73948596925
6,852,3.24755555075
7,850,5.36754208731
10,494,3.2888608828
1,526,4.73852635788
4,955,3.30158212318
4,243,2.72752001089
7,730,5.61646950166
6,551,4.16568690479
6,797,9.18803019875
5,264,2.27655705365
6,338,5.41876897649
3,745,19.8508941272
9,513,3.93644522004
2,641,4.05147991893
8,743,2.56807731276
8,487,2.26932074703
6,130,8.06429002669
9,307,4.02959663109
4,421,3.33162797357
2,239,1.30286755312
9,249,3.42834950344
8,021,3.69092333037
7,155,9.83073609191
4,496,1.55547256893
8,313,3.72278072855
7,786,6.97846606365
2,253,0.844715738327
7,951,3.37534978537
1,081,1.06452765653
10,890,4.56558345846
9,013,3.27097001371
5,153,9.14147319707
1,752,2.63737436178
7,454,1.11263990673
1,442,2.31888327607
5,359,3.94421226141
1,318,1.65777542871
10,628,4.46440738215
9,622,2.45230221169
5,981,2.25663018089
1,264,3.47742313097
8,903,1.49333528272
3,704,20.6315389812
4,366,3.69253099525
3,919,3.56426857175
5,164,1.28191814666
6,162,2.4131127637
2,523,5.42082011772
9,118,4.86646491444
6,280,3.83649702194
7,064,1.118253196
4,470,4.13734412242
7,373,7.19553352189
7,937,3.07037553469
2,354,2.09937583486
9,755,4.68996892835
1,377,2.52886939562
10,349,12.8082236003
4,758,1.90624979487
1,163,2.9676652987
3,278,4.46723780798
8,062,2.72532682489
9,541,5.93963971455
5,263,3.06649119848
10,071,2.93164957503
9,239,5.78028215227
2,125,8.21310803891
2,482,3.94971324225
2,440,1.81340824336
2,305,3.98460741094
8,480,2.78594379069
2,780,2.15539939477
3,209,10.0258411069
4,485,1.18784507495
5,341,2.27213327325
8,474,3.47251181642
9,346,5.66920408955
5,931,1.5050821415
7,544,3.40318936589
7,464,2.15105789842
10,550,4.34648905064
2,288,0.73138710503
1,286,8.96913826636
6,212,5.01131365597
5,212,3.87143245995
1,088,1.39456451709
10,024,9.97125483753
6,850,3.70037252326
9,425,9.34768991195
3,758,3.12050445437
7,493,3.92116615943
3,782,4.71107092854
7,891,2.78539414586
4,402,1.34367707454
7,440,12.0457970761
4,270,2.93469871894
2,512,1.96240889976
10,173,9.81687255875
7,063,2.02659016308
6,717,9.09496150366
7,384,3.49939583394
8,445,0.906663923505
6,950,3.60613486457
4,301,3.22468261021
6,195,5.82696134696
9,482,4.77328369979
10,384,4.348080108
6,088,3.04318699379
4,754,2.04280502975
3,335,1.5503338471
2,985,2.51744782462
5,014,2.01697904541
9,080,2.88428247462
9,232,5.48518187381
7,431,5.51204582534
10,263,7.90175483404
1,467,2.06181520031
6,513,4.2128040641
7,313,8.28701065241
10,789,4.62920157458
3,366,9.91961495132
2,840,0.539065507541
5,065,0.605790580167
7,275,6.22162488153
3,314,4.80743666763
1,712,1.22448278095
5,549,0.488283090862
8,857,3.40706071086
1,079,5.5580831902
2,400,2.00067607816
6,365,2.94592019562
1,880,4.87707778255
8,680,2.31109131647
6,737,2.85057707709
7,362,1.56959787892
7,902,3.23251238193
1,336,0.424753009935
10,606,2.5140572054
6,957,4.17912543781
2,024,2.90922119964
2,540,1.5339093201
3,264,5.54156989953
10,409,6.67051249895
3,297,6.43115769092
7,703,8.73879413309
8,400,4.99960786298
3,170,3.76807099016
5,288,1.02878601217
6,452,2.69106694122
1,661,1.18818407493
6,495,2.07748724875
7,939,3.05433733355
4,662,2.39977089175
3,763,1.69499780477
1,347,0.931218771187
4,194,2.77256790895
5,276,2.86078532278
2,810,2.45799623912
4,804,3.98150409453
9,109,16.3886018879
9,087,12.0116123432
5,918,3.2300430919
1,620,2.82487293201
2,115,2.94979888775
5,744,1.86380712864
10,500,9.21467604428
1,684,6.54306303611
6,514,2.09175197991
2,757,1.97546286002
5,207,3.10355062648
8,531,4.13045068003
10,330,14.2791773863
1,891,0.625754733404
4,543,1.57239390004
4,078,1.90639794335
7,272,10.9703302309
9,770,5.519746891
7,626,2.92706696625
8,371,3.14412417017
2,713,7.32322073194
10,458,3.85785080685
6,971,4.25840724559
4,214,9.95153082025
1,076,19.9021383587
8,524,8.28518714952
2,923,1.89793282163
9,687,2.82273289045
9,081,3.90387874448
7,551,2.62902307271
4,464,0.909170969067
5,115,4.11109378934
1,331,16.6227903029
5,367,3.23779019026
1,245,1.78578929408
3,622,4.45446773206
