"zip3","FIPS","pop2010"
"667","20133",16512
"675","20135",3107
"676","20137",5671
"664","20139",16295
"665","20139",16295
"676","20141",3858
"674","20141",3858
"674","20143",6091
"675","20145",6973
"676","20147",5642
"665","20149",21604
"664","20149",21604
"671","20151",9656
"670","20151",9656
"677","20153",2519
"675","20155",64511
"669","20157",4980
"674","20159",10083
"675","20159",10083
"665","20161",71115
"664","20161",71115
"676","20163",5181
"675","20165",3307
"676","20167",6970
"674","20169",55606
"678","20171",4936
"672","20173",498365
"670","20173",498365
"671","20173",498365
"679","20175",22952
"678","20175",22952
"664","20177",177934
"666","20177",177934
"665","20177",177934
"677","20179",2556
"677","20181",6010
"676","20183",3853
"669","20183",3853
"675","20185",4437
"678","20187",2235
"679","20189",5724
"671","20191",24132
"670","20191",24132
"677","20193",7900
"676","20195",3001
"664","20197",7053
"665","20197",7053
"668","20197",7053
"677","20199",1485
"669","20201",5799
"678","20203",2234
"667","20205",9409
"667","20207",3309
"661","20209",157505
"660","20209",157505
"427","21001",18656
"421","21003",19956
"403","21005",21421
"420","21007",8249
"421","21009",42173
"403","21011",11591
"408","21013",28691
"409","21013",28691
"410","21015",118811
"403","21017",19985
"411","21019",49542
"404","21021",28432
"410","21023",8488
"413","21025",13878
"401","21027",20059
"401","21029",74319
"400","21029",74319
"422","21031",12690
"424","21033",12984
"420","21035",37191
"410","21037",90336
"420","21039",5104
"410","21041",10811
"411","21043",27720
"425","21045",15955
"404","21045",15955
"422","21047",73955
"403","21049",35613
"409","21051",21730
"426","21053",10272
"420","21055",9315
"427","21057",6856
"423","21059",96656
"422","21061",12161
"421","21061",12161
"411","21063",7852
"404","21065",14672
"403","21065",14672
"405","21067",295803
"410","21069",14348
"416","21071",39451
"412","21071",39451
"406","21073",49285
"420","21075",6813
"410","21077",8589
"404","21079",16912
"410","21081",24662
"420","21083",37121
"427","21085",25746
"401","21085",25746
"427","21087",11258
"411","21089",36910
"423","21091",8565
"401","21093",105543
"427","21093",105543
"408","21095",29278
"409","21095",29278
"410","21097",18846
"427","21099",18199
"424","21101",46250
"423","21101",46250
"400","21103",15416
"420","21105",4902
"424","21107",46920
"404","21109",13494
"402","21111",741096
"400","21111",741096
"401","21111",741096
"403","21113",48586
"412","21115",23356
"410","21117",159720
"416","21119",16346
"418","21119",16346
"417","21119",16346
"409","21121",31883
"407","21121",31883
"427","21123",14193
"407","21125",58849
"411","21127",15860
"412","21127",15860
"413","21129",7887
"417","21131",11310
"408","21131",11310
"409","21131",11310
"418","21133",24519
"415","21133",24519
"408","21133",24519
"411","21135",13870
"404","21137",24742
"420","21139",9519
"422","21141",26835
"420","21143",8314
"404","21151",82916
"403","21151",82916
"414","21153",13333
"416","21153",13333
"400","21155",19820
"403","21155",19820
"420","21157",31448
"412","21159",12929
"410","21161",17490
"420","21145",65565
"426","21147",18306
"423","21149",9531
"401","21163",28602
"403","21165",6306
"403","21167",21331
"421","21169",10099
"422","21169",10099
"421","21171",10963
"403","21173",26499
"414","21175",13923
"413","21175",13923
"423","21177",31499
"401","21179",43437
"400","21179",43437
"403","21181",7135
"423","21183",23842
"400","21185",60316
"403","21187",10841
"413","21189",4755
"410","21191",14877
"417","21193",28712
"409","21193",28712
"413","21193",28712
"408","21193",28712
"415","21195",65024
"403","21197",12613
"425","21199",63063
"410","21201",2282
"404","21203",17056
"403","21205",23333
"426","21207",17565
"403","21209",47173
"400","21211",42074
"421","21213",17327
"400","21215",17061
"427","21217",24512
"422","21219",12460
"422","21221",14339
"400","21223",8809
"424","21225",15007
"421","21227",113792
"422","21227",113792
"400","21229",11717
"426","21231",20813
"424","21233",13621
"407","21235",35637
"413","21237",7355
"403","21239",24939
"705","22001",61773
"706","22003",25764
"714","22003",25764
"703","22005",107215
"707","22005",107215
"703","22007",23421
"713","22009",42073
"706","22011",35654
"710","22013",14353
"710","22015",116979
"711","22015",116979
"711","22017",254969
"710","22017",254969
"706","22019",192768
"714","22021",10132
"706","22023",6839
"713","22025",10407
"714","22025",10407
"710","22027",17195
"713","22029",20822
"710","22031",26656
"708","22033",440171
"707","22033",440171
"712","22035",7759
"707","22037",20267
"705","22039",33984
"713","22039",33984
"713","22041",20767
"712","22041",20767
"714","22043",22309
"705","22045",73240
"707","22047",33387
"712","22049",16274
"705","22053",31594
"706","22053",31594
"700","22051",432552
"703","22051",432552
"701","22051",432552
"705","22055",221578
"703","22057",96318
"713","22059",14890
"714","22059",14890
"712","22061",46735
"704","22063",128026
"707","22063",128026
"712","22065",12093
"712","22067",27979
"714","22069",39566
"710","22069",39566
"701","22071",343829
"712","22073",153720
"700","22075",23042
"707","22077",22802
"714","22079",131613
"713","22079",131613
"710","22081",9091
"712","22083",20725
"714","22085",24233
"710","22085",24233
"700","22087",35897
"700","22089",52780
"704","22091",11203
"700","22093",22102
"707","22093",22102
"700","22095",45924
"705","22097",83384
"713","22097",83384
"707","22097",83384
"705","22099",52160
"703","22101",54650
"705","22101",54650
"704","22103",233740
"704","22105",121097
"713","22107",5252
"703","22109",111860
"712","22111",22721
"705","22113",57999
"714","22115",52334
"706","22115",52334
"704","22117",47168
"710","22119",41207
"707","22121",23788
"712","22123",11604
"707","22125",15625
"714","22127",15313
"026","25001",215888
"025","25001",215888
"012","25003",131219
"013","25003",131219
"010","25003",131219
"023","25005",548285
"027","25005",548285
"020","25005",548285
"025","25007",16535
"027","25007",16535
"019","25009",743159
"018","25009",743159
"055","25009",743159
"013","25011",71372
"010","25011",71372
"010","25013",463490
"011","25013",463490
"015","25013",463490
"010","25015",158080
"012","25015",158080
"017","25017",1503085
"018","25017",1503085
"014","25017",1503085
"024","25017",1503085
"021","25017",1503085
"022","25017",1503085
"025","25019",10172
"024","25021",670850
"023","25021",670850
"020","25021",670850
"021","25021",670850
"022","25021",670850
"027","25021",670850
"023","25023",494919
"020","25023",494919
"027","25023",494919
"025","25023",494919
"022","25025",722023
"021","25025",722023
"010","25027",798552
"015","25027",798552
"014","25027",798552
"016","25027",798552
"017","25027",798552
"013","25027",798552
"215","24001",75087
"217","24001",75087
"210","24003",537656
"207","24003",537656
"211","24003",537656
"212","24003",537656
"214","24003",537656
"212","24510",620961
"210","24005",805029
"211","24005",805029
"212","24005",805029
"207","24009",88737
"206","24009",88737
"216","24011",33066
"211","24013",167134
"210","24013",167134
"217","24013",167134
"219","24015",101108
"206","24017",146551
"216","24019",32618
"218","24019",32618
"217","24021",233385
"215","24023",30097
"210","24025",244826
"211","24025",244826
"210","24027",287085
"207","24027",287085
"217","24027",287085
"211","24027",287085
"205","24027",287085
"216","24029",20197
"209","24031",971777
"208","24031",971777
"207","24033",863420
"206","24033",863420
"216","24035",47798
"218","24039",26470
"206","24037",105151
"216","24041",37782
"217","24043",147430
"218","24045",98733
"218","24047",51454
"042","23001",107702
"047","23003",71870
"044","23003",71870
"040","23005",281674
"041","23005",281674
"042","23005",281674
"042","23007",30768
"049","23007",30768
"044","23009",54418
"046","23009",54418
"043","23011",122151
"042","23011",122151
"049","23011",122151
"048","23013",39736
"045","23013",39736
"046","23013",39736
"045","23015",34457
"048","23015",34457
"043","23015",34457
"040","23017",57833
"042","23017",57833
"049","23019",153923
"044","23019",153923
"047","23019",153923
"049","23021",17535
"044","23021",17535
"045","23023",35293
"043","23023",35293
"040","23023",35293
"042","23023",35293
"049","23025",52228
"044","23025",52228
"049","23027",38786
"048","23027",38786
"044","23027",38786
"043","23027",38786
"046","23029",32856
"044","23029",32856
"040","23031",197131
"039","23031",197131
"487","26001",10942
"497","26001",10942
"498","26003",9601
"493","26005",111408
"494","26005",111408
"490","26005",111408
"497","26007",29598
"496","26009",23580
"497","26009",23580
"486","26011",15899
"487","26011",15899
"498","26013",8860
"499","26013",8860
"490","26015",59173
"488","26015",59173
"493","26015",59173
"486","26017",107771
"487","26017",107771
"496","26019",17525
"491","26021",156813
"490","26021",156813
"490","26023",45248
"492","26023",45248
"490","26025",136146
"492","26025",136146
"491","26027",52293
"490","26027",52293
"497","26029",25949
"497","26031",26152
"497","26033",38520
"486","26035",30926
"496","26035",30926
"488","26037",75382
"497","26039",14074
"498","26041",37069
"498","26043",26168
"488","26045",107759
"490","26045",107759
"489","26045",107759
"497","26047",32694
"485","26049",425790
"484","26049",425790
"486","26051",25692
"499","26053",16427
"496","26055",86986
"488","26057",42476
"486","26057",42476
"492","26059",46688
"499","26061",36628
"484","26063",33118
"487","26063",33118
"488","26065",280895
"489","26065",280895
"492","26065",280895
"488","26067",63905
"487","26069",25887
"499","26071",11817
"488","26073",70311
"493","26073",70311
"492","26075",160248
"490","26077",250331
"496","26079",17153
"495","26081",602622
"493","26081",602622
"494","26081",602622
"499","26083",2156
"498","26083",2156
"496","26085",11539
"493","26085",11539
"484","26087",88319
"487","26087",88319
"480","26087",88319
"496","26089",21708
"492","26091",99892
"481","26093",180967
"483","26093",180967
"488","26093",180967
"498","26095",6631
"497","26097",11113
"498","26097",11113
"480","26099",840978
"483","26099",840978
"496","26101",24733
"498","26103",67077
"494","26105",28705
"493","26107",42798
"498","26109",24029
"486","26111",83629
"496","26113",14849
"481","26115",152021
"492","26115",152021
"488","26117",63342
"493","26117",63342
"497","26119",9765
"494","26121",172188
"493","26121",172188
"493","26123",48460
"494","26123",48460
"480","26125",1202362
"483","26125",1202362
"481","26125",1202362
"484","26125",1202362
"482","26125",1202362
"494","26127",26570
"487","26129",21699
"486","26129",21699
"499","26131",6780
"496","26133",23528
"486","26135",8640
"497","26135",8640
"497","26137",24164
"494","26139",263801
"497","26141",13376
"486","26143",24449
"487","26145",200169
"486","26145",200169
"484","26145",200169
"484","26151",43114
"498","26153",8485
"488","26155",70648
"484","26155",70648
"480","26147",163040
"490","26149",61295
"487","26157",55729
"484","26157",55729
"490","26159",76258
"481","26161",344791
"481","26163",1820584
"482","26163",1820584
"496","26165",32735
"557","27001",16202
"563","27001",16202
"564","27001",16202
"550","27003",330844
"554","27003",330844
"553","27003",330844
"565","27005",32504
"566","27007",44442
"567","27007",44442
"563","27009",38451
"562","27011",5269
"560","27013",64013
"560","27015",25893
"557","27017",35386
"553","27019",91042
"555","27019",91042
"566","27021",28567
"564","27021",28567
"562","27023",12441
"550","27025",53887
"565","27027",58999
"566","27029",8695
"556","27031",5176
"561","27033",11687
"564","27035",62500
"550","27037",398552
"551","27037",398552
"553","27037",398552
"559","27039",20087
"563","27041",36009
"560","27043",14553
"559","27045",20866
"560","27047",31255
"559","27049",46183
"550","27049",46183
"565","27051",6018
"562","27051",6018
"563","27051",6018
"551","27053",1152425
"553","27053",1152425
"554","27053",1152425
"555","27053",1152425
"559","27055",19027
"564","27057",20428
"550","27059",37816
"557","27061",45058
"566","27061",45058
"561","27063",10266
"563","27065",16239
"550","27065",16239
"562","27067",42239
"567","27069",4552
"566","27071",13311
"557","27071",13311
"562","27073",7259
"556","27075",10866
"567","27077",4045
"566","27077",4045
"560","27079",27703
"561","27081",5896
"562","27083",25857
"561","27083",25857
"565","27087",5413
"567","27089",9439
"560","27091",20840
"561","27091",20840
"553","27085",36651
"553","27093",23300
"562","27093",23300
"563","27095",26097
"553","27095",26097
"563","27097",33198
"564","27097",33198
"559","27099",39163
"561","27101",8725
"560","27103",32727
"561","27105",21378
"565","27107",6852
"559","27109",144248
"565","27111",57303
"563","27111",57303
"567","27113",13930
"550","27115",29750
"557","27115",29750
"561","27117",9596
"565","27119",31600
"567","27119",31600
"566","27119",31600
"563","27121",10995
"551","27123",508640
"567","27125",4089
"562","27127",16059
"561","27127",16059
"560","27127",16059
"562","27129",15730
"553","27129",15730
"550","27131",64142
"561","27133",9687
"567","27135",15629
"566","27135",15629
"553","27139",129928
"550","27139",129928
"560","27139",129928
"553","27141",88499
"563","27141",88499
"553","27143",15226
"560","27143",15226
"563","27145",150642
"553","27145",150642
"550","27147",36576
"559","27147",36576
"560","27147",36576
"562","27149",9726
"557","27137",200226
"558","27137",200226
"556","27137",200226
"562","27151",9783
"564","27153",24895
"563","27153",24895
"562","27155",3558
"565","27155",3558
"550","27157",21676
"559","27157",21676
"564","27159",13843
"560","27161",19136
"550","27163",238136
"551","27163",238136
"561","27165",11211
"560","27165",11211
"565","27167",6576
"559","27169",51461
"555","27171",124700
"553","27171",124700
"562","27173",10438
"635","29001",25607
"644","29003",17291
"644","29005",5685
"652","29007",25529
"633","29007",25529
"656","29009",35597
"657","29009",35597
"648","29009",35597
"647","29011",12402
"647","29013",17049
"653","29015",19056
"637","29017",12363
"636","29017",12363
"652","29019",162642
"650","29019",162642
"644","29021",89201
"645","29021",89201
"639","29023",42794
"646","29025",9424
"650","29027",44332
"633","29027",44332
"652","29027",44332
"650","29029",44002
"653","29029",44002
"657","29029",44002
"655","29029",44002
"637","29031",75674
"646","29033",9295
"639","29035",6265
"640","29037",99478
"647","29037",99478
"656","29039",13982
"647","29039",13982
"657","29039",13982
"652","29041",7831
"646","29041",7831
"656","29043",77422
"657","29043",77422
"634","29045",7139
"641","29047",221939
"640","29047",221939
"644","29049",20743
"651","29051",75990
"650","29051",75990
"652","29053",17601
"653","29053",17601
"650","29053",17601
"654","29055",24696
"655","29055",24696
"630","29055",24696
"657","29057",7883
"656","29057",7883
"657","29059",16777
"655","29059",16777
"656","29059",16777
"646","29061",8433
"644","29063",12892
"655","29065",15657
"654","29065",15657
"657","29067",13684
"656","29067",13684
"638","29069",31953
"639","29069",31953
"630","29071",101492
"650","29073",15222
"630","29073",15222
"644","29075",6738
"646","29075",6738
"658","29077",275174
"656","29077",275174
"657","29077",275174
"646","29079",10261
"644","29081",8957
"646","29081",8957
"647","29083",22272
"653","29083",22272
"656","29085",9627
"657","29085",9627
"644","29087",4912
"652","29089",10144
"655","29091",40400
"657","29091",40400
"656","29091",40400
"636","29093",10630
"655","29093",10630
"654","29093",10630
"641","29095",674158
"640","29095",674158
"649","29095",674158
"647","29097",117404
"648","29097",117404
"630","29099",218733
"653","29101",52595
"647","29101",52595
"640","29101",52595
"635","29103",4131
"634","29103",4131
"655","29105",35571
"654","29105",35571
"657","29105",35571
"656","29105",35571
"640","29107",33381
"653","29107",33381
"656","29109",38634
"648","29109",38634
"657","29109",38634
"634","29111",10211
"633","29113",52566
"646","29115",12761
"635","29115",12761
"646","29117",15195
"635","29121",15566
"652","29121",15566
"634","29121",15566
"636","29123",12226
"655","29125",9176
"650","29125",9176
"654","29125",9176
"634","29127",28781
"648","29119",23083
"657","29119",23083
"646","29129",3785
"650","29131",24748
"654","29131",24748
"638","29133",14358
"650","29135",15607
"652","29137",8840
"633","29139",12236
"650","29139",12236
"650","29141",20565
"653","29141",20565
"638","29143",18956
"648","29145",58114
"644","29147",23370
"657","29149",10881
"656","29149",10881
"650","29151",13878
"656","29153",9723
"657","29153",9723
"638","29155",18296
"637","29157",18971
"653","29159",42201
"655","29161",45156
"654","29161",45156
"633","29163",18516
"634","29163",18516
"641","29165",89322
"640","29165",89322
"644","29165",89322
"656","29167",31137
"657","29167",31137
"654","29169",52274
"655","29169",52274
"646","29171",4979
"635","29171",4979
"634","29173",10167
"652","29175",25414
"640","29177",23494
"636","29179",6696
"639","29181",14100
"653","29195",23370
"635","29197",4431
"634","29199",4843
"635","29199",4843
"637","29201",39191
"638","29201",39191
"655","29203",8441
"654","29203",8441
"634","29205",6373
"633","29183",360485
"647","29185",9805
"636","29186",18145
"630","29187",65359
"636","29187",65359
"631","29510",319294
"630","29189",998954
"631","29189",998954
"638","29207",29968
"639","29207",29968
"637","29207",29968
"656","29209",32202
"657","29209",32202
"635","29211",6714
"646","29211",6714
"657","29213",51675
"656","29213",51675
"654","29215",26008
"655","29215",26008
"656","29215",26008
"647","29217",21159
"633","29219",32513
"630","29221",25195
"636","29221",25195
"639","29223",13521
"636","29223",13521
"637","29223",13521
"657","29225",36202
"656","29225",36202
"644","29227",2171
"656","29229",18815
"657","29229",18815
"391","28001",32297
"388","28003",37057
"396","28005",13131
"390","28007",19564
"391","28007",19564
"386","28009",8729
"387","28011",34145
"388","28013",14962
"389","28013",14962
"391","28015",10597
"389","28015",10597
"388","28017",17392
"397","28017",17392
"397","28019",8547
"391","28021",9604
"390","28021",9604
"393","28023",16732
"397","28025",20634
"387","28027",26151
"386","28027",26151
"390","28029",29449
"391","28029",29449
"394","28031",19568
"391","28031",19568
"386","28033",161252
"394","28035",74934
"396","28037",8118
"394","28039",22578
"394","28041",14400
"393","28041",14400
"389","28043",21906
"395","28045",43929
"395","28047",187105
"392","28049",245285
"390","28049",245285
"391","28049",245285
"390","28051",19198
"389","28051",19198
"391","28051",19198
"390","28053",9375
"391","28053",9375
"387","28053",9375
"391","28055",1406
"387","28055",1406
"388","28057",23401
"395","28059",139668
"393","28061",17062
"394","28061",17062
"390","28063",7726
"396","28063",7726
"394","28065",12487
"394","28067",67761
"393","28069",10456
"386","28071",47351
"389","28071",47351
"394","28073",55658
"393","28075",80261
"396","28077",12929
"391","28077",12929
"390","28079",23805
"391","28079",23805
"388","28081",82910
"389","28083",32317
"396","28085",34869
"397","28087",59779
"390","28089",95203
"391","28089",95203
"394","28091",27088
"396","28091",27088
"386","28093",37144
"388","28095",36989
"397","28095",36989
"389","28097",10925
"397","28097",10925
"393","28099",29676
"390","28101",21720
"393","28101",21720
"393","28103",11545
"397","28103",11545
"397","28105",47671
"386","28107",34707
"394","28109",55834
"394","28111",12250
"396","28113",40404
"388","28115",29957
"388","28117",25276
"386","28119",8223
"389","28119",8223
"392","28121",141617
"391","28121",141617
"390","28121",141617
"390","28123",28264
"391","28123",28264
"393","28123",28264
"387","28125",4916
"390","28125",4916
"391","28125",4916
"391","28127",27503
"390","28127",27503
"391","28129",16491
"395","28131",17786
"387","28133",29450
"389","28135",15378
"386","28137",28886
"386","28139",22232
"388","28141",19593
"386","28143",10778
"386","28145",27134
"388","28145",27134
"394","28147",15443
"396","28147",15443
"391","28149",48773
"387","28151",51137
"393","28153",20747
"397","28155",10253
"389","28155",10253
"396","28157",9878
"393","28159",19198
"389","28161",12678
"390","28163",28065
"391","28163",28065
"597","30001",9246
"590","30003",12865
"595","30005",6491
"596","30007",5612
"590","30009",10078
"593","30011",1160
"594","30013",81327
"594","30015",5813
"595","30015",5813
"593","30017",11699
"592","30019",1751
"593","30021",8966
"592","30021",8966
"597","30023",9298
"593","30025",2890
"594","30027",11586
"590","30027",11586
"599","30029",90928
"597","30031",89513
"593","30033",1206
"590","30033",1206
"594","30035",13399
"590","30037",884
"598","30039",3079
"595","30041",16096
"596","30043",11406
"597","30043",11406
"594","30045",2072
"598","30047",28746
"599","30047",28746
"596","30049",63395
"594","30049",63395
"595","30051",2339
"594","30051",2339
"599","30053",19687
"597","30057",7691
"592","30055",1734
"590","30059",1891
"596","30059",1891
"598","30061",4223
"598","30063",109299
"590","30065",4538
"590","30067",15636
"590","30069",494
"595","30071",4253
"592","30071",4253
"594","30073",6153
"593","30075",1743
"590","30075",1743
"598","30077",7027
"597","30077",7027
"593","30079",1179
"598","30081",40212
"592","30083",9746
"592","30085",10425
"590","30087",9233
"593","30087",9233
"598","30089",11413
"592","30091",3384
"597","30093",34200
"590","30095",9117
"590","30097",3651
"594","30099",6073
"594","30101",5324
"590","30103",718
"592","30105",7369
"590","30107",2168
"594","30107",2168
"593","30109",1017
"591","30111",147972
"590","30111",147972
"272","37001",151131
"273","37001",151131
"286","37003",37198
"286","37005",11155
"281","37007",26948
"280","37007",26948
"286","37009",27281
"286","37011",17797
"278","37013",47759
"279","37015",21282
"278","37015",21282
"284","37017",35190
"283","37017",35190
"284","37019",107431
"287","37021",238318
"288","37021",238318
"286","37023",90912
"280","37025",178011
"281","37025",178011
"286","37027",83029
"279","37029",9980
"285","37031",66469
"273","37033",23719
"272","37033",23719
"286","37035",154358
"272","37037",63505
"275","37037",63505
"273","37037",63505
"289","37039",27444
"279","37041",14793
"289","37043",10587
"281","37045",98078
"280","37045",98078
"284","37047",58098
"285","37049",103505
"283","37051",319431
"279","37053",23547
"279","37055",33920
"273","37057",162878
"272","37057",162878
"270","37059",41240
"283","37061",58505
"285","37061",58505
"284","37061",58505
"277","37063",267587
"275","37063",267587
"278","37065",56552
"271","37067",350670
"270","37067",350670
"272","37067",350670
"275","37069",60619
"278","37069",60619
"280","37071",206086
"281","37071",206086
"279","37073",12197
"287","37075",8861
"275","37077",59916
"285","37079",21362
"278","37079",21362
"272","37081",488406
"274","37081",488406
"273","37081",488406
"278","37083",54691
"275","37085",114678
"283","37085",114678
"287","37087",59036
"287","37089",106740
"279","37091",24669
"278","37091",24669
"283","37093",46952
"278","37095",5810
"279","37095",5810
"286","37097",159437
"281","37097",159437
"280","37097",159437
"287","37099",40271
"275","37101",168878
"285","37103",10153
"283","37105",57866
"273","37105",57866
"272","37105",57866
"285","37107",59495
"280","37109",78265
"281","37109",78265
"287","37113",33922
"287","37115",20764
"278","37117",24505
"287","37111",44996
"280","37119",919628
"282","37119",919628
"281","37119",919628
"287","37121",15579
"272","37123",27798
"273","37123",27798
"283","37125",88247
"272","37125",88247
"273","37125",88247
"278","37127",95840
"275","37127",95840
"284","37129",202667
"278","37131",22099
"284","37133",177772
"285","37133",177772
"275","37135",133801
"272","37135",133801
"285","37137",13144
"279","37139",40661
"284","37141",52217
"279","37143",13453
"273","37145",39464
"275","37145",39464
"278","37147",168148
"285","37147",168148
"287","37149",20510
"273","37151",141752
"272","37151",141752
"283","37153",46639
"283","37155",134168
"270","37157",93643
"273","37157",93643
"272","37157",93643
"281","37159",138428
"270","37159",138428
"280","37159",138428
"287","37161",67810
"281","37161",67810
"280","37161",67810
"284","37163",63431
"283","37163",63431
"283","37165",36157
"281","37167",60585
"280","37167",60585
"270","37169",47401
"270","37171",73673
"286","37171",73673
"287","37173",13981
"287","37175",33090
"279","37177",4407
"281","37179",201292
"280","37179",201292
"275","37181",45422
"276","37183",900993
"275","37183",900993
"275","37185",20972
"278","37185",20972
"279","37187",13228
"286","37189",51079
"275","37191",122623
"278","37191",122623
"285","37191",122623
"283","37191",122623
"286","37193",69340
"278","37195",81234
"270","37197",38406
"286","37197",38406
"287","37199",17818
"586","38001",2343
"580","38003",11066
"584","38003",11066
"583","38005",6660
"586","38007",783
"587","38009",6429
"583","38009",6429
"586","38011",3151
"587","38013",1968
"585","38015",81308
"584","38015",81308
"580","38017",149778
"581","38017",149778
"582","38019",3993
"583","38019",3993
"584","38021",5289
"587","38023",2071
"588","38023",2071
"586","38025",3536
"583","38027",2385
"585","38029",3550
"584","38031",3343
"586","38033",1680
"582","38035",66861
"585","38037",2394
"584","38039",2420
"586","38041",2477
"584","38043",2435
"584","38045",4139
"584","38047",1990
"585","38047",1990
"587","38049",5395
"584","38051",2809
"585","38051",2809
"586","38053",6360
"587","38053",6360
"588","38053",6360
"585","38055",8962
"587","38055",8962
"585","38057",8424
"585","38059",27471
"586","38059",27471
"587","38061",7673
"583","38063",3126
"582","38063",3126
"585","38065",1846
"582","38067",7413
"583","38069",4357
"583","38071",11451
"580","38073",5457
"587","38075",2470
"580","38077",16321
"583","38079",13937
"580","38081",3829
"587","38083",1321
"584","38083",1321
"585","38085",4153
"586","38087",727
"586","38089",24199
"580","38091",1975
"582","38091",1975
"584","38093",21100
"583","38095",2246
"582","38097",8121
"580","38097",8121
"582","38099",11119
"587","38101",61675
"584","38103",4207
"583","38103",4207
"588","38105",22398
"587","38105",22398
"689","31001",31364
"687","31003",6685
"686","31003",6685
"691","31005",460
"693","31007",690
"688","31009",478
"691","31009",478
"686","31011",5505
"693","31013",11308
"687","31015",2099
"692","31017",3145
"688","31019",46102
"680","31021",6858
"680","31023",8395
"686","31023",8395
"680","31025",25241
"683","31025",25241
"684","31025",25241
"687","31027",8852
"690","31029",3966
"691","31031",5713
"692","31031",5713
"691","31033",9998
"689","31035",6542
"684","31035",6542
"686","31037",10515
"687","31039",9139
"680","31039",9139
"688","31041",10939
"691","31041",10939
"687","31043",21006
"680","31043",21006
"693","31045",9182
"688","31047",24326
"691","31047",24326
"690","31047",24326
"691","31049",1941
"687","31051",6000
"686","31053",36691
"680","31053",36691
"681","31055",517110
"680","31055",517110
"690","31057",2008
"684","31059",5890
"683","31059",5890
"689","31061",3225
"690","31063",2756
"689","31065",4959
"690","31065",4959
"683","31067",22311
"684","31067",22311
"691","31069",2057
"688","31071",2049
"689","31073",2044
"693","31075",614
"688","31077",2538
"686","31077",2538
"688","31079",58607
"688","31081",9124
"689","31083",3423
"690","31085",967
"690","31087",2908
"687","31089",10435
"691","31091",736
"688","31093",6274
"684","31095",7547
"683","31095",7547
"684","31097",5217
"683","31097",5217
"689","31099",6489
"691","31101",8368
"687","31103",824
"691","31105",3821
"687","31107",8701
"685","31109",285407
"683","31109",285407
"684","31109",285407
"691","31111",36288
"691","31113",763
"688","31115",632
"687","31119",34876
"691","31117",539
"688","31121",7845
"686","31121",7845
"691","31123",5042
"693","31123",5042
"686","31125",3735
"684","31127",7248
"683","31127",7248
"689","31129",4500
"684","31131",15740
"683","31131",15740
"684","31133",2773
"683","31133",2773
"691","31135",2970
"689","31137",9188
"687","31139",7266
"686","31141",32237
"686","31143",5406
"690","31145",11055
"684","31147",8363
"683","31147",8363
"687","31149",1526
"683","31151",14200
"684","31151",14200
"680","31153",158840
"681","31153",158840
"680","31155",20780
"686","31155",20780
"693","31157",36970
"683","31159",16750
"684","31159",16750
"693","31161",5469
"688","31163",3152
"693","31165",1311
"687","31167",6129
"683","31169",5228
"691","31171",647
"680","31173",6940
"688","31175",4260
"680","31177",20234
"687","31179",9595
"689","31181",3812
"686","31183",818
"684","31185",13665
"683","31185",13665
"032","33001",60088
"038","33001",60088
"038","33003",47818
"032","33003",47818
"034","33005",77117
"036","33005",77117
"035","33007",33055
"037","33009",89118
"032","33009",89118
"035","33009",89118
"030","33011",400721
"031","33011",400721
"034","33011",400721
"032","33011",400721
"032","33013",146445
"030","33013",146445
"031","33013",146445
"033","33013",146445
"030","33015",295223
"038","33015",295223
"032","33015",295223
"038","33017",123143
"032","33019",43742
"037","33019",43742
"036","33019",43742
"080","34001",274549
"082","34001",274549
"083","34001",274549
"084","34001",274549
"074","34003",905116
"070","34003",905116
"076","34003",905116
"080","34005",448734
"085","34005",448734
"086","34005",448734
"082","34005",448734
"080","34007",513657
"081","34007",513657
"082","34009",97265
"083","34011",156898
"070","34013",783969
"071","34013",783969
"080","34015",288288
"083","34015",288288
"070","34017",634266
"073","34017",634266
"088","34019",128349
"078","34019",128349
"079","34019",128349
"085","34019",128349
"086","34021",366513
"085","34021",366513
"088","34023",809858
"070","34023",809858
"089","34023",809858
"085","34023",809858
"087","34025",630380
"077","34025",630380
"085","34025",630380
"078","34027",492276
"079","34027",492276
"074","34027",492276
"070","34027",492276
"087","34029",576567
"080","34029",576567
"085","34029",576567
"070","34031",501226
"074","34031",501226
"075","34031",501226
"083","34033",66083
"080","34033",66083
"079","34035",323444
"088","34035",323444
"085","34035",323444
"070","34035",323444
"074","34037",149265
"078","34037",149265
"079","34039",536499
"072","34039",536499
"070","34039",536499
"078","34041",108692
"088","34041",108692
"871","35001",662564
"870","35001",662564
"880","35003",3725
"878","35003",3725
"882","35005",65645
"883","35005",65645
"870","35006",27213
"873","35006",27213
"877","35007",13750
"881","35009",48376
"881","35011",2022
"879","35013",209233
"880","35013",209233
"882","35015",53829
"880","35017",29514
"877","35019",4687
"884","35019",4687
"883","35019",4687
"877","35021",695
"880","35023",4894
"882","35025",64727
"881","35025",64727
"883","35027",20497
"875","35028",17950
"880","35029",25095
"873","35031",71492
"870","35031",71492
"877","35033",4881
"883","35035",63797
"884","35037",9041
"881","35037",9041
"875","35039",40246
"870","35039",40246
"881","35041",19846
"870","35043",131561
"871","35043",131561
"874","35045",130044
"873","35045",130044
"870","35045",130044
"884","35047",29393
"875","35047",29393
"877","35047",29393
"875","35049",144170
"870","35049",144170
"879","35051",11988
