"ID","ILI","popstat"
"1236A",58,214952
"1236C",115,84558
"1238A",279,165692
"1238C",139,65513
"1239A",227,52517
"1239C",131,19078
"1240A",109,181027
"1240C",79,61444
"1241A",180,121581
"1241C",95,42835
"1242A",100,104123
"1242C",98,38629
"1243A",31,83743
"1243C",118,28250
"1244A",144,75217
"1244C",149,26681
"1245A",313,192935
"1245C",204,70505
"1246A",44,40445
"1246C",28,16460
"1249A",40,27550
"1249C",47,10029
"1253A",22,62384
"1253C",15,21692
"1254A",34,73563
"1254C",17,28609
"1255A",29,74627
"1255C",45,29135
"1261A",60,72119
"1261C",61,27798
"1262A",28,44046
"1262C",47,17917
"1263A",103,44595
"1263C",171,17488
"1264A",39,30488
"1264C",56,12629
"1265A",118,86882
"1265C",116,31937
"1267A",35,26200
"1267C",62,11112
"1270A",130,148468
"1270C",170,50742
"1271A",123,112895
"1271C",66,40875
"1272A",349,272443
"1272C",397,95527
"1273A",117,182686
"1273C",132,64112
"1275A",1057,442608
"1275C",1618,158510
"1276A",383,217406
"1276C",705,65698
"1277A",51,127317
"1277C",18,45694
"1278A",685,272357
"1278C",591,107445
"1279A",33,92771
"1279C",46,36112
"1280A",492,290860
"1280C",727,108003
"1281A",411,238229
"1281C",292,90455
"1282A",229,347002
"1282C",234,122764
"1283A",786,392745
"1283C",911,162477
"1284A",501,195959
"1284C",374,71042
"1285A",391,238970
"1285C",457,90272
"1286A",388,322732
"1286C",1182,110667
"1287A",359,241408
"1287C",283,82467
"1288A",77,52091
"1288C",34,17586
"1290A",308,178504
"1290C",364,72940
"1291A",133,195896
"1291C",141,80954
"1292A",190,170796
"1292C",271,62194
"1293A",294,197663
"1293C",285,74064
"1294A",302,348288
"1294C",440,142634
"1295A",520,282616
"1295C",388,117462
"1296A",744,452233
"1296C",1144,169866
"1297A",272,147942
"1297C",159,59386
"1298A",19,108888
"1298C",10,45858
"1299A",57,82273
"1299C",29,39464
"1300A",657,1024098
"1300C",1369,351597
"1301A",584,488031
"1301C",530,186038
"1302A",429,426571
"1302C",665,170112
"1303A",297,488471
"1303C",233,162137
"1304A",70,103466
"1304C",17,48578
"1305A",199,241539
"1305C",167,94358
"1306A",97,169950
"1306C",122,66966
"1307A",285,170522
"1307C",151,68213
"1308A",89,81237
"1308C",34,35071
"1309A",69,111918
"1309C",50,47165
"1310A",179,248774
"1310C",344,103357
"1312A",66,86633
"1312C",320,36454
"1313A",116,90790
"1313C",171,39037
"1314A",203,112851
"1314C",217,47359
"1315A",137,156426
"1315C",99,67028
"1316A",25,89387
"1316C",13,40517
"1317A",1029,238163
"1317C",656,112116
"1318A",44,38980
"1318C",29,15509
"1320A",170,246778
"1320C",166,97937
"1321A",180,218000
"1321C",114,74722
"1322A",199,428948
"1322C",148,163864
"1324A",38,158598
"1324C",126,60397
"1325A",227,328037
"1325C",226,125847
"1326A",173,168569
"1326C",177,64040
"1327A",322,422337
"1327C",186,156248
"1328A",448,366685
"1328C",109,130639
"1329A",46,267657
"1329C",42,91956
"1330A",153,727213
"1330C",514,251893
"1331A",48,917812
"1331C",266,306228
"1333A",232,375269
"1333C",361,118538
"1334A",323,556770
"1334C",268,188904
"1335A",60,269305
"1335C",28,104662
"1336A",143,343463
"1336C",22,124373
"1337A",76,356769
"1337C",181,103605
"1338A",184,275578
"1338C",187,109336
"1339A",226,234978
"1339C",451,81873
"1341A",35,128185
"1341C",33,45807
"1342A",167,273734
"1342C",50,89615
"1344A",57,149221
"1344C",216,54844
"1346A",76,233663
"1346C",144,79232
"1347A",592,171441
"1347C",217,67468
"1349A",49,158904
"1349C",145,60292
"1350A",67,218954
"1350C",27,86080
"1351A",97,160358
"1351C",46,63723
"1354A",82,112009
"1354C",136,44211
"1355A",107,88831
"1355C",79,34129
"1356A",104,187635
"1356C",51,71628
"1359A",67,140549
"1359C",43,54956
"1360A",67,137704
"1360C",138,59827
"1361A",56,111245
"1361C",43,48537
"1362A",42,96379
"1362C",13,37619
"1365A",228,159050
"1365C",171,69176
"1366A",41,149616
"1366C",102,65542
"1367A",25,60683
"1367C",18,31987
"1368A",100,114549
"1368C",47,46157
"1370A",938,385692
"1370C",2085,148490
"1371A",448,259250
"1371C",1233,101691
"1372A",223,220532
"1372C",342,81099
"1373A",368,273486
"1373C",417,104404
"1374A",172,96346
"1374C",74,35117
"1376A",439,211482
"1376C",393,69089
"1377A",402,169632
"1377C",365,61125
"1378A",419,248123
"1378C",315,89673
"1379A",273,194211
"1379C",380,66960
"1380A",41,187747
"1380C",13,78505
"1381A",250,413176
"1381C",62,173930
"1383A",37,145781
"1383C",14,56506
"1384A",86,88705
"1384C",67,35627
"1385A",167,107988
"1385C",94,40222
"1386A",72,173335
"1386C",55,82999
"1388A",36,132386
"1388C",526,54066
"1390A",76,128883
"1390C",60,63168
"1395A",413,194709
"1395C",193,85500
"1400A",148,106468
"1400C",89,45349
"1401A",124,78199
"1401C",66,34285
"1402A",991,370235
"1402C",233,135195
"1403A",42,161571
"1403C",72,66325
"1404A",45,91154
"1404C",30,35631
"1407A",22,53535
"1407C",4,23474
"1409A",19,39679
"1409C",11,18207
"1410A",773,233294
"1410C",942,96158
"1411A",56,73562
"1411C",63,28712
"1412A",19,26991
"1412C",10,12105
"1420A",34,117004
"1420C",22,42324
"1421A",114,100390
"1421C",51,38813
"1422A",63,84221
"1422C",99,33890
"1425A",9,37984
"1425C",143,14709
"1427A",21,83908
"1427C",62,32629
"1430A",78,352174
"1430C",58,137853
"1431A",115,192928
"1431C",111,75722
"1432A",26,425076
"1432C",12,150914
"1433A",57,94812
"1433C",69,40486
"1434A",20,90636
"1434C",49,37025
"1435A",94,148656
"1435C",199,63087
"1436A",158,195659
"1436C",299,79015
"1437A",39,97871
"1437C",31,43437
"1440A",60,447102
"1440C",94,177931
"1441A",352,687105
"1441C",302,261740
"1442A",202,290284
"1442C",186,115373
"1443A",115,151378
"1443C",43,58060
"1444A",129,187986
"1444C",131,74270
"1445A",90,90222
"1445C",130,34846
"1446A",74,231026
"1446C",50,99551
"1448A",33,181089
"1448C",20,79436
"1450A",751,278882
"1450C",1034,112498
"1451A",218,165721
"1451C",596,72325
"1452A",781,444100
"1452C",1466,176306
"1453A",471,261209
"1453C",273,108294
"1454A",360,277144
"1454C",199,104498
"1456A",69,182422
"1456C",339,78972
"1458A",88,190613
"1458C",67,86347
"1460A",478,220405
"1460C",411,88516
"1461A",206,242553
"1461C",204,100542
"1462A",574,461639
"1462C",227,169474
"1463A",291,328154
"1463C",415,134255
"1464A",40,81674
"1464C",37,37670
"1465A",52,241984
"1465C",31,103006
"1467A",123,165501
"1467C",115,75108
"1468A",95,155331
"1468C",60,61884
"1469A",33,167979
"1469C",40,70573
"1470A",61,58516
"1470C",195,26833
"1471A",286,146486
"1471C",111,59684
"1472A",173,106389
"1472C",168,43850
"1473A",101,174686
"1473C",186,69800
"1474A",146,136821
"1474C",149,53075
"1475A",55,82546
"1475C",45,35853
"1476A",82,64436
"1476C",65,27135
"1478A",97,96861
"1478C",94,38272
"1479A",22,155374
"1479C",29,63986
"1480A",434,615297
"1480C",745,220574
"1481A",688,868742
"1481C",1047,322050
"1482A",182,616603
"1482C",220,271640
"1483A",256,533385
"1483C",396,184296
"1484A",351,249478
"1484C",306,102379
"1485A",182,113091
"1485C",124,51490
"1486A",180,215269
"1486C",273,91382
"1487A",36,112672
"1487C",37,47175
"1488A",281,327511
"1488C",329,137728
"1489A",127,94103
"1489C",171,35149
"1490A",746,389110
"1490C",1182,163438
"1491A",50,59265
"1491C",104,23551
"1492A",108,187860
"1492C",130,79991
"1493A",339,147755
"1493C",275,64656
"1494A",524,274729
"1494C",438,120529
"1495A",517,211873
"1495C",393,85042
"1496A",156,125745
"1496C",100,53545
"1498A",52,95172
"1498C",43,40010
"1499A",26,41195
"1499C",20,16859
"1500A",30,110233
"1500C",22,42838
"1501A",31,81460
"1501C",39,34181
"1502A",75,102008
"1502C",94,40435
"1506A",6,85470
"1506C",6,36961
"1510A",135,43404
"1510C",175,21338
"1511A",112,42916
"1511C",50,19680
"1512A",62,19953
"1512C",74,10653
"1513A",59,23554
"1513C",57,10324
"1514A",71,23016
"1514C",31,11452
"1515A",45,72506
"1515C",57,31957
"1520A",41,69697
"1520C",98,32347
"1523A",28,71506
"1523C",107,30124
"1524A",14,71011
"1524C",220,26038
"1526A",30,57233
"1526C",58,23397
"1530A",39,321198
"1530C",29,132466
"1531A",41,348731
"1531C",31,136910
"1535A",45,261954
"1535C",67,107205
"1540A",28,65772
"1540C",23,28562
"1541A",185,118101
"1541C",182,52620
"1542A",186,65021
"1542C",150,27778
"1543A",115,93722
"1543C",99,35726
"1544A",206,193968
"1544C",297,86353
"1548A",67,89503
"1548C",69,38926
"1549A",266,230874
"1549C",453,94078
"1550A",25,309790
"1550C",52,135625
"1551A",17,420195
"1551C",76,155893
"1553A",37,449297
"1553C",52,183773
"1554A",84,550789
"1554C",234,182696
"1561A",59,42829
"1561C",95,20341
"1570A",76,79736
"1570C",95,36932
"1572A",21,33684
"1572C",31,16427
"1600A",385,836640
"1600C",741,304483
"1601A",367,732295
"1601C",403,273176
"1604A",252,730158
"1604C",333,289312
"1605A",134,459099
"1605C",240,170798
"1606A",318,1533959
"1606C",297,603550
"1610A",143,152055
"1610C",169,62518
"1612A",47,114170
"1612C",41,47025
"1613A",24,76285
"1613C",17,32417
"1615A",5,104192
"1615C",7,42329
"1620A",38,162274
"1620C",43,65031
"1622A",41,232150
"1622C",17,98218
"1624A",93,74148
"1624C",149,32152
"1625A",118,98159
"1625C",57,39913
"1626A",153,82369
"1626C",228,34414
"1628A",45,110295
"1628C",62,46023
"1640A",233,290177
"1640C",273,118320
"1641A",132,294751
"1641C",317,108003
"1650A",20,71843
"1650C",20,30015
"1660A",159,234662
"1660C",133,94191
"1661A",37,78307
"1661C",19,33846
"1662A",93,185045
"1662C",65,62536
"1667A",70,59783
"1667C",95,25673
"1670A",13,86185
"1670C",11,38181
"1680A",137,89093
"1680C",130,39125
"1681A",22,291738
"1681C",18,114740
"1683A",30,39405
"1683C",72,17188
"1684A",18,34675
"1684C",53,15649
"1685A",25,133512
"1685C",367,48738
"1686A",23,35498
"1686C",32,17251
"1687A",33,65009
"1687C",25,31387
"1688A",42,78157
"1688C",73,36543
"1689A",94,36962
"1689C",67,15826
"1700A",117,334382
"1700C",39,136510
"1703A",78,141092
"1703C",154,66863
"1704A",159,188602
"1704C",108,87389
"1705A",575,302198
"1705C",794,144863
"1706A",23,129470
"1706C",32,59191
"1707A",76,177434
"1707C",101,79389
"1708A",61,191007
"1708C",49,78359
"1710A",51,93455
"1710C",21,41700
"1711A",180,139597
"1711C",50,62307
"1712A",265,167058
"1712C",157,80858
"1713A",21,104372
"1713C",63,49048
"1714A",22,99216
"1714C",21,43832
"1717A",16,59139
"1717C",14,25646
"1718A",44,62590
"1718C",88,27989
"1725A",88,51078
"1725C",58,19657
"1730A",552,308669
"1730C",528,127448
"1731A",534,311609
"1731C",305,122759
"1734A",99,41140
"1734C",48,17869
"1735A",81,105276
"1735C",72,44783
"1737A",130,51056
"1737C",208,22031
"1738A",15,14991
"1738C",7,6628
"1740A",470,275173
"1740C",1157,116109
"1741A",272,217474
"1741C",575,80050
"1743A",140,61380
"1743C",127,25594
"1744A",121,106168
"1744C",92,45907
"1745A",29,45422
"1745C",46,18405
"1748A",159,91903
"1748C",190,39724
"1750A",1861,885334
"1750C",1606,327861
"1751A",561,323483
"1751C",647,140941
"1752A",675,654528
"1752C",636,234230
"1754A",115,140228
"1754C",114,59163
"1755A",140,60348
"1755C",142,25976
"1756A",64,157975
"1756C",39,70610
"1757A",81,151016
"1757C",97,63076
"1758A",110,61155
"1758C",58,22452
"1759A",55,120314
"1759C",16,53017
"1760A",1294,534158
"1760C",2116,201936
"1761A",900,403167
"1761C",1340,157842
"1762A",335,145724
"1762C",767,55359
"1763A",47,89489
"1763C",17,39545
"1764A",98,63992
"1764C",100,26795
"1765A",154,205387
"1765C",209,85743
"1766A",94,73793
"1766C",116,31271
"1767A",39,77997
"1767C",50,34782
"1770A",563,1394024
"1770C",3461,532748
"1773A",470,420386
"1773C",2207,174837
"1774A",245,364030
"1774C",1076,160396
"1775A",259,535422
"1775C",457,224771
"1776A",24,142384
"1776C",12,63051
"1778A",186,130443
"1778C",229,54474
"1779A",56,81086
"1779C",51,36991
"1780A",69,207033
"1780C",86,105543
"1781A",90,148135
"1781C",80,64381
"1782A",297,705441
"1782C",292,310823
"1783A",32,119232
"1783C",33,57818
"1784A",24,150440
"1784C",40,67445
"1785A",125,461659
"1785C",169,275461
"1786A",209,282353
"1786C",309,120141
"1787A",374,435189
"1787C",503,153599
"1789A",32,29662
"1789C",50,12596
"1790A",48,107714
"1790C",49,53705
"1791A",112,103298
"1791C",48,44208
"1797A",83,180606
"1797C",29,85885
"1799A",58,350538
"1799C",49,171742
"1800A",194,361755
"1800C",964,137969
"1801A",149,296982
"1801C",1253,112202
"1802A",222,480371
"1802C",960,165771
"1803A",6,75040
"1803C",15,21022
"1804A",81,115217
"1804C",166,38200
"1805A",68,208958
"1805C",118,79210
"1806A",38,93183
"1806C",47,40879
"1808A",11,52905
"1808C",48,20958
"1809A",88,255252
"1809C",232,96496
"1810A",43,112017
"1810C",52,45825
"1811A",46,34490
"1811C",49,16386
"1820A",41,63822
"1820C",111,24793
"1836A",61,159467
"1836C",50,77782
"1837A",75,126682
"1837C",57,50912
"1838A",42,113669
"1838C",37,48566
"1840A",16,466669
"1840C",15,292260
"1841A",11,292668
"1841C",7,133119
"1850A",129,650880
"1850C",230,249640
"1852A",162,721280
"1852C",295,285575
"1853A",107,384177
"1853C",162,167626
"1856A",34,110578
"1856C",48,52023
"1857A",128,420560
"1857C",64,163341
"1880A",45,121641
"1880C",105,58280
"1890A",99,221156
"1890C",32,93197
"1891A",236,527166
"1891C",51,182024
"1900A",478,1379842
"1900C",353,545929
"1902A",549,694182
"1902C",420,265937
"1903A",27,80313
"1903C",22,37403
"1905A",160,98530
"1905C",122,29412
"1906A",153,388264
"1906C",112,166067
"1907A",212,342849
"1907C",140,134656
"1908A",185,253649
"1908C",172,96857
"1910A",140,161586
"1910C",137,55172
"1911A",74,99144
"1911C",90,32421
"1912A",97,115912
"1912C",65,36390
"1913A",705,670155
"1913C",754,243674
"1914A",146,154439
"1914C",149,52610
"1915A",30,62024
"1915C",20,18489
"1917A",471,1023414
"1917C",385,429614
"1918A",172,51347
"1918C",198,16906
"1919A",104,269274
"1919C",98,111508
"1920A",282,634824
"1920C",424,254076
"1921A",319,716157
"1921C",209,245469
"1922A",91,299165
"1922C",121,132934
"1923A",216,472346
"1923C",162,212442
"1924A",33,105954
"1924C",32,52304
"1925A",228,473045
"1925C",543,214001
"1926A",642,691190
"1926C",478,212829
"1927A",102,262386
"1927C",114,113083
"1928A",233,625216
"1928C",224,238331
"1930A",116,352384
"1930C",162,141823
"1931A",125,105583
"1931C",44,32834
"1932A",381,321455
"1932C",838,158460
"1933A",48,210459
"1933C",30,88339
"1934A",182,243186
"1934C",214,95656
"1935A",257,262934
"1935C",175,113673
"1936A",86,255646
"1936C",143,124567
"1937A",97,246018
"1937C",89,112914
"1939A",205,194179
"1939C",95,80708
"1940A",231,479971
"1940C",236,148747
"1941A",208,476132
"1941C",245,105324
"1944A",53,71648
"1944C",49,20223
"1945A",427,1175118
"1945C",583,427178
"1946A",50,232846
"1946C",156,90416
"1948A",17,84480
"1948C",11,36077
"1949A",147,215915
"1949C",227,64676
"1950A",547,448673
"1950C",349,157185
"1951A",231,536123
"1951C",236,202418
"1952A",174,229787
"1952C",246,103083
"1953A",518,440697
"1953C",618,198919
"1954A",50,253018
"1954C",25,98083
"1955A",30,85852
"1955C",24,34005
"1956A",224,579552
"1956C",319,217086
"1957A",40,99990
"1957C",74,37773
"1958A",126,370342
"1958C",93,144165
"1959A",86,240141
"1959C",306,99070
"1960A",49,142200
"1960C",60,61368
"1967A",42,452798
"1967C",13,181175
"1970A",245,361461
"1970C",210,144856
"1971A",99,141118
"1971C",81,62898
"1972A",321,423031
"1972C",127,143129
"1973A",187,289768
"1973C",248,115747
"1974A",99,277246
"1974C",168,107599
"1975A",139,128708
"1975C",320,50890
"1977A",12,88643
"1977C",16,35254
"1978A",29,72430
"1978C",13,32260
"1980A",900,674998
"1980C",714,245458
"1981A",768,458267
"1981C",530,126852
"1982A",265,399454
"1982C",259,156075
"1983A",298,345465
"1983C",204,138989
"1984A",201,211462
"1984C",188,82083
"1985A",99,215862
"1985C",76,90296
"1986A",243,260078
"1986C",148,109348
"1988A",112,97975
"1988C",108,44474
"1990A",42,70063
"1990C",27,29453
"1991A",70,57873
"1991C",89,24836
"1992A",125,165279
"1992C",93,65869
"1993A",137,141538
"1993C",180,65276
"1997A",51,68079
"1997C",59,28550
"1999A",22,12992
"1999C",32,5312
"2010A",118,253331
"2010C",315,94668
"2013A",35,47044
"2013C",5,17320
"2014A",89,115948
"2014C",124,43406
"2015A",209,196007
"2015C",735,70676
"2016A",147,94972
"2016C",139,38476
"2018A",486,385063
"2018C",1764,146025
"2019A",46,261203
"2019C",310,92151
"2021A",115,736566
"2021C",461,221238
"2024A",91,227032
"2024C",80,68658
"2030A",102,212605
"2030C",283,75258
"2034A",39,44804
"2034C",44,17317
"2037A",39,41141
"2037C",52,15439
"2038A",49,168788
"2038C",113,59793
"2042A",73,94264
"2042C",154,36109
"2057A",87,45189
"2057C",57,17935
"2060A",122,364706
"2060C",124,125096
"2062A",54,86602
"2062C",58,34815
"2063A",253,143492
"2063C",395,51819
"2064A",1108,419824
"2064C",1084,144623
"2065A",371,150118
"2065C",133,56448
"2066A",366,123733
"2066C",147,47747
"2067A",111,174915
"2067C",42,64091
"2068A",150,226439
"2068C",237,73046
"2070A",921,927115
"2070C",1655,289164
"2071A",83,217210
"2071C",63,86874
"2073A",37,149627
"2073C",265,50150
"2074A",514,253914
"2074C",542,85329
"2075A",138,106579
"2075C",50,44762
"2076A",115,269968
"2076C",1182,82755
"2077A",78,320559
"2077C",36,123458
"2078A",883,201035
"2078C",699,69453
"2079A",400,146484
"2079C",581,44261
"2080A",380,600302
"2080C",367,220576
"2081A",22,84022
"2081C",9,40559
"2083A",58,120831
"2083C",43,47821
"2085A",104,160061
"2085C",82,55763
"2086A",29,151701
"2086C",7,53718
"2087A",92,198798
"2087C",414,75589
"2088A",657,481685
"2088C",361,159254
"2100A",178,900463
"2100C",89,209113
"2103A",21,253186
"2103C",27,90799
"2104A",42,728344
"2104C",64,328953
"2105A",353,360987
"2105C",1165,122920
"2107A",107,124405
"2107C",64,43346
"2109A",118,275832
"2109C",716,107619
"2110A",40,131628
"2110C",21,47107
"2112A",213,1355707
"2112C",394,537133
"2113A",99,655667
"2113C",27,200747
"2114A",138,425978
"2114C",97,150694
"2115A",153,397997
"2115C",148,130612
"2117A",727,876168
"2117C",1448,301020
"2118A",20,37778
"2118C",62,12500
"2119A",78,122481
"2119C",49,47042
"2120A",97,173511
"2120C",119,65290
"2121A",42,151389
"2121C",34,56783
"2123A",231,82385
"2123C",197,30590
"2125A",88,240691
"2125C",264,88149
"2130A",109,212294
"2130C",577,82601
"2131A",53,96576
"2131C",103,40238
"2132A",235,120756
"2132C",356,48079
"2150A",223,236683
"2150C",527,83410
"2151A",203,203100
"2151C",488,71160
"2152A",278,390253
"2152C",1069,133051
"2153A",44,90619
"2153C",125,35437
"2154A",36,82745
"2154C",35,30203
"2155A",10,48549
"2155C",8,17633
"2156A",152,166667
"2156C",114,56459
"2157A",41,59919
"2157C",29,23997
"2160A",109,102265
"2160C",427,39311
"2161A",27,113747
"2161C",34,45438
"2162A",32,47420
"2162C",21,19033
"2163A",27,80707
"2163C",22,32984
"2164A",44,67106
"2164C",33,30551
"2165A",152,96478
"2165C",46,39490
"2170A",288,312170
"2170C",229,111489
"2172A",50,98533
"2172C",44,37652
"2173A",185,168656
"2173C",99,66263
"2175A",615,159710
"2175C",443,67716
"2176A",238,78341
"2176C",251,28631
"2178A",79,120377
"2178C",77,47894
"2180A",28,252358
"2180C",62,94322
"2183A",34,83767
"2183C",29,36243
"2186A",24,89594
"2186C",17,32563
"2187A",45,73191
"2187C",56,25033
"2189A",150,191322
"2189C",52,71902
"2190A",687,594047
"2190C",971,221613
"2191A",257,810402
"2191C",424,312322
"2193A",102,216049
"2193C",93,83714
"2194A",269,259421
"2194C",259,88339
"2195A",39,108221
"2195C",72,40104
"2196A",15,99488
"2196C",32,40284
"2197A",54,166034
"2197C",197,63476
"2198A",15,119670
"2198C",56,42498
"2199A",152,156323
"2199C",66,61681
"2200A",74,342048
"2200C",153,105755
"2201A",91,354028
