"season","c_m","zip3","ILIsum","popstatsum"
"4","A","010","601","252416"
"4","C","010","608","95555"
"4","A","011","172","87054"
"4","C","011","113","40567"
"4","A","012","12","69825"
"4","C","012","210","26132"
"4","A","013","93","46667"
"4","C","013","35","16716"
"4","A","014","621","115368"
"4","C","014","508","45773"
"4","A","015","487","196918"
"4","C","015","1173","77097"
"4","A","016","352","99436"
"4","C","016","382","38353"
"4","A","017","547","207815"
"4","C","017","861","76967"
"4","A","018","1182","385424"
"4","C","018","3070","151374"
"4","A","019","308","262028"
"4","C","019","224","93469"
"4","A","020","431","213632"
"4","C","020","309","84892"
"4","A","021","725","768601"
"4","C","021","1593","209223"
"4","A","023","427","238278"
"4","C","023","814","94278"
"4","A","024","560","229113"
"4","C","024","746","70612"
"4","A","025","84","62550"
"4","C","025","266","22103"
"4","A","026","167","78315"
"4","C","026","721","26324"
"4","A","027","207","286059"
"4","C","027","363","105742"
"4","A","028","27","379218"
"4","C","028","110","139274"
"4","A","029","7","212170"
"4","C","029","81","80500"
"4","A","030","1426","213139"
"4","C","030","2373","86571"
"4","A","031","433","83401"
"4","C","031","875","29372"
"4","A","032","502","101450"
"4","C","032","729","38876"
"4","A","033","335","34521"
"4","C","033","413","12373"
"4","A","034","338","45115"
"4","C","034","403","18101"
"4","A","035","75","24069"
"4","C","035","60","8811"
"4","A","036","34","6875"
"4","C","036","29","2637"
"4","A","037","230","41583"
"4","C","037","405","15379"
"4","A","038","692","172361"
"4","C","038","1612","62716"
"4","A","039","90","27051"
"4","C","039","156","10217"
"4","A","040","148","181573"
"4","C","040","118","69105"
"4","A","041","52","64806"
"4","C","041","37","19058"
"4","A","042","68","93863"
"4","C","042","47","35196"
"4","A","044","11","96499"
"4","C","044","93","34218"
"4","A","045","11","25884"
"4","C","045","20","9253"
"4","A","048","27","22368"
"4","C","048","12","7747"
"4","A","049","40","83546"
"4","C","049","21","32248"
"4","A","050","140","33810"
"4","C","050","194","13000"
"4","A","051","40","15811"
"4","C","051","74","5763"
"4","A","052","59","17403"
"4","C","052","55","6777"
"4","A","053","81","21055"
"4","C","053","212","7529"
"4","A","054","279","131686"
"4","C","054","478","49723"
"4","A","056","132","47462"
"4","C","056","125","17300"
"4","A","057","266","45769"
"4","C","057","173","17296"
"4","A","058","105","30615"
"4","C","058","181","12211"
"4","A","060","594","359727"
"4","C","060","256","129942"
"4","A","061","278","153244"
"4","C","061","85","61810"
"4","A","062","110","87627"
"4","C","062","63","34729"
"4","A","063","84","144053"
"4","C","063","123","52384"
"4","A","064","1543","382737"
"4","C","064","1186","140006"
"4","A","065","712","154122"
"4","C","065","140","58566"
"4","A","066","517","123353"
"4","C","066","214","50755"
"4","A","067","210","176403"
"4","C","067","56","68328"
"4","A","068","461","248626"
"4","C","068","845","96759"
"4","A","069","288","69535"
"4","C","069","316","20570"
"4","A","070","4251","949233"
"4","C","070","2979","313080"
"4","A","071","323","227172"
"4","C","071","387","86564"
"4","A","072","269","103433"
"4","C","072","173","37084"
"4","A","073","245","145138"
"4","C","073","376","48571"
"4","A","074","1213","246259"
"4","C","074","827","95277"
"4","A","075","414","113148"
"4","C","075","364","45022"
"4","A","076","907","266894"
"4","C","076","924","92635"
"4","A","077","474","335385"
"4","C","077","375","130819"
"4","A","078","1930","203355"
"4","C","078","1512","77107"
"4","A","079","919","138003"
"4","C","079","1102","50360"
"4","A","080","783","610859"
"4","C","080","889","233184"
"4","A","081","69","85701"
"4","C","081","59","39289"
"4","A","082","38","129551"
"4","C","082","50","50625"
"4","A","083","87","124912"
"4","C","083","83","47721"
"4","A","084","32","33882"
"4","C","084","41","11714"
"4","A","085","310","161795"
"4","C","085","212","61240"
"4","A","086","60","152440"
"4","C","086","91","54308"
"4","A","087","289","201602"
"4","C","087","1339","77837"
"4","A","088","1977","488800"
"4","C","088","1585","173065"
"4","A","089","137","64611"
"4","C","089","84","19606"
"4","A","100","2162","941387"
"4","C","100","1117","203229"
"4","A","101","139","37799"
"4","C","101","43","5974"
"4","A","103","809","259352"
"4","C","103","569","96038"
"4","A","104","803","736427"
"4","C","104","642","326942"
"4","A","105","1400","345542"
"4","C","105","2577","134476"
"4","A","106","98","43866"
"4","C","106","110","13575"
"4","A","107","326","123444"
"4","C","107","70","45176"
"4","A","108","129","43292"
"4","C","108","56","16410"
"4","A","109","551","269105"
"4","C","109","2600","117175"
"4","A","110","535","126772"
"4","C","110","995","47507"
"4","A","111","199","142084"
"4","C","111","181","34109"
"4","A","112","2387","1385156"
"4","C","112","1629","536634"
"4","A","113","1320","683993"
"4","C","113","765","194846"
"4","A","114","642","425990"
"4","C","114","296","157758"
"4","A","115","746","389386"
"4","C","115","819","147968"
"4","A","116","77","54200"
"4","C","116","71","24417"
"4","A","117","2438","849426"
"4","C","117","3270","328765"
"4","A","118","106","38887"
"4","C","118","131","13845"
"4","A","119","175","127517"
"4","C","119","300","47638"
"4","A","120","385","172726"
"4","C","120","435","67036"
"4","A","121","175","148026"
"4","C","121","176","55864"
"4","A","122","123","81713"
"4","C","122","46","28603"
"4","A","123","677","81921"
"4","C","123","634","31774"
"4","A","124","56","84583"
"4","C","124","31","30907"
"4","A","125","380","240442"
"4","C","125","470","95401"
"4","A","126","53","47265"
"4","C","126","17","20026"
"4","A","127","26","52187"
"4","C","127","21","20825"
"4","A","128","63","119749"
"4","C","128","60","44930"
"4","A","129","76","92909"
"4","C","129","99","32213"
"4","A","130","157","206567"
"4","C","130","702","82803"
"4","A","131","38","97445"
"4","C","131","144","40767"
"4","A","132","344","120632"
"4","C","132","446","49408"
"4","A","133","26","74390"
"4","C","133","16","31794"
"4","A","136","26","127526"
"4","C","136","24","50785"
"4","A","140","33","241118"
"4","C","140","83","93445"
"4","A","142","31","310510"
"4","C","142","497","118729"
"4","A","146","24","265498"
"4","C","146","8","103624"
"4","A","150","817","239526"
"4","C","150","1081","86126"
"4","A","151","574","197628"
"4","C","151","624","71314"
"4","A","152","761","390477"
"4","C","152","975","130611"
"4","A","153","73","95320"
"4","C","153","256","34005"
"4","A","154","93","82145"
"4","C","154","104","29051"
"4","A","155","87","48581"
"4","C","155","175","17090"
"4","A","156","458","163088"
"4","C","156","521","56362"
"4","A","157","221","60961"
"4","C","157","178","21892"
"4","A","158","21","49655"
"4","C","158","103","18969"
"4","A","159","13","79780"
"4","C","159","10","27750"
"4","A","160","265","102791"
"4","C","160","304","39384"
"4","A","161","189","116202"
"4","C","161","176","45540"
"4","A","162","93","47841"
"4","C","162","94","17990"
"4","A","163","89","80685"
"4","C","163","51","31795"
"4","A","164","92","70658"
"4","C","164","51","29700"
"4","A","165","282","97347"
"4","C","165","159","38370"
"4","A","166","74","113095"
"4","C","166","75","40607"
"4","A","168","40","106898"
"4","C","168","52","34868"
"4","A","170","448","310647"
"4","C","170","333","113838"
"4","A","171","76","87919"
"4","C","171","16","31242"
"4","A","172","75","96809"
"4","C","172","58","37544"
"4","A","173","298","171420"
"4","C","173","182","65185"
"4","A","174","48","82442"
"4","C","174","14","30223"
"4","A","175","1027","155674"
"4","C","175","887","68960"
"4","A","176","482","81175"
"4","C","176","378","30793"
"4","A","177","41","91898"
"4","C","177","11","34350"
"4","A","178","62","124204"
"4","C","178","38","44868"
"4","A","180","192","262605"
"4","C","180","145","98128"
"4","A","183","72","85951"
"4","C","183","46","36552"
"4","A","184","40","99104"
"4","C","184","17","39096"
"4","A","186","58","89398"
"4","C","186","72","32099"
"4","A","187","81","74273"
"4","C","187","101","24901"
"4","A","189","510","189633"
"4","C","189","382","75093"
"4","A","190","1397","601699"
"4","C","190","2312","230163"
"4","A","191","874","804648"
"4","C","191","892","318663"
"4","A","193","319","214626"
"4","C","193","328","88460"
"4","A","194","699","264145"
"4","C","194","712","92422"
"4","A","195","140","109923"
"4","C","195","185","41476"
"4","A","196","69","102006"
"4","C","196","146","41902"
"4","A","197","203","168367"
"4","C","197","404","65658"
"4","A","198","97","119475"
"4","C","198","149","42413"
"4","A","199","523","158681"
"4","C","199","205","61353"
"4","A","200","447","341678"
"4","C","200","508","100851"
"4","A","201","485","387437"
"4","C","201","1425","146876"
"4","A","206","1300","166037"
"4","C","206","2142","70139"
"4","A","207","1900","545495"
"4","C","207","2326","206922"
"4","A","208","595","357575"
"4","C","208","2522","133246"
"4","A","209","296","169982"
"4","C","209","1073","55794"
"4","A","210","1372","388609"
"4","C","210","2957","147229"
"4","A","211","872","240994"
"4","C","211","1859","92897"
"4","A","212","2105","663888"
"4","C","212","3214","246845"
"4","A","214","149","51156"
"4","C","214","526","16173"
"4","A","215","245","55599"
"4","C","215","461","19785"
"4","A","216","351","82656"
"4","C","216","440","31659"
"4","A","217","1559","241915"
"4","C","217","1783","94937"
"4","A","218","299","89269"
"4","C","218","310","31878"
"4","A","219","100","50709"
"4","C","219","114","20734"
"4","A","220","418","260847"
"4","C","220","1682","85822"
"4","A","221","311","230776"
"4","C","221","880","87983"
"4","A","222","205","134730"
"4","C","222","189","25098"
"4","A","223","367","197674"
"4","C","223","298","48501"
"4","A","224","336","93760"
"4","C","224","520","38349"
"4","A","225","298","87000"
"4","C","225","375","36861"
"4","A","226","323","86313"
"4","C","226","562","32222"
"4","A","227","148","37107"
"4","C","227","101","14403"
"4","A","228","239","82692"
"4","C","228","234","31158"
"4","A","229","1116","128567"
"4","C","229","610","45840"
"4","A","230","590","106791"
"4","C","230","479","39985"
"4","A","231","916","170362"
"4","C","231","803","67421"
"4","A","232","948","291266"
"4","C","232","592","100072"
"4","A","233","278","134569"
"4","C","233","166","55498"
"4","A","234","461","312206"
"4","C","234","320","121061"
"4","A","235","48","138780"
"4","C","235","84","50538"
"4","A","236","942","223508"
"4","C","236","763","87297"
"4","A","237","112","53819"
"4","C","237","23","21191"
"4","A","238","646","177005"
"4","C","238","307","66542"
"4","A","239","437","54929"
"4","C","239","403","20223"
"4","A","240","292","192347"
"4","C","240","227","65145"
"4","A","241","183","123192"
"4","C","241","191","42567"
"4","A","242","461","106088"
"4","C","242","713","34535"
"4","A","243","156","85209"
"4","C","243","134","27176"
"4","A","244","241","75658"
"4","C","244","354","26405"
"4","A","245","852","196291"
"4","C","245","668","73289"
"4","A","246","262","39728"
"4","C","246","964","12600"
"4","A","247","69","33734"
"4","C","247","58","10885"
"4","A","248","30","23429"
"4","C","248","35","7925"
"4","A","249","171","28588"
"4","C","249","176","9307"
"4","A","250","65","38787"
"4","C","250","64","12649"
"4","A","251","57","44808"
"4","C","251","45","14418"
"4","A","252","36","30353"
"4","C","252","277","10791"
"4","A","253","130","64707"
"4","C","253","103","20216"
"4","A","254","197","80591"
"4","C","254","235","29574"
"4","A","255","140","77011"
"4","C","255","108","27012"
"4","A","256","61","28512"
"4","C","256","61","9555"
"4","A","257","42","42243"
"4","C","257","27","12976"
"4","A","258","108","47077"
"4","C","258","87","15077"
"4","A","259","48","25879"
"4","C","259","38","8557"
"4","A","260","24","72724"
"4","C","260","98","25116"
"4","A","261","165","70663"
"4","C","261","188","25398"
"4","A","262","31","43691"
"4","C","262","43","15999"
"4","A","263","278","46498"
"4","C","263","420","16406"
"4","A","264","160","28794"
"4","C","264","212","10453"
"4","A","265","221","92938"
"4","C","265","192","29414"
"4","A","266","25","18022"
"4","C","266","11","6329"
"4","A","267","113","26336"
"4","C","267","222","10278"
"4","A","270","491","152721"
"4","C","270","607","54907"
"4","A","271","270","126260"
"4","C","271","144","44177"
"4","A","272","1077","295785"
"4","C","272","1795","107097"
"4","A","273","641","189001"
"4","C","273","754","68262"
"4","A","274","144","163434"
"4","C","274","32","55675"
"4","A","275","3515","503171"
"4","C","275","4456","183581"
"4","A","276","1555","238943"
"4","C","276","1513","74676"
"4","A","277","217","136171"
"4","C","277","113","43618"
"4","A","278","1234","282515"
"4","C","278","798","107774"
