"season","c_m","zip3","ILIsum","popstatsum"
"6","A","010","582","262995"
"6","C","010","1294","93329"
"6","A","011","223","89578"
"6","C","011","323","39536"
"6","A","012","70","70490"
"6","C","012","158","24642"
"6","A","013","85","48414"
"6","C","013","81","15714"
"6","A","014","484","119087"
"6","C","014","470","44838"
"6","A","015","421","206628"
"6","C","015","1158","76736"
"6","A","016","244","103940"
"6","C","016","714","37487"
"6","A","017","793","206746"
"6","C","017","716","76805"
"6","A","018","1201","385356"
"6","C","018","2520","148236"
"6","A","019","317","265694"
"6","C","019","1999","93060"
"6","A","020","714","214116"
"6","C","020","514","83795"
"6","A","021","1342","747253"
"6","C","021","1819","205007"
"6","A","023","592","247034"
"6","C","023","963","91917"
"6","A","024","885","226292"
"6","C","024","1013","71126"
"6","A","025","76","65011"
"6","C","025","308","21411"
"6","A","026","156","80222"
"6","C","026","112","24908"
"6","A","027","469","296478"
"6","C","027","1370","103596"
"6","A","028","161","392523"
"6","C","028","485","134482"
"6","A","029","89","219161"
"6","C","029","254","77951"
"6","A","030","424","218382"
"6","C","030","1083","84029"
"6","A","031","44","85011"
"6","C","031","35","29596"
"6","A","032","116","106209"
"6","C","032","247","37610"
"6","A","033","38","35524"
"6","C","033","187","12097"
"6","A","034","54","46924"
"6","C","034","42","17331"
"6","A","036","13","7156"
"6","C","036","26","2550"
"6","A","037","75","42298"
"6","C","037","132","14826"
"6","A","038","614","178494"
"6","C","038","1747","61613"
"6","A","039","27","28843"
"6","C","039","91","10113"
"6","A","040","249","187500"
"6","C","040","229","67369"
"6","A","041","42","64761"
"6","C","041","69","18664"
"6","A","042","249","97943"
"6","C","042","149","34715"
"6","A","043","28","45318"
"6","C","043","11","14988"
"6","A","044","13","96526"
"6","C","044","93","32477"
"6","A","046","25","39634"
"6","C","046","26","13154"
"6","A","048","27","22865"
"6","C","048","17","7347"
"6","A","049","55","87211"
"6","C","049","44","31312"
"6","A","050","50","34926"
"6","C","050","43","12010"
"6","A","051","31","16425"
"6","C","051","25","5377"
"6","A","053","40","21339"
"6","C","053","22","6884"
"6","A","054","57","134436"
"6","C","054","295","47414"
"6","A","056","67","49189"
"6","C","056","69","16243"
"6","A","057","444","47029"
"6","C","057","110","16188"
"6","A","058","18","32843"
"6","C","058","47","11433"
"6","A","060","615","368825"
"6","C","060","764","129888"
