"8","TOTAL","2001-01-28","2001","4","42835"
"8","TOTAL","2002-02-10","2002","6","50457"
"8","TOTAL","2003-02-02","2003","5","65566"
"8","TOTAL","2003-12-14","2003","50","158188"
"8","TOTAL","2005-02-13","2005","6","126147"
"8","TOTAL","2006-02-26","2006","8","76417"
"8","TOTAL","2007-02-18","2007","7","84812"
"8","TOTAL","2008-02-17","2008","7","183168"
"8","TOTAL","2009-02-22","2009","8","125211"
"8","TOTAL","2009-10-18","2009","42","375308"
