"2","2-4 YEARS","2000-12-31","52","9780","11433057","85.5414"
"2","2-4 YEARS","2001-01-07","1","12720","11433057","111.2563"
"2","2-4 YEARS","2001-01-14","2","15354","11433057","134.2947"
"2","2-4 YEARS","2001-01-21","3","16686","11433057","145.9452"
"2","2-4 YEARS","2001-01-28","4","17130","11433057","149.8286"
"2","2-4 YEARS","2001-02-04","5","15795","11433057","138.1520"
"2","2-4 YEARS","2001-02-11","6","12954","11433057","113.3030"
"2","2-4 YEARS","2001-02-18","7","11616","11433057","101.6001"
"2","2-4 YEARS","2001-02-25","8","10308","11433057","90.1596"
"2","2-4 YEARS","2001-03-04","9","8796","11433057","76.9348"
"2","2-4 YEARS","2001-03-11","10","8049","11433057","70.4011"
"2","2-4 YEARS","2001-03-18","11","7680","11433057","67.1736"
"2","2-4 YEARS","2001-03-25","12","7284","11433057","63.7099"
"2","2-4 YEARS","2001-04-01","13","6960","11433057","60.8761"
"2","2-4 YEARS","2001-04-08","14","6393","11433057","55.9168"
"2","2-4 YEARS","2001-04-15","15","6420","11433057","56.1529"
"2","2-4 YEARS","2001-04-22","16","6639","11433057","58.0684"
"2","2-4 YEARS","2001-04-29","17","6531","11433057","57.1238"
"2","2-4 YEARS","2001-05-06","18","6558","11433057","57.3599"
"2","2-4 YEARS","2001-05-13","19","7050","11433057","61.6632"
"2","2-4 YEARS","2001-05-20","20","7140","11433057","62.4504"
"2","2-4 YEARS","2001-05-27","21","6030","11433057","52.7417"
"2","2-4 YEARS","2001-06-03","22","6690","11433057","58.5145"
"2","2-4 YEARS","2001-06-10","23","6753","11433057","59.0655"
"2","2-4 YEARS","2001-06-17","24","6969","11433057","60.9548"
"2","2-4 YEARS","2001-06-24","25","6789","11433057","59.3804"
"2","2-4 YEARS","2001-07-01","26","5502","11433057","48.1236"
"2","2-4 YEARS","2001-07-08","27","6297","11433057","55.0771"
"2","2-4 YEARS","2001-07-15","28","6726","11433057","58.8294"
"2","2-4 YEARS","2001-07-22","29","6480","11433057","56.6777"
"2","2-4 YEARS","2001-07-29","30","6675","11433057","58.3833"
"2","2-4 YEARS","2001-08-05","31","6768","11433057","59.1967"
"2","2-4 YEARS","2001-08-12","32","6978","11433057","61.0335"
"2","2-4 YEARS","2001-08-19","33","7344","11433057","64.2347"
"2","2-4 YEARS","2001-08-26","34","7587","11433057","66.3602"
"2","2-4 YEARS","2001-09-02","35","6765","11433057","59.1705"
"2","2-4 YEARS","2001-09-09","36","8052","11433057","70.4273"
"2","2-4 YEARS","2001-09-16","37","8544","11433057","74.7306"
