"1","<2 YEARS","3323","176101","220768","323545","310914","377415","331276","360781","433062","761235","454253"
"2","2-4 YEARS","3260","151591","203742","342388","263965","382691","388417","444264","593343","1126240","458910"
"3","5-19 YEARS","6364","292647","392620","694616","431098","730378","698373","755566","963474","2789766","708819"
"4","20-29 YEARS","2446","58045","69035","118665","79822","131578","108062","114108","188458","419731","113165"
"5","30-49 YEARS","4975","135347","166528","255638","189210","319371","239246","247322","429109","785835","225797"
"6","50-69 YEARS","1903","59707","83482","142144","115233","204997","154538","156168","280314","480884","170925"
"7","70+ YEARS","823","28712","40694","78444","63011","107140","79495","70478","128500","166864","74244"
