"1","<2 YEARS","2000-12-31","52","6646","7553463","87.9861"
"1","<2 YEARS","2001-01-07","1","7388","7553463","97.8094"
"1","<2 YEARS","2001-01-14","2","7692","7553463","101.8340"
"1","<2 YEARS","2001-01-21","3","8062","7553463","106.7325"
"1","<2 YEARS","2001-01-28","4","8470","7553463","112.1339"
"1","<2 YEARS","2001-02-04","5","8714","7553463","115.3643"
"1","<2 YEARS","2001-02-11","6","7784","7553463","103.0520"
"1","<2 YEARS","2001-02-18","7","7106","7553463","94.0760"
"1","<2 YEARS","2001-02-25","8","6764","7553463","89.5483"
"1","<2 YEARS","2001-03-04","9","6532","7553463","86.4768"
"1","<2 YEARS","2001-03-11","10","6468","7553463","85.6295"
"1","<2 YEARS","2001-03-18","11","5938","7553463","78.6129"
"1","<2 YEARS","2001-03-25","12","5520","7553463","73.0790"
"1","<2 YEARS","2001-04-01","13","5930","7553463","78.5070"
"1","<2 YEARS","2001-04-08","14","5462","7553463","72.3112"
"1","<2 YEARS","2001-04-15","15","5728","7553463","75.8327"
"1","<2 YEARS","2001-04-22","16","5544","7553463","73.3967"
"1","<2 YEARS","2001-04-29","17","5884","7553463","77.8980"
"1","<2 YEARS","2001-05-06","18","6100","7553463","80.7576"
"1","<2 YEARS","2001-05-13","19","6350","7553463","84.0674"
"1","<2 YEARS","2001-05-20","20","6178","7553463","81.7902"
"1","<2 YEARS","2001-05-27","21","5398","7553463","71.4639"
"1","<2 YEARS","2001-06-03","22","6072","7553463","80.3869"
"1","<2 YEARS","2001-06-10","23","6250","7553463","82.7435"
"1","<2 YEARS","2001-06-17","24","6154","7553463","81.4725"
"1","<2 YEARS","2001-06-24","25","6218","7553463","82.3198"
"1","<2 YEARS","2001-07-01","26","5486","7553463","72.6289"
"1","<2 YEARS","2001-07-08","27","6236","7553463","82.5581"
"1","<2 YEARS","2001-07-15","28","6280","7553463","83.1406"
"1","<2 YEARS","2001-07-22","29","6338","7553463","83.9085"
"1","<2 YEARS","2001-07-29","30","6226","7553463","82.4257"
"1","<2 YEARS","2001-08-05","31","6568","7553463","86.9534"
"1","<2 YEARS","2001-08-12","32","6788","7553463","89.8660"
"1","<2 YEARS","2001-08-19","33","6756","7553463","89.4424"
"1","<2 YEARS","2001-08-26","34","7018","7553463","92.9110"
"1","<2 YEARS","2001-09-02","35","6426","7553463","85.0735"
"1","<2 YEARS","2001-09-09","36","7112","7553463","94.1554"
"1","<2 YEARS","2001-09-16","37","6884","7553463","91.1370"
"1","<2 YEARS","2001-09-23","38","6736","7553463","89.1776"
"1","<2 YEARS","2001-09-30","39","7294","7553463","96.5649"
"1","<2 YEARS","2001-10-07","40","7078","7553463","93.7053"
"1","<2 YEARS","2001-10-14","41","7290","7553463","96.5120"
"1","<2 YEARS","2001-10-21","42","7294","7553463","96.5649"
"1","<2 YEARS","2001-10-28","43","7686","7553463","101.7546"
"1","<2 YEARS","2001-11-04","44","7902","7553463","104.6142"
"1","<2 YEARS","2001-11-11","45","7648","7553463","101.2515"
"1","<2 YEARS","2001-11-18","46","5940","7553463","78.6394"
"1","<2 YEARS","2001-11-25","47","7268","7553463","96.2207"
"1","<2 YEARS","2001-12-02","48","7382","7553463","97.7300"
"1","<2 YEARS","2001-12-09","49","7670","7553463","101.5428"
"1","<2 YEARS","2001-12-16","50","8098","7553463","107.2091"
"1","<2 YEARS","2001-12-23","51","7452","7553463","98.6567"
"1","<2 YEARS","2001-12-30","52","7640","7553463","101.1456"
"1","<2 YEARS","2002-01-06","1","8768","7553463","116.0792"
"1","<2 YEARS","2002-01-13","2","10342","7553463","136.9173"
"1","<2 YEARS","2002-01-20","3","11828","7553463","156.5904"
"1","<2 YEARS","2002-01-27","4","12554","7553463","166.2019"
"1","<2 YEARS","2002-02-03","5","13622","7553463","180.3411"
"1","<2 YEARS","2002-02-10","6","14494","7553463","191.8854"
"1","<2 YEARS","2002-02-17","7","13640","7553463","180.5794"
"1","<2 YEARS","2002-02-24","8","12258","7553463","162.2831"
"1","<2 YEARS","2002-03-03","9","11358","7553463","150.3681"
"1","<2 YEARS","2002-03-10","10","9952","7553463","131.7541"
"1","<2 YEARS","2002-03-17","11","8466","7553463","112.0810"
"1","<2 YEARS","2002-03-24","12","7716","7553463","102.1518"
"1","<2 YEARS","2002-03-31","13","8414","7553463","111.3926"
"1","<2 YEARS","2002-04-07","14","7660","7553463","101.4104"
"1","<2 YEARS","2002-04-14","15","7224","7553463","95.6382"
"1","<2 YEARS","2002-04-21","16","7124","7553463","94.3143"
"1","<2 YEARS","2002-04-28","17","7484","7553463","99.0803"
"1","<2 YEARS","2002-05-05","18","7716","7553463","102.1518"
"1","<2 YEARS","2002-05-12","19","7968","7553463","105.4880"
"1","<2 YEARS","2002-05-19","20","7566","7553463","100.1659"
"1","<2 YEARS","2002-05-26","21","6762","7553463","89.5218"
"1","<2 YEARS","2002-06-02","22","8112","7553463","107.3944"
"1","<2 YEARS","2002-06-09","23","8030","7553463","106.3088"
"1","<2 YEARS","2002-06-16","24","7590","7553463","100.4837"
"1","<2 YEARS","2002-06-23","25","6844","7553463","90.6074"
"1","<2 YEARS","2002-06-30","26","5764","7553463","76.3093"
"1","<2 YEARS","2002-07-07","27","6664","7553463","88.2244"
"1","<2 YEARS","2002-07-14","28","6538","7553463","86.5563"
"1","<2 YEARS","2002-07-21","29","7242","7553463","95.8765"
"1","<2 YEARS","2002-07-28","30","7920","7553463","104.8525"
"1","<2 YEARS","2002-08-04","31","8158","7553463","108.0034"
"1","<2 YEARS","2002-08-11","32","7884","7553463","104.3759"
"1","<2 YEARS","2002-08-18","33","8108","7553463","107.3414"
"1","<2 YEARS","2002-08-25","34","7982","7553463","105.6733"
"1","<2 YEARS","2002-09-01","35","7178","7553463","95.0292"
"1","<2 YEARS","2002-09-08","36","7854","7553463","103.9787"
"1","<2 YEARS","2002-09-15","37","7940","7553463","105.1173"
"1","<2 YEARS","2002-09-22","38","7394","7553463","97.8888"
"1","<2 YEARS","2002-09-29","39","6932","7553463","91.7724"
"1","<2 YEARS","2002-10-06","40","7414","7553463","98.1536"
"1","<2 YEARS","2002-10-13","41","6284","7553463","83.1936"
"1","<2 YEARS","2002-10-20","42","7674","7553463","101.5957"
"1","<2 YEARS","2002-10-27","43","7884","7553463","104.3759"
"1","<2 YEARS","2002-11-03","44","8098","7553463","107.2091"
"1","<2 YEARS","2002-11-10","45","8274","7553463","109.5391"
"1","<2 YEARS","2002-11-17","46","8494","7553463","112.4517"
"1","<2 YEARS","2002-11-24","47","7140","7553463","94.5261"
"1","<2 YEARS","2002-12-01","48","8562","7553463","113.3519"
"1","<2 YEARS","2002-12-08","49","8114","7553463","107.4209"
"1","<2 YEARS","2002-12-15","50","8144","7553463","107.8180"
"1","<2 YEARS","2002-12-22","51","8468","7553463","112.1075"
"1","<2 YEARS","2002-12-29","52","9936","7553463","131.5423"
"1","<2 YEARS","2003-01-05","1","9570","7553463","126.6968"
"1","<2 YEARS","2003-01-12","2","9456","7553463","125.1876"
"1","<2 YEARS","2003-01-19","3","9604","7553463","127.1469"
"1","<2 YEARS","2003-01-26","4","10800","7553463","142.9807"
"1","<2 YEARS","2003-02-02","5","13082","7553463","173.1920"
"1","<2 YEARS","2003-02-09","6","13382","7553463","177.1637"
"1","<2 YEARS","2003-02-16","7","12206","7553463","161.5947"
"1","<2 YEARS","2003-02-23","8","11444","7553463","151.5066"
"1","<2 YEARS","2003-03-02","9","11906","7553463","157.6230"
"1","<2 YEARS","2003-03-09","10","10564","7553463","139.8563"
"1","<2 YEARS","2003-03-16","11","10214","7553463","135.2227"
"1","<2 YEARS","2003-03-23","12","9570","7553463","126.6968"
"1","<2 YEARS","2003-03-30","13","9950","7553463","131.7276"
"1","<2 YEARS","2003-04-06","14","9410","7553463","124.5786"
"1","<2 YEARS","2003-04-13","15","8886","7553463","117.6414"
"1","<2 YEARS","2003-04-20","16","8690","7553463","115.0465"
"1","<2 YEARS","2003-04-27","17","9070","7553463","120.0773"
"1","<2 YEARS","2003-05-04","18","9154","7553463","121.1894"
"1","<2 YEARS","2003-05-11","19","8754","7553463","115.8938"
"1","<2 YEARS","2003-05-18","20","8974","7553463","118.8064"
"1","<2 YEARS","2003-05-25","21","7934","7553463","105.0379"
"1","<2 YEARS","2003-06-01","22","9404","7553463","124.4991"
"1","<2 YEARS","2003-06-08","23","8432","7553463","111.6309"
"1","<2 YEARS","2003-06-15","24","8306","7553463","109.9628"
"1","<2 YEARS","2003-06-22","25","8286","7553463","109.6980"
"1","<2 YEARS","2003-06-29","26","7724","7553463","102.2577"
"1","<2 YEARS","2003-07-06","27","9940","7553463","131.5952"
"1","<2 YEARS","2003-07-13","28","9608","7553463","127.1999"
"1","<2 YEARS","2003-07-20","29","8924","7553463","118.1444"
"1","<2 YEARS","2003-07-27","30","9012","7553463","119.3095"
"1","<2 YEARS","2003-08-03","31","9912","7553463","131.2245"
"1","<2 YEARS","2003-08-10","32","9684","7553463","128.2060"
"1","<2 YEARS","2003-08-17","33","9994","7553463","132.3101"
"1","<2 YEARS","2003-08-24","34","9942","7553463","131.6217"
"1","<2 YEARS","2003-08-31","35","9442","7553463","125.0022"
"1","<2 YEARS","2003-09-07","36","10642","7553463","140.8890"
"1","<2 YEARS","2003-09-14","37","10388","7553463","137.5263"
"1","<2 YEARS","2003-09-21","38","10114","7553463","133.8988"
"1","<2 YEARS","2003-09-28","39","9734","7553463","128.8680"
