"10-14 YEARS","2002-02-03","5758","145691","0.0395"
"10-14 YEARS","2002-02-10","5871","142853","0.0411"
"10-14 YEARS","2002-02-17","5361","142188","0.0377"
"10-14 YEARS","2002-02-24","5301","144269","0.0367"
"10-14 YEARS","2002-03-03","5768","145451","0.0397"
"10-14 YEARS","2002-03-10","5998","146583","0.0409"
"10-14 YEARS","2002-03-17","5813","145450","0.0400"
"10-14 YEARS","2002-03-24","4969","134930","0.0368"
"10-14 YEARS","2002-03-31","3489","128242","0.0272"
"10-14 YEARS","2002-04-07","3148","133513","0.0236"
"10-14 YEARS","2002-04-14","3009","134142","0.0224"
"10-14 YEARS","2002-04-21","2869","137620","0.0208"
"10-14 YEARS","2002-04-28","2725","137618","0.0198"
"10-14 YEARS","2002-05-05","2611","136736","0.0191"
"10-14 YEARS","2002-05-12","2283","130672","0.0175"
"10-14 YEARS","2002-05-19","1778","122869","0.0145"
"10-14 YEARS","2002-05-26","1307","103107","0.0127"
"10-14 YEARS","2002-06-02","1071","118094","0.0091"
"10-14 YEARS","2002-06-09","858","113233","0.0076"
"10-14 YEARS","2002-06-16","762","105157","0.0072"
"10-14 YEARS","2002-06-23","710","94432","0.0075"
"10-14 YEARS","2002-06-30","470","72608","0.0065"
"10-14 YEARS","2002-07-07","685","95984","0.0071"
"10-14 YEARS","2002-07-14","710","98889","0.0072"
"10-14 YEARS","2002-07-21","712","108838","0.0065"
"10-14 YEARS","2002-07-28","884","131120","0.0067"
"10-14 YEARS","2002-08-04","919","142705","0.0064"
"10-14 YEARS","2002-08-11","1158","147615","0.0078"
"10-14 YEARS","2002-08-18","1291","150698","0.0086"
"10-14 YEARS","2002-08-25","1555","147250","0.0106"
"10-14 YEARS","2002-09-01","1415","118815","0.0119"
"10-14 YEARS","2002-09-08","1715","142529","0.0120"
"10-14 YEARS","2002-09-15","1776","137882","0.0129"
"10-14 YEARS","2002-09-22","1618","130036","0.0124"
"10-14 YEARS","2002-09-29","1506","126500","0.0119"
"10-14 YEARS","2002-10-06","1513","127838","0.0118"
"10-14 YEARS","2002-10-13","1435","120531","0.0119"
"10-14 YEARS","2002-10-20","1844","141505","0.0130"
"10-14 YEARS","2002-10-27","1834","139627","0.0131"
"10-14 YEARS","2002-11-03","2299","150220","0.0153"
"10-14 YEARS","2002-11-10","2280","149865","0.0152"
"10-14 YEARS","2002-11-17","2545","152375","0.0167"
"10-14 YEARS","2002-11-24","1568","102596","0.0153"
"10-14 YEARS","2002-12-01","2406","136158","0.0177"
"10-14 YEARS","2002-12-08","3340","135760","0.0246"
"10-14 YEARS","2002-12-15","4399","125680","0.0350"
"10-14 YEARS","2002-12-22","2712","86180","0.0315"
"10-14 YEARS","2002-12-29","1833","108726","0.0169"
"10-14 YEARS","2003-01-05","2967","158030","0.0188"
"10-14 YEARS","2003-01-12","5077","168683","0.0301"
"10-14 YEARS","2003-01-19","7774","181774","0.0428"
"10-14 YEARS","2003-01-26","12089","209155","0.0578"
"10-14 YEARS","2003-02-02","14340","209182","0.0686"
"10-14 YEARS","2003-02-09","12824","198630","0.0646"
"10-14 YEARS","2003-02-16","8993","172925","0.0520"
"10-14 YEARS","2003-02-23","7052","177132","0.0398"
"10-14 YEARS","2003-03-02","5744","177295","0.0324"
"10-14 YEARS","2003-03-09","4490","164725","0.0273"
"10-14 YEARS","2003-03-16","3829","167429","0.0229"
"10-14 YEARS","2003-03-23","3154","174169","0.0181"
"10-14 YEARS","2003-03-30","2775","174089","0.0159"
"10-14 YEARS","2003-04-06","2561","168478","0.0152"
"10-14 YEARS","2003-04-13","1846","166159","0.0111"
"10-14 YEARS","2003-04-20","1811","166151","0.0109"
"10-14 YEARS","2003-04-27","1827","170637","0.0107"
"10-14 YEARS","2003-05-04","1823","162021","0.0113"
"10-14 YEARS","2003-05-11","1743","159325","0.0109"
"10-14 YEARS","2003-05-18","1705","157202","0.0108"
"10-14 YEARS","2003-05-25","1397","134096","0.0104"
"10-14 YEARS","2003-06-01","1337","154288","0.0087"
"10-14 YEARS","2003-06-08","1096","141822","0.0077"
"10-14 YEARS","2003-06-15","1012","137922","0.0073"
"10-14 YEARS","2003-06-22","976","137913","0.0071"
"10-14 YEARS","2003-06-29","872","121842","0.0072"
"10-14 YEARS","2003-07-06","1253","156579","0.0080"
"10-14 YEARS","2003-07-13","1203","155238","0.0077"
"10-14 YEARS","2003-07-20","1052","149884","0.0070"
"10-14 YEARS","2003-07-27","1168","167073","0.0070"
"10-14 YEARS","2003-08-03","1295","186124","0.0070"
"10-14 YEARS","2003-08-10","1403","187681","0.0075"
"10-14 YEARS","2003-08-17","1706","197280","0.0086"
"10-14 YEARS","2003-08-24","1958","193683","0.0101"
"10-14 YEARS","2003-08-31","1929","155826","0.0124"
"10-14 YEARS","2003-09-07","2474","191052","0.0129"
"10-14 YEARS","2003-09-14","2541","183261","0.0139"
"10-14 YEARS","2003-09-21","2369","181898","0.0130"
"10-14 YEARS","2003-09-28","2515","180069","0.0140"
"10-14 YEARS","2003-10-05","2717","184649","0.0147"
"10-14 YEARS","2003-10-12","3167","188684","0.0168"
"10-14 YEARS","2003-10-19","3718","194768","0.0191"
"10-14 YEARS","2003-10-26","3870","190229","0.0203"
"10-14 YEARS","2003-11-02","4617","200579","0.0230"
"10-14 YEARS","2003-11-09","5499","201420","0.0273"
"10-14 YEARS","2003-11-16","7453","208324","0.0358"
"10-14 YEARS","2003-11-23","6565","149824","0.0438"
"10-14 YEARS","2003-11-30","10419","219760","0.0474"
"10-14 YEARS","2003-12-07","21355","251696","0.0848"
"10-14 YEARS","2003-12-14","20349","225306","0.0903"
"10-14 YEARS","2003-12-21","8529","128358","0.0664"
"10-14 YEARS","2003-12-28","3630","125787","0.0289"
"10-14 YEARS","2004-01-04","4247","178695","0.0238"
"10-14 YEARS","2004-01-11","3779","186230","0.0203"
"10-14 YEARS","2004-01-18","3225","189605","0.0170"
"10-14 YEARS","2004-01-25","3164","180997","0.0175"
"10-14 YEARS","2004-02-01","3509","203130","0.0173"
"10-14 YEARS","2004-02-08","3356","204661","0.0164"
"10-14 YEARS","2004-02-15","3120","203065","0.0154"
"10-14 YEARS","2004-02-22","3244","201782","0.0161"
"10-14 YEARS","2004-02-29","2967","205586","0.0144"
"10-14 YEARS","2004-03-07","2882","203187","0.0142"
"10-14 YEARS","2004-03-14","2514","197419","0.0127"
"10-14 YEARS","2004-03-21","2580","196954","0.0131"
"10-14 YEARS","2004-03-28","2341","197773","0.0118"
"10-14 YEARS","2004-04-04","1853","180682","0.0103"
"10-14 YEARS","2004-04-11","2059","184613","0.0112"
"10-14 YEARS","2004-04-18","2184","196805","0.0111"
"10-14 YEARS","2004-04-25","2153","197794","0.0109"
"10-14 YEARS","2004-05-02","2182","202238","0.0108"
"10-14 YEARS","2004-05-09","2217","199003","0.0111"
"10-14 YEARS","2004-05-16","2267","193967","0.0117"
"10-14 YEARS","2004-05-23","1948","188574","0.0103"
"10-14 YEARS","2004-05-30","1511","155960","0.0097"
"10-14 YEARS","2004-06-06","1497","183594","0.0082"
"10-14 YEARS","2004-06-13","1442","179727","0.0080"
"10-14 YEARS","2004-06-20","1410","175201","0.0080"
"10-14 YEARS","2004-06-27","1300","170207","0.0076"
"10-14 YEARS","2004-07-04","1237","149879","0.0083"
"10-14 YEARS","2004-07-11","1280","177550","0.0072"
"10-14 YEARS","2004-07-18","1304","181164","0.0072"
"10-14 YEARS","2004-07-25","1304","189010","0.0069"
"10-14 YEARS","2004-08-01","1296","205758","0.0063"
"10-14 YEARS","2004-08-08","1420","210349","0.0068"
"10-14 YEARS","2004-08-15","1574","210841","0.0075"
"10-14 YEARS","2004-08-22","1860","214047","0.0087"
"10-14 YEARS","2004-08-29","2016","214439","0.0094"
"10-14 YEARS","2004-09-05","1774","170097","0.0104"
"10-14 YEARS","2004-09-12","2377","208214","0.0114"
"10-14 YEARS","2004-09-19","2576","211151","0.0122"
"10-14 YEARS","2004-09-26","2513","211282","0.0119"
"10-14 YEARS","2004-10-03","2560","217866","0.0118"
"10-14 YEARS","2004-10-10","2643","223161","0.0118"
"10-14 YEARS","2004-10-17","2714","222136","0.0122"
"10-14 YEARS","2004-10-24","2851","220097","0.0130"
"10-14 YEARS","2004-10-31","3264","222886","0.0146"
"10-14 YEARS","2004-11-07","3414","223674","0.0153"
"10-14 YEARS","2004-11-14","3736","221767","0.0168"
"10-14 YEARS","2004-11-21","2253","147532","0.0153"
"10-14 YEARS","2004-11-28","3822","213363","0.0179"
"10-14 YEARS","2004-12-05","4143","212154","0.0195"
"10-14 YEARS","2004-12-12","4126","204086","0.0202"
"10-14 YEARS","2004-12-19","3101","154717","0.0200"
"10-14 YEARS","2004-12-26","2709","144457","0.0188"
"10-14 YEARS","2005-01-02","4404","203470","0.0216"
"10-14 YEARS","2005-01-09","5961","221106","0.0270"
"10-14 YEARS","2005-01-16","6929","224193","0.0309"
"10-14 YEARS","2005-01-23","10196","245378","0.0416"
"10-14 YEARS","2005-01-30","14076","266724","0.0528"
"10-14 YEARS","2005-02-06","16603","275503","0.0603"
"10-14 YEARS","2005-02-13","15648","263652","0.0594"
"10-14 YEARS","2005-02-20","11187","238756","0.0469"
"10-14 YEARS","2005-02-27","9258","239083","0.0387"
"10-14 YEARS","2005-03-06","8392","238966","0.0351"
"10-14 YEARS","2005-03-13","7192","237184","0.0303"
"10-14 YEARS","2005-03-20","5539","217975","0.0254"
"10-14 YEARS","2005-03-27","4031","210797","0.0191"
"10-14 YEARS","2005-04-03","3359","220275","0.0152"
"10-14 YEARS","2005-04-10","3293","230096","0.0143"
"10-14 YEARS","2005-04-17","3177","232383","0.0137"
"10-14 YEARS","2005-04-24","3191","234344","0.0136"
"10-14 YEARS","2005-05-01","3127","236779","0.0132"
"10-14 YEARS","2005-05-08","3063","231776","0.0132"
"10-14 YEARS","2005-05-15","2842","223980","0.0127"
"10-14 YEARS","2005-05-22","2478","212678","0.0117"
"10-14 YEARS","2005-05-29","1860","178932","0.0104"
"10-14 YEARS","2005-06-05","2000","205796","0.0097"
"10-14 YEARS","2005-06-12","1786","201267","0.0089"
"10-14 YEARS","2005-06-19","1625","196729","0.0083"
"10-14 YEARS","2005-06-26","1658","192660","0.0086"
"10-14 YEARS","2005-07-03","1430","163543","0.0087"
"10-14 YEARS","2005-07-10","1658","198112","0.0084"
"10-14 YEARS","2005-07-17","1678","202022","0.0083"
"10-14 YEARS","2005-07-24","1593","209213","0.0076"
"10-14 YEARS","2005-07-31","1645","224844","0.0073"
"10-14 YEARS","2005-08-07","1868","230469","0.0081"
"10-14 YEARS","2005-08-14","2016","233789","0.0086"
"10-14 YEARS","2005-08-21","2176","233031","0.0093"
"10-14 YEARS","2005-08-28","2500","224761","0.0111"
"10-14 YEARS","2005-09-04","2258","186253","0.0121"
"10-14 YEARS","2005-09-11","2766","223975","0.0123"
"10-14 YEARS","2005-09-18","2773","220595","0.0126"
"10-14 YEARS","2005-09-25","2699","220029","0.0123"
"10-14 YEARS","2005-10-02","2538","218863","0.0116"
"10-14 YEARS","2005-10-09","2597","223061","0.0116"
"10-14 YEARS","2005-10-16","2957","232030","0.0127"
"10-14 YEARS","2005-10-23","3076","226980","0.0136"
"10-14 YEARS","2005-10-30","3286","233231","0.0141"
"10-14 YEARS","2005-11-06","3432","244367","0.0140"
"10-14 YEARS","2005-11-13","3476","231602","0.0150"
"10-14 YEARS","2005-11-20","2215","155383","0.0143"
"10-14 YEARS","2005-11-27","3771","217913","0.0173"
"10-14 YEARS","2005-12-04","4141","206296","0.0201"
"10-14 YEARS","2005-12-11","5517","206641","0.0267"
"10-14 YEARS","2005-12-18","4713","185847","0.0254"
"10-14 YEARS","2005-12-25","2473","134310","0.0184"
"10-14 YEARS","2006-01-01","3509","170558","0.0206"
"10-14 YEARS","2006-01-08","4920","208963","0.0235"
"10-14 YEARS","2006-01-15","5379","210044","0.0256"
"10-14 YEARS","2006-01-22","6821","224629","0.0304"
"10-14 YEARS","2006-01-29","8288","237657","0.0349"
"10-14 YEARS","2006-02-05","8732","241062","0.0362"
"10-14 YEARS","2006-02-12","9582","231341","0.0414"
"10-14 YEARS","2006-02-19","9130","231070","0.0395"
"10-14 YEARS","2006-02-26","9865","236739","0.0417"
"10-14 YEARS","2006-03-05","9740","238558","0.0408"
"10-14 YEARS","2006-03-12","8207","226896","0.0362"
"10-14 YEARS","2006-03-19","7851","225678","0.0348"
"10-14 YEARS","2006-03-26","7479","227583","0.0329"
"10-14 YEARS","2006-04-02","6057","219386","0.0276"
"10-14 YEARS","2006-04-09","4336","207712","0.0209"
"10-14 YEARS","2006-04-16","3223","204644","0.0157"
"10-14 YEARS","2006-04-23","3068","213413","0.0144"
"10-14 YEARS","2006-04-30","3132","221886","0.0141"
"10-14 YEARS","2006-05-07","3112","222171","0.0140"
"10-14 YEARS","2006-05-14","3108","213172","0.0146"
"10-14 YEARS","2006-05-21","2778","206267","0.0135"
"10-14 YEARS","2006-05-28","1823","173999","0.0105"
"10-14 YEARS","2006-06-04","1871","202588","0.0092"
"10-14 YEARS","2006-06-11","1591","198960","0.0080"
"10-14 YEARS","2006-06-18","1471","193233","0.0076"
"10-14 YEARS","2006-06-25","1415","190187","0.0074"
"10-14 YEARS","2006-07-02","1163","149175","0.0078"
"10-14 YEARS","2006-07-09","1401","197702","0.0071"
"10-14 YEARS","2006-07-16","1399","200945","0.0070"
"10-14 YEARS","2006-07-23","1416","206160","0.0069"
"10-14 YEARS","2006-07-30","1493","224813","0.0066"
"10-14 YEARS","2006-08-06","1527","234424","0.0065"
"10-14 YEARS","2006-08-13","1772","234158","0.0076"
"10-14 YEARS","2006-08-20","2015","237700","0.0085"
"10-14 YEARS","2006-08-27","2164","230285","0.0094"
"10-14 YEARS","2006-09-03","1964","184600","0.0106"
"10-14 YEARS","2006-09-10","2656","228093","0.0116"
"10-14 YEARS","2006-09-17","2834","229860","0.0123"
"10-14 YEARS","2006-09-24","2625","227673","0.0115"
"10-14 YEARS","2006-10-01","2518","225104","0.0112"
"10-14 YEARS","2006-10-08","2548","226199","0.0113"
"10-14 YEARS","2006-10-15","2942","230494","0.0128"
"10-14 YEARS","2006-10-22","3012","232937","0.0129"
"10-14 YEARS","2006-10-29","3355","233361","0.0144"
"10-14 YEARS","2006-11-05","3576","250325","0.0143"
"10-14 YEARS","2006-11-12","3878","243222","0.0159"
"10-14 YEARS","2006-11-19","2453","165612","0.0148"
"10-14 YEARS","2006-11-26","4274","233953","0.0183"
"10-14 YEARS","2006-12-03","4594","231397","0.0199"
"10-14 YEARS","2006-12-10","6305","231244","0.0273"
"10-14 YEARS","2006-12-17","5717","209724","0.0273"
"10-14 YEARS","2006-12-24","2801","135454","0.0207"
"10-14 YEARS","2006-12-31","3095","171627","0.0180"
"10-14 YEARS","2007-01-07","4435","214028","0.0207"
"10-14 YEARS","2007-01-14","4653","209677","0.0222"
"10-14 YEARS","2007-01-21","7100","233777","0.0304"
"10-14 YEARS","2007-01-28","9633","246676","0.0391"
"10-14 YEARS","2007-02-04","11896","260532","0.0457"
"10-14 YEARS","2007-02-11","11854","246604","0.0481"
"10-14 YEARS","2007-02-18","11081","259099","0.0428"
"10-14 YEARS","2007-02-25","10258","258552","0.0397"
"10-14 YEARS","2007-03-04","9787","265140","0.0369"
"10-14 YEARS","2007-03-11","8095","255606","0.0317"
"10-14 YEARS","2007-03-18","6650","254127","0.0262"
"10-14 YEARS","2007-03-25","5083","249336","0.0204"
"10-14 YEARS","2007-04-01","3320","228190","0.0145"
"10-14 YEARS","2007-04-08","3125","231943","0.0135"
"10-14 YEARS","2007-04-15","3151","234438","0.0134"
"10-14 YEARS","2007-04-22","3163","243165","0.0130"
"10-14 YEARS","2007-04-29","3119","245525","0.0127"
"10-14 YEARS","2007-05-06","2782","236203","0.0118"
"10-14 YEARS","2007-05-13","2741","238320","0.0115"
"10-14 YEARS","2007-05-20","2534","229560","0.0110"
"10-14 YEARS","2007-05-27","2001","201902","0.0099"
"10-14 YEARS","2007-06-03","2083","237733","0.0088"
"10-14 YEARS","2007-06-10","1835","232775","0.0079"
"10-14 YEARS","2007-06-17","1757","230613","0.0076"
"10-14 YEARS","2007-06-24","1660","222982","0.0074"
"10-14 YEARS","2007-07-01","1465","179071","0.0082"
"10-14 YEARS","2007-07-08","1648","229973","0.0072"
"10-14 YEARS","2007-07-15","1594","233528","0.0068"
"10-14 YEARS","2007-07-22","1678","244703","0.0069"
"10-14 YEARS","2007-07-29","1673","263701","0.0063"
"10-14 YEARS","2007-08-05","1800","280765","0.0064"
"10-14 YEARS","2007-08-12","1849","293515","0.0063"
"10-14 YEARS","2007-08-19","2157","290091","0.0074"
"10-14 YEARS","2007-08-26","2630","283408","0.0093"
"10-14 YEARS","2007-09-02","2633","230787","0.0114"
"10-14 YEARS","2007-09-09","3275","282141","0.0116"
"10-14 YEARS","2007-09-16","3412","285153","0.0120"
"10-14 YEARS","2007-09-23","3403","284725","0.0120"
"10-14 YEARS","2007-09-30","3404","285218","0.0119"
"10-14 YEARS","2007-10-07","3305","289871","0.0114"
"10-14 YEARS","2007-10-14","3663","303723","0.0121"
"10-14 YEARS","2007-10-21","4072","308036","0.0132"
"10-14 YEARS","2007-10-28","4203","301192","0.0140"
"10-14 YEARS","2007-11-04","4861","320340","0.0152"
"10-14 YEARS","2007-11-11","4931","310163","0.0159"
"10-14 YEARS","2007-11-18","3042","207100","0.0147"
"10-14 YEARS","2007-11-25","4833","289023","0.0167"
"10-14 YEARS","2007-12-02","4675","278357","0.0168"
"10-14 YEARS","2007-12-09","4820","272786","0.0177"
"10-14 YEARS","2007-12-16","4693","262392","0.0179"
"10-14 YEARS","2007-12-23","2459","149229","0.0165"
"10-14 YEARS","2007-12-30","2918","192590","0.0152"
"10-14 YEARS","2008-01-06","5468","273615","0.0200"
"10-14 YEARS","2008-01-13","7239","287073","0.0252"
"10-14 YEARS","2008-01-20","10078","301768","0.0334"
"10-14 YEARS","2008-01-27","16364","325912","0.0502"
"10-14 YEARS","2008-02-03","22564","343245","0.0657"
"10-14 YEARS","2008-02-10","20492","325929","0.0629"
"10-14 YEARS","2008-02-17","18268","322720","0.0566"
"10-14 YEARS","2008-02-24","16393","327333","0.0501"
"10-14 YEARS","2008-03-02","12894","309837","0.0416"
"10-14 YEARS","2008-03-09","10345","309747","0.0334"
"10-14 YEARS","2008-03-16","7110","288408","0.0247"
"10-14 YEARS","2008-03-23","5397","287921","0.0187"
"10-14 YEARS","2008-03-30","4980","291297","0.0171"
"10-14 YEARS","2008-04-06","4227","294809","0.0143"
"10-14 YEARS","2008-04-13","3969","303422","0.0131"
"10-14 YEARS","2008-04-20","3710","305764","0.0121"
"10-14 YEARS","2008-04-27","3732","305496","0.0122"
"10-14 YEARS","2008-05-04","3416","307462","0.0111"
"10-14 YEARS","2008-05-11","3361","297910","0.0113"
"10-14 YEARS","2008-05-18","3278","293998","0.0111"
"10-14 YEARS","2008-05-25","2521","242616","0.0104"
"10-14 YEARS","2008-06-01","2491","276316","0.0090"
"10-14 YEARS","2008-06-08","2320","278613","0.0083"
"10-14 YEARS","2008-06-15","2071","277288","0.0075"
"10-14 YEARS","2008-06-22","2052","274062","0.0075"
"10-14 YEARS","2008-06-29","1690","225834","0.0075"
"10-14 YEARS","2008-07-06","2015","273068","0.0074"
"10-14 YEARS","2008-07-13","1976","279621","0.0071"
"10-14 YEARS","2008-07-20","1969","286481","0.0069"
"10-14 YEARS","2008-07-27","2006","302175","0.0066"
"10-14 YEARS","2008-08-03","2110","320746","0.0066"
"10-14 YEARS","2008-08-10","2236","339114","0.0066"
"10-14 YEARS","2008-08-17","2419","339469","0.0071"
"10-14 YEARS","2008-08-24","2850","330765","0.0086"
"10-14 YEARS","2008-08-31","3050","267415","0.0114"
"10-14 YEARS","2008-09-07","3974","327327","0.0121"
"10-14 YEARS","2008-09-14","4239","332677","0.0127"
"10-14 YEARS","2008-09-21","4407","339954","0.0130"
"10-14 YEARS","2008-09-28","3900","332511","0.0117"
"10-14 YEARS","2008-10-05","3694","335304","0.0110"
"10-14 YEARS","2008-10-12","3593","339487","0.0106"
"10-14 YEARS","2008-10-19","4033","345429","0.0117"
"10-14 YEARS","2008-10-26","4006","333458","0.0120"
"10-14 YEARS","2008-11-02","4503","350381","0.0129"
"10-14 YEARS","2008-11-09","4712","350016","0.0135"
"10-14 YEARS","2008-11-16","4839","339069","0.0143"
"10-14 YEARS","2008-11-23","3026","228299","0.0133"
"10-14 YEARS","2008-11-30","5069","313166","0.0162"
"10-14 YEARS","2008-12-07","5134","309231","0.0166"
"10-14 YEARS","2008-12-14","4729","279907","0.0169"
"10-14 YEARS","2008-12-21","2740","171782","0.0160"
"10-14 YEARS","2008-12-28","2448","202006","0.0121"
"10-14 YEARS","2009-01-04","4501","300931","0.0150"
"10-14 YEARS","2009-01-11","5644","311988","0.0181"
"10-14 YEARS","2009-01-18","7493","323418","0.0232"
"10-14 YEARS","2009-01-25","10396","331353","0.0314"
"10-14 YEARS","2009-02-01","15649","368897","0.0424"
"10-14 YEARS","2009-02-08","19249","373797","0.0515"
"10-14 YEARS","2009-02-15","17326","374667","0.0462"
"10-14 YEARS","2009-02-22","19017","381001","0.0499"
"10-14 YEARS","2009-03-01","17457","362649","0.0481"
"10-14 YEARS","2009-03-08","15396","364889","0.0422"
"10-14 YEARS","2009-03-15","12530","365715","0.0343"
"10-14 YEARS","2009-03-22","10241","370803","0.0276"
"10-14 YEARS","2009-03-29","8188","364066","0.0225"
"10-14 YEARS","2009-04-05","5355","339881","0.0158"
"10-14 YEARS","2009-04-12","4806","350004","0.0137"
"10-14 YEARS","2009-04-19","4972","373987","0.0133"
"10-14 YEARS","2009-04-26","13369","473887","0.0282"
"10-14 YEARS","2009-05-03","14250","502330","0.0284"
"10-14 YEARS","2009-05-10","11490","485723","0.0237"
"10-14 YEARS","2009-05-17","14129","479574","0.0295"
"10-14 YEARS","2009-05-24","11718","395852","0.0296"
"10-14 YEARS","2009-05-31","14537","461394","0.0315"
"10-14 YEARS","2009-06-07","16366","462495","0.0354"
"10-14 YEARS","2009-06-14","14654","450363","0.0325"
"10-14 YEARS","2009-06-21","10307","432241","0.0238"
"10-14 YEARS","2009-06-28","6348","379016","0.0167"
"10-14 YEARS","2009-07-05","5899","415131","0.0142"
"10-14 YEARS","2009-07-12","5517","423174","0.0130"
"10-14 YEARS","2009-07-19","5414","438869","0.0123"
"10-14 YEARS","2009-07-26","5451","460596","0.0118"
"10-14 YEARS","2009-08-02","5516","490226","0.0113"
"10-14 YEARS","2009-08-09","6343","520575","0.0122"
"10-14 YEARS","2009-08-16","9498","553647","0.0172"
"10-14 YEARS","2009-08-23","17156","540262","0.0318"
"10-14 YEARS","2009-08-30","26875","571798","0.0470"
"10-14 YEARS","2009-09-06","26562","469814","0.0565"
"10-14 YEARS","2009-09-13","35656","578629","0.0616"
"10-14 YEARS","2009-09-20","44095","601381","0.0733"
"10-14 YEARS","2009-09-27","50739","622323","0.0815"
"10-14 YEARS","2009-10-04","52889","614608","0.0861"
"10-14 YEARS","2009-10-11","54675","612626","0.0892"
"10-14 YEARS","2009-10-18","63909","628702","0.1017"
"10-14 YEARS","2009-10-25","54351","599694","0.0906"
"10-14 YEARS","2009-11-01","45057","598670","0.0753"
"10-14 YEARS","2009-11-08","30736","568639","0.0541"
"10-14 YEARS","2009-11-15","22616","548587","0.0412"
"10-14 YEARS","2009-11-22","10956","357777","0.0306"
"10-14 YEARS","2009-11-29","13202","495290","0.0267"
"10-14 YEARS","2009-12-06","11956","478441","0.0250"
"10-14 YEARS","2009-12-13","10757","454579","0.0237"
"10-14 YEARS","2009-12-20","5630","300969","0.0187"
"10-14 YEARS","2009-12-27","4455","296704","0.0150"
"10-14 YEARS","2010-01-03","7446","418553","0.0178"
"10-14 YEARS","2010-01-10","8673","450953","0.0192"
"10-14 YEARS","2010-01-17","8963","464268","0.0193"
"10-14 YEARS","2010-01-24","10181","480131","0.0212"
"10-14 YEARS","2010-01-31","10575","475382","0.0222"
"10-14 YEARS","2010-02-07","9378","414632","0.0226"
"10-14 YEARS","2010-02-14","8439","430295","0.0196"
"10-14 YEARS","2010-02-21","9576","434304","0.0220"
"10-14 YEARS","2010-02-28","9874","437504","0.0226"
"10-14 YEARS","2010-03-07","9117","428857","0.0213"
"10-14 YEARS","2010-03-14","7962","426433","0.0187"
"10-14 YEARS","2010-03-21","7379","427483","0.0173"
"10-14 YEARS","2010-03-28","5604","406170","0.0138"
