"mergeID","zip","state_ers","county_cl_ers","zip3","FIPS_ers","pop2010_ers","RUCC_2013_ers","urbanmarker"
"AK aleutians east borough","99571","AK","aleutians east borough","995","02013","3,141",9,0
"AK aleutians east borough","99553","AK","aleutians east borough","995","02013","3,141",9,0
"AK aleutians east borough","99612","AK","aleutians east borough","996","02013","3,141",9,0
"AK aleutians east borough","99583","AK","aleutians east borough","995","02013","3,141",9,0
"AK aleutians east borough","99661","AK","aleutians east borough","996","02013","3,141",9,0
"AK aleutians west census area","99546","AK","aleutians west census area","995","02016","5,561",9,0
"AK aleutians west census area","99638","AK","aleutians west census area","996","02016","5,561",9,0
"AK aleutians west census area","99692","AK","aleutians west census area","996","02016","5,561",9,0
"AK aleutians west census area","99685","AK","aleutians west census area","996","02016","5,561",9,0
"AK aleutians west census area","99660","AK","aleutians west census area","996","02016","5,561",9,0
"AK aleutians west census area","99547","AK","aleutians west census area","995","02016","5,561",9,0
"AK aleutians west census area","99591","AK","aleutians west census area","995","02016","5,561",9,0
"AK anchorage municipality","99501","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99502","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99503","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99504","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99505","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99506","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99507","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99508","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99509","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99510","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99511","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99513","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99514","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99515","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99516","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99517","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99518","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99519","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99520","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99521","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99522","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99523","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99524","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99529","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99530","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99540","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99695","AK","anchorage municipality","996","02020","291,826",2,1
"AK anchorage municipality","99599","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99577","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99567","AK","anchorage municipality","995","02020","291,826",2,1
"AK anchorage municipality","99587","AK","anchorage municipality","995","02020","291,826",2,1
"AK bethel census area","99559","AK","bethel census area","995","02050","17,013",7,0
"AK bethel census area","99545","AK","bethel census area","995","02050","17,013",7,0
"AK bethel census area","99634","AK","bethel census area","996","02050","17,013",7,0
"AK bethel census area","99551","AK","bethel census area","995","02050","17,013",7,0
"AK bethel census area","99578","AK","bethel census area","995","02050","17,013",7,0
"AK bethel census area","99681","AK","bethel census area","996","02050","17,013",7,0
"AK bethel census area","99609","AK","bethel census area","996","02050","17,013",7,0
"AK bethel census area","99557","AK","bethel census area","995","02050","17,013",7,0
"AK bethel census area","99589","AK","bethel census area","995","02050","17,013",7,0
"AK bethel census area","99575","AK","bethel census area","995","02050","17,013",7,0
"AK bethel census area","99561","AK","bethel census area","995","02050","17,013",7,0
"AK bethel census area","99690","AK","bethel census area","996","02050","17,013",7,0
"AK bethel census area","99637","AK","bethel census area","996","02050","17,013",7,0
"AK bethel census area","99607","AK","bethel census area","996","02050","17,013",7,0
"AK bethel census area","99621","AK","bethel census area","996","02050","17,013",7,0
"AK bethel census area","99552","AK","bethel census area","995","02050","17,013",7,0
"AK bethel census area","99641","AK","bethel census area","996","02050","17,013",7,0
"AK bethel census area","99622","AK","bethel census area","996","02050","17,013",7,0
"AK bethel census area","99626","AK","bethel census area","996","02050","17,013",7,0
"AK bethel census area","99656","AK","bethel census area","996","02050","17,013",7,0
"AK bethel census area","99614","AK","bethel census area","996","02050","17,013",7,0
"AK bethel census area","99651","AK","bethel census area","996","02050","17,013",7,0
"AK bethel census area","99680","AK","bethel census area","996","02050","17,013",7,0
"AK bethel census area","99630","AK","bethel census area","996","02050","17,013",7,0
"AK bethel census area","99679","AK","bethel census area","996","02050","17,013",7,0
"AK bethel census area","99668","AK","bethel census area","996","02050","17,013",7,0
"AK bethel census area","99655","AK","bethel census area","996","02050","17,013",7,0
"AK bristol bay borough","99613","AK","bristol bay borough","996","02060","997",9,0
"AK bristol bay borough","99670","AK","bristol bay borough","996","02060","997",9,0
"AK bristol bay borough","99633","AK","bristol bay borough","996","02060","997",9,0
"AK denali borough","99755","AK","denali borough","997","02068","1,826",8,0
"AK denali borough","99729","AK","denali borough","997","02068","1,826",8,0
"AK denali borough","99743","AK","denali borough","997","02068","1,826",8,0
"AK denali borough","99744","AK","denali borough","997","02068","1,826",8,0
"AK dillingham census area","99555","AK","dillingham census area","995","02070","4,847",9,0
"AK dillingham census area","99628","AK","dillingham census area","996","02070","4,847",9,0
"AK dillingham census area","99678","AK","dillingham census area","996","02070","4,847",9,0
"AK dillingham census area","99580","AK","dillingham census area","995","02070","4,847",9,0
"AK dillingham census area","99576","AK","dillingham census area","995","02070","4,847",9,0
"AK dillingham census area","99569","AK","dillingham census area","995","02070","4,847",9,0
"AK dillingham census area","99636","AK","dillingham census area","996","02070","4,847",9,0
"AK fairbanks north star borough","99703","AK","fairbanks north star borough","997","02090","97,581",3,1
"AK fairbanks north star borough","99702","AK","fairbanks north star borough","997","02090","97,581",3,1
"AK fairbanks north star borough","99708","AK","fairbanks north star borough","997","02090","97,581",3,1
"AK fairbanks north star borough","99705","AK","fairbanks north star borough","997","02090","97,581",3,1
"AK fairbanks north star borough","99709","AK","fairbanks north star borough","997","02090","97,581",3,1
"AK fairbanks north star borough","99790","AK","fairbanks north star borough","997","02090","97,581",3,1
"AK fairbanks north star borough","99706","AK","fairbanks north star borough","997","02090","97,581",3,1
"AK fairbanks north star borough","99707","AK","fairbanks north star borough","997","02090","97,581",3,1
"AK fairbanks north star borough","99716","AK","fairbanks north star borough","997","02090","97,581",3,1
"AK fairbanks north star borough","99775","AK","fairbanks north star borough","997","02090","97,581",3,1
"AK fairbanks north star borough","99710","AK","fairbanks north star borough","997","02090","97,581",3,1
"AK fairbanks north star borough","99712","AK","fairbanks north star borough","997","02090","97,581",3,1
"AK fairbanks north star borough","99725","AK","fairbanks north star borough","997","02090","97,581",3,1
"AK fairbanks north star borough","99714","AK","fairbanks north star borough","997","02090","97,581",3,1
"AK fairbanks north star borough","99701","AK","fairbanks north star borough","997","02090","97,581",3,1
"AK fairbanks north star borough","99711","AK","fairbanks north star borough","997","02090","97,581",3,1
"AK haines borough","99827","AK","haines borough","998","02100","2,508",9,0
"AK hoonahangoon census area ak","99820","AK","hoonahangoon census area ak","998","02105","2,150",9,0
"AK hoonahangoon census area ak","99825","AK","hoonahangoon census area ak","998","02105","2,150",9,0
"AK hoonahangoon census area ak","99826","AK","hoonahangoon census area ak","998","02105","2,150",9,0
"AK hoonahangoon census area ak","99841","AK","hoonahangoon census area ak","998","02105","2,150",9,0
"AK hoonahangoon census area ak","99832","AK","hoonahangoon census area ak","998","02105","2,150",9,0
"AK hoonahangoon census area ak","99829","AK","hoonahangoon census area ak","998","02105","2,150",9,0
"AK juneau city and borough","99801","AK","juneau city and borough","998","02110","31,275",5,0
"AK juneau city and borough","99802","AK","juneau city and borough","998","02110","31,275",5,0
"AK juneau city and borough","99803","AK","juneau city and borough","998","02110","31,275",5,0
"AK juneau city and borough","99811","AK","juneau city and borough","998","02110","31,275",5,0
"AK juneau city and borough","99812","AK","juneau city and borough","998","02110","31,275",5,0
"AK juneau city and borough","99821","AK","juneau city and borough","998","02110","31,275",5,0
"AK juneau city and borough","99824","AK","juneau city and borough","998","02110","31,275",5,0
"AK juneau city and borough","99850","AK","juneau city and borough","998","02110","31,275",5,0
"AK kenai peninsula borough","99610","AK","kenai peninsula borough","996","02122","55,400",7,0
"AK kenai peninsula borough","99631","AK","kenai peninsula borough","996","02122","55,400",7,0
"AK kenai peninsula borough","99672","AK","kenai peninsula borough","996","02122","55,400",7,0
"AK kenai peninsula borough","99556","AK","kenai peninsula borough","995","02122","55,400",7,0
"AK kenai peninsula borough","99611","AK","kenai peninsula borough","996","02122","55,400",7,0
"AK kenai peninsula borough","99605","AK","kenai peninsula borough","996","02122","55,400",7,0
"AK kenai peninsula borough","99664","AK","kenai peninsula borough","996","02122","55,400",7,0
"AK kenai peninsula borough","99663","AK","kenai peninsula borough","996","02122","55,400",7,0
"AK kenai peninsula borough","99635","AK","kenai peninsula borough","996","02122","55,400",7,0
"AK kenai peninsula borough","99572","AK","kenai peninsula borough","995","02122","55,400",7,0
"AK kenai peninsula borough","99682","AK","kenai peninsula borough","996","02122","55,400",7,0
"AK kenai peninsula borough","99669","AK","kenai peninsula borough","996","02122","55,400",7,0
"AK kenai peninsula borough","99639","AK","kenai peninsula borough","996","02122","55,400",7,0
"AK kenai peninsula borough","99568","AK","kenai peninsula borough","995","02122","55,400",7,0
"AK kenai peninsula borough","99603","AK","kenai peninsula borough","996","02122","55,400",7,0
"AK ketchikan gateway borough","99901","AK","ketchikan gateway borough","999","02130","13,477",7,0
"AK ketchikan gateway borough","99928","AK","ketchikan gateway borough","999","02130","13,477",7,0
"AK kodiak island borough","99615","AK","kodiak island borough","996","02150","13,592",7,0
"AK kodiak island borough","99643","AK","kodiak island borough","996","02150","13,592",7,0
"AK kodiak island borough","99608","AK","kodiak island borough","996","02150","13,592",7,0
"AK kodiak island borough","99624","AK","kodiak island borough","996","02150","13,592",7,0
"AK kodiak island borough","99644","AK","kodiak island borough","996","02150","13,592",7,0
"AK kodiak island borough","99619","AK","kodiak island borough","996","02150","13,592",7,0
"AK kodiak island borough","99697","AK","kodiak island borough","996","02150","13,592",7,0
"AK kodiak island borough","99550","AK","kodiak island borough","995","02150","13,592",7,0
"AK lake and peninsula borough","99565","AK","lake and peninsula borough","995","02164","1,631",9,0
"AK lake and peninsula borough","99564","AK","lake and peninsula borough","995","02164","1,631",9,0
"AK lake and peninsula borough","99579","AK","lake and peninsula borough","995","02164","1,631",9,0
"AK lake and peninsula borough","99549","AK","lake and peninsula borough","995","02164","1,631",9,0
"AK lake and peninsula borough","99606","AK","lake and peninsula borough","996","02164","1,631",9,0
"AK lake and peninsula borough","99649","AK","lake and peninsula borough","996","02164","1,631",9,0
"AK lake and peninsula borough","99548","AK","lake and peninsula borough","995","02164","1,631",9,0
"AK lake and peninsula borough","99640","AK","lake and peninsula borough","996","02164","1,631",9,0
"AK lake and peninsula borough","99625","AK","lake and peninsula borough","996","02164","1,631",9,0
"AK lake and peninsula borough","99653","AK","lake and peninsula borough","996","02164","1,631",9,0
"AK lake and peninsula borough","99648","AK","lake and peninsula borough","996","02164","1,631",9,0
"AK lake and peninsula borough","99647","AK","lake and peninsula borough","996","02164","1,631",9,0
"AK matanuskasusitna borough","99688","AK","matanuskasusitna borough","996","02170","88,995",2,1
"AK matanuskasusitna borough","99645","AK","matanuskasusitna borough","996","02170","88,995",2,1
"AK matanuskasusitna borough","99694","AK","matanuskasusitna borough","996","02170","88,995",2,1
"AK matanuskasusitna borough","99629","AK","matanuskasusitna borough","996","02170","88,995",2,1
"AK matanuskasusitna borough","99683","AK","matanuskasusitna borough","996","02170","88,995",2,1
"AK matanuskasusitna borough","99676","AK","matanuskasusitna borough","996","02170","88,995",2,1
"AK matanuskasusitna borough","99674","AK","matanuskasusitna borough","996","02170","88,995",2,1
"AK matanuskasusitna borough","99652","AK","matanuskasusitna borough","996","02170","88,995",2,1
"AK matanuskasusitna borough","99667","AK","matanuskasusitna borough","996","02170","88,995",2,1
"AK matanuskasusitna borough","99687","AK","matanuskasusitna borough","996","02170","88,995",2,1
"AK matanuskasusitna borough","99654","AK","matanuskasusitna borough","996","02170","88,995",2,1
"AK nome census area","99762","AK","nome census area","997","02180","9,492",7,0
"AK nome census area","99671","AK","nome census area","996","02180","9,492",7,0
"AK nome census area","99753","AK","nome census area","997","02180","9,492",7,0
"AK nome census area","99739","AK","nome census area","997","02180","9,492",7,0
"AK nome census area","99772","AK","nome census area","997","02180","9,492",7,0
"AK nome census area","99778","AK","nome census area","997","02180","9,492",7,0
"AK nome census area","99783","AK","nome census area","997","02180","9,492",7,0
"AK nome census area","99769","AK","nome census area","997","02180","9,492",7,0
"AK nome census area","99784","AK","nome census area","997","02180","9,492",7,0
"AK nome census area","99659","AK","nome census area","996","02180","9,492",7,0
"AK nome census area","99684","AK","nome census area","996","02180","9,492",7,0
"AK nome census area","99742","AK","nome census area","997","02180","9,492",7,0
"AK nome census area","99771","AK","nome census area","997","02180","9,492",7,0
"AK nome census area","99785","AK","nome census area","997","02180","9,492",7,0
"AK north slope borough","99791","AK","north slope borough","997","02185","9,430",7,0
"AK north slope borough","99723","AK","north slope borough","997","02185","9,430",7,0
"AK north slope borough","99721","AK","north slope borough","997","02185","9,430",7,0
"AK north slope borough","99734","AK","north slope borough","997","02185","9,430",7,0
"AK north slope borough","99759","AK","north slope borough","997","02185","9,430",7,0
"AK north slope borough","99782","AK","north slope borough","997","02185","9,430",7,0
"AK north slope borough","99766","AK","north slope borough","997","02185","9,430",7,0
"AK north slope borough","99789","AK","north slope borough","997","02185","9,430",7,0
"AK north slope borough","99747","AK","north slope borough","997","02185","9,430",7,0
"AK northwest arctic borough","99752","AK","northwest arctic borough","997","02188","7,523",7,0
"AK northwest arctic borough","99750","AK","northwest arctic borough","997","02188","7,523",7,0
"AK northwest arctic borough","99770","AK","northwest arctic borough","997","02188","7,523",7,0
"AK northwest arctic borough","99751","AK","northwest arctic borough","997","02188","7,523",7,0
"AK northwest arctic borough","99773","AK","northwest arctic borough","997","02188","7,523",7,0
"AK northwest arctic borough","99786","AK","northwest arctic borough","997","02188","7,523",7,0
"AK northwest arctic borough","99727","AK","northwest arctic borough","997","02188","7,523",7,0
"AK northwest arctic borough","99763","AK","northwest arctic borough","997","02188","7,523",7,0
"AK northwest arctic borough","99749","AK","northwest arctic borough","997","02188","7,523",7,0
"AK northwest arctic borough","99761","AK","northwest arctic borough","997","02188","7,523",7,0
"AK northwest arctic borough","99736","AK","northwest arctic borough","997","02188","7,523",7,0
"AK petersburg census area","99830","AK","petersburg census area","998","02195","3,815",9,0
"AK petersburg census area","99836","AK","petersburg census area","998","02195","3,815",9,0
"AK petersburg census area","99833","AK","petersburg census area","998","02195","3,815",9,0
"AK prince of wales hyder census area","99903","AK","prince of wales hyder census area","999","02198","5,559",9,0
"AK prince of wales hyder census area","99919","AK","prince of wales hyder census area","999","02198","5,559",9,0
"AK prince of wales hyder census area","99921","AK","prince of wales hyder census area","999","02198","5,559",9,0
"AK prince of wales hyder census area","99922","AK","prince of wales hyder census area","999","02198","5,559",9,0
"AK prince of wales hyder census area","99918","AK","prince of wales hyder census area","999","02198","5,559",9,0
"AK prince of wales hyder census area","99925","AK","prince of wales hyder census area","999","02198","5,559",9,0
"AK prince of wales hyder census area","99926","AK","prince of wales hyder census area","999","02198","5,559",9,0
"AK prince of wales hyder census area","99927","AK","prince of wales hyder census area","999","02198","5,559",9,0
"AK prince of wales hyder census area","99923","AK","prince of wales hyder census area","999","02198","5,559",9,0
"AK prince of wales hyder census area","99950","AK","prince of wales hyder census area","999","02198","5,559",9,0
"AK sitka city and borough","99835","AK","sitka city and borough","998","02220","8,881",7,0
"AK skagway municipality","99840","AK","skagway municipality","998","02230","968",9,0
"AK southeast fairbanks census area","99764","AK","southeast fairbanks census area","997","02240","7,029",9,0
"AK southeast fairbanks census area","99738","AK","southeast fairbanks census area","997","02240","7,029",9,0
"AK southeast fairbanks census area","99731","AK","southeast fairbanks census area","997","02240","7,029",9,0
"AK southeast fairbanks census area","99732","AK","southeast fairbanks census area","997","02240","7,029",9,0
"AK southeast fairbanks census area","99779","AK","southeast fairbanks census area","997","02240","7,029",9,0
"AK southeast fairbanks census area","99780","AK","southeast fairbanks census area","997","02240","7,029",9,0
"AK southeast fairbanks census area","99776","AK","southeast fairbanks census area","997","02240","7,029",9,0
"AK southeast fairbanks census area","99737","AK","southeast fairbanks census area","997","02240","7,029",9,0
"AK valdezcordova census area","99693","AK","valdezcordova census area","996","02261","9,636",9,0
"AK valdezcordova census area","99586","AK","valdezcordova census area","995","02261","9,636",9,0
"AK valdezcordova census area","99677","AK","valdezcordova census area","996","02261","9,636",9,0
"AK valdezcordova census area","99566","AK","valdezcordova census area","995","02261","9,636",9,0
"AK valdezcordova census area","99573","AK","valdezcordova census area","995","02261","9,636",9,0
"AK valdezcordova census area","99686","AK","valdezcordova census area","996","02261","9,636",9,0
"AK valdezcordova census area","99588","AK","valdezcordova census area","995","02261","9,636",9,0
"AK valdezcordova census area","99574","AK","valdezcordova census area","995","02261","9,636",9,0
"AK wade hampton census area","99554","AK","wade hampton census area","995","02270","7,459",9,0
"AK wade hampton census area","99657","AK","wade hampton census area","996","02270","7,459",9,0
"AK wade hampton census area","99585","AK","wade hampton census area","995","02270","7,459",9,0
"AK wade hampton census area","99604","AK","wade hampton census area","996","02270","7,459",9,0
"AK wade hampton census area","99650","AK","wade hampton census area","996","02270","7,459",9,0
"AK wade hampton census area","99662","AK","wade hampton census area","996","02270","7,459",9,0
"AK wade hampton census area","99658","AK","wade hampton census area","996","02270","7,459",9,0
"AK wade hampton census area","99620","AK","wade hampton census area","996","02270","7,459",9,0
"AK wade hampton census area","99563","AK","wade hampton census area","995","02270","7,459",9,0
"AK wade hampton census area","99632","AK","wade hampton census area","996","02270","7,459",9,0
"AK wade hampton census area","99666","AK","wade hampton census area","996","02270","7,459",9,0
"AK wade hampton census area","99581","AK","wade hampton census area","995","02270","7,459",9,0
"AK wrangell city and borough","99929","AK","wrangell city and borough","999","02275","2,369",9,0
"AK yakutat city and borough","99689","AK","yakutat city and borough","996","02282","662",9,0
"AK yukonkoyukuk census area","99704","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99748","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99602","AK","yukonkoyukuk census area","996","02290","5,588",9,0
"AK yukonkoyukuk census area","99590","AK","yukonkoyukuk census area","995","02290","5,588",9,0
"AK yukonkoyukuk census area","99722","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99768","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99627","AK","yukonkoyukuk census area","996","02290","5,588",9,0
"AK yukonkoyukuk census area","99675","AK","yukonkoyukuk census area","996","02290","5,588",9,0
"AK yukonkoyukuk census area","99777","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99720","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99765","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99665","AK","yukonkoyukuk census area","996","02290","5,588",9,0
"AK yukonkoyukuk census area","99558","AK","yukonkoyukuk census area","995","02290","5,588",9,0
"AK yukonkoyukuk census area","99745","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99756","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99774","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99767","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99740","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99733","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99691","AK","yukonkoyukuk census area","996","02290","5,588",9,0
"AK yukonkoyukuk census area","99781","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99757","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99726","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99788","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99760","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99746","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99758","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99754","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99741","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99724","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AK yukonkoyukuk census area","99730","AK","yukonkoyukuk census area","997","02290","5,588",9,0
"AL autauga county","36066","AL","autauga county","360","01001","54,571",2,1
"AL autauga county","36068","AL","autauga county","360","01001","54,571",2,1
"AL autauga county","36003","AL","autauga county","360","01001","54,571",2,1
"AL autauga county","36008","AL","autauga county","360","01001","54,571",2,1
"AL autauga county","36067","AL","autauga county","360","01001","54,571",2,1
"AL autauga county","36006","AL","autauga county","360","01001","54,571",2,1
"AL autauga county","36051","AL","autauga county","360","01001","54,571",2,1
"AL autauga county","36749","AL","autauga county","367","01001","54,571",2,1
"AL baldwin county","36551","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36562","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36535","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36550","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36532","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36530","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36511","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36574","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36533","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36576","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36536","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36527","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36579","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36555","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36567","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36559","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36549","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36578","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36507","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36564","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36547","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36561","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36542","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36580","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36526","AL","baldwin county","365","01003","182,265",3,1
"AL baldwin county","36577","AL","baldwin county","365","01003","182,265",3,1
"AL barbour county","36016","AL","barbour county","360","01005","27,457",6,0
"AL barbour county","36072","AL","barbour county","360","01005","27,457",6,0
"AL barbour county","36017","AL","barbour county","360","01005","27,457",6,0
"AL barbour county","36027","AL","barbour county","360","01005","27,457",6,0
"AL barbour county","36048","AL","barbour county","360","01005","27,457",6,0
"AL bibb county","35184","AL","bibb county","351","01007","22,915",1,1
"AL bibb county","35042","AL","bibb county","350","01007","22,915",1,1
"AL bibb county","36793","AL","bibb county","367","01007","22,915",1,1
"AL bibb county","35074","AL","bibb county","350","01007","22,915",1,1
"AL bibb county","35034","AL","bibb county","350","01007","22,915",1,1
"AL bibb county","35035","AL","bibb county","350","01007","22,915",1,1
"AL bibb county","36792","AL","bibb county","367","01007","22,915",1,1
"AL bibb county","35188","AL","bibb county","351","01007","22,915",1,1
"AL blount county","35049","AL","blount county","350","01009","57,322",1,1
"AL blount county","35031","AL","blount county","350","01009","57,322",1,1
"AL blount county","35172","AL","blount county","351","01009","57,322",1,1
"AL blount county","35121","AL","blount county","351","01009","57,322",1,1
"AL blount county","35079","AL","blount county","350","01009","57,322",1,1
"AL blount county","35097","AL","blount county","350","01009","57,322",1,1
"AL blount county","35133","AL","blount county","351","01009","57,322",1,1
"AL blount county","35013","AL","blount county","350","01009","57,322",1,1
"AL bullock county","36053","AL","bullock county","360","01011","10,914",6,0
"AL bullock county","36029","AL","bullock county","360","01011","10,914",6,0
"AL bullock county","36061","AL","bullock county","360","01011","10,914",6,0
"AL bullock county","36089","AL","bullock county","360","01011","10,914",6,0
"AL butler county","36015","AL","butler county","360","01013","20,947",6,0
"AL butler county","36033","AL","butler county","360","01013","20,947",6,0
"AL butler county","36030","AL","butler county","360","01013","20,947",6,0
"AL butler county","36037","AL","butler county","360","01013","20,947",6,0
"AL butler county","36456","AL","butler county","364","01013","20,947",6,0
"AL calhoun county","36204","AL","calhoun county","362","01015","118,572",3,1
"AL calhoun county","36206","AL","calhoun county","362","01015","118,572",3,1
"AL calhoun county","36203","AL","calhoun county","362","01015","118,572",3,1
"AL calhoun county","36210","AL","calhoun county","362","01015","118,572",3,1
"AL calhoun county","36257","AL","calhoun county","362","01015","118,572",3,1
"AL calhoun county","36202","AL","calhoun county","362","01015","118,572",3,1
"AL calhoun county","36260","AL","calhoun county","362","01015","118,572",3,1
"AL calhoun county","36272","AL","calhoun county","362","01015","118,572",3,1
"AL calhoun county","36201","AL","calhoun county","362","01015","118,572",3,1
"AL calhoun county","36277","AL","calhoun county","362","01015","118,572",3,1
"AL calhoun county","36253","AL","calhoun county","362","01015","118,572",3,1
"AL calhoun county","36265","AL","calhoun county","362","01015","118,572",3,1
"AL calhoun county","36279","AL","calhoun county","362","01015","118,572",3,1
"AL calhoun county","36271","AL","calhoun county","362","01015","118,572",3,1
"AL calhoun county","36205","AL","calhoun county","362","01015","118,572",3,1
"AL calhoun county","36254","AL","calhoun county","362","01015","118,572",3,1
"AL calhoun county","36250","AL","calhoun county","362","01015","118,572",3,1
"AL calhoun county","36207","AL","calhoun county","362","01015","118,572",3,1
"AL chambers county","36855","AL","chambers county","368","01017","34,215",6,0
"AL chambers county","36863","AL","chambers county","368","01017","34,215",6,0
"AL chambers county","36862","AL","chambers county","368","01017","34,215",6,0
"AL chambers county","36854","AL","chambers county","368","01017","34,215",6,0
"AL chambers county","36852","AL","chambers county","368","01017","34,215",6,0
"AL chambers county","36872","AL","chambers county","368","01017","34,215",6,0
"AL cherokee county","35983","AL","cherokee county","359","01019","25,989",6,0
"AL cherokee county","35959","AL","cherokee county","359","01019","25,989",6,0
"AL cherokee county","36275","AL","cherokee county","362","01019","25,989",6,0
"AL cherokee county","35973","AL","cherokee county","359","01019","25,989",6,0
"AL cherokee county","35960","AL","cherokee county","359","01019","25,989",6,0
"AL chilton county","35187","AL","chilton county","351","01021","43,643",1,1
"AL chilton county","35171","AL","chilton county","351","01021","43,643",1,1
"AL chilton county","35085","AL","chilton county","350","01021","43,643",1,1
