"season","c_m","zip3","ILI","popstat"
"4","A","010","601","7930734"
"4","C","010","608","3076617"
"4","O","010","728","2968249"
"4","A","011","172","1775052"
"4","C","011","113","687813"
"4","O","011","125","511676"
"4","A","012","12","164719"
"4","C","012","210","563802"
"4","O","012","218","208605"
"4","A","013","93","806331"
"4","C","013","35","128961"
"4","O","013","63","178989"
"4","A","014","621","3620885"
"4","C","014","508","1369653"
"4","O","014","765","1282069"
"4","A","015","487","6315375"
"4","C","015","1173","2502021"
"4","O","015","1139","2037036"
"4","A","016","352","3005432"
"4","C","016","382","1148713"
"4","O","016","615","1120676"
"4","A","017","547","6607903"
"4","C","017","861","2447871"
"4","O","017","1166","2135898"
"4","A","018","1182","12700264"
"4","C","018","3070","4870702"
"4","O","018","3913","4627488"
"4","A","019","308","7320337"
"4","C","019","224","2488560"
"4","O","019","342","2706202"
"4","A","020","431","6314205"
"4","C","020","309","2390524"
"4","O","020","467","2568199"
"4","A","021","725","24584666"
"4","C","021","1593","6768919"
"4","O","021","1952","8672742"
"4","A","023","427","7470030"
"4","C","023","814","2969944"
"4","O","023","812","2422168"
"4","A","024","560","7202880"
"4","C","024","746","2262237"
"4","O","024","1152","2461322"
"4","A","025","84","743823"
"4","C","025","266","584745"
"4","O","025","214","331294"
"4","A","026","167","1464921"
"4","C","026","721","817223"
"4","O","026","685","1454622"
"4","A","027","207","6632908"
"4","C","027","363","3188258"
"4","O","027","349","1934113"
"4","A","028","27","2405923"
"4","C","028","110","2605406"
"4","O","028","152","1677052"
"4","A","029","7","326301"
"4","C","029","81","1096438"
"4","O","029","112","843298"
"4","A","030","1426","7128378"
"4","C","030","2373","2850003"
"4","O","030","2715","2154975"
"4","A","031","433","2446819"
"4","C","031","875","955232"
"4","O","031","993","639745"
"4","A","032","502","2969851"
"4","C","032","729","1235270"
"4","O","032","736","834857"
"4","A","033","335","962889"
"4","C","033","413","376468"
"4","O","033","342","246895"
"4","A","034","338","1179469"
"4","C","034","403","557747"
"4","O","034","436","375612"
"4","A","035","75","278375"
"4","C","035","60","117372"
"4","O","035","69","70468"
"4","A","036","34","51635"
"4","C","036","29","19174"
"4","O","036","55","14597"
"4","A","037","230","1021936"
"4","C","037","405","467567"
"4","O","037","473","314118"
"4","A","038","692","5458974"
"4","C","038","1612","2051268"
"4","O","038","1821","1765712"
"4","A","039","90","361299"
"4","C","039","156","226508"
"4","O","039","119","154594"
"4","A","040","148","3704048"
"4","C","040","118","1357854"
"4","O","040","291","1437068"
"4","A","041","52","645311"
"4","C","041","37","157047"
"4","O","041","68","223789"
"4","A","042","68","1201735"
"4","C","042","47","329514"
"4","O","042","129","522930"
"4","A","043","8","107257"
"4","C","043","9","45554"
"4","O","043","8","21236"
"4","A","044","11","188272"
"4","C","044","93","621788"
"4","O","044","88","296733"
"4","A","045","11","73250"
"4","C","045","20","46547"
"4","O","045","34","53495"
"4","A","046","3","31101"
"4","C","046","19","57792"
"4","O","046","79","85019"
"4","A","047","2","16522"
"4","C","047","26","93186"
"4","O","047","39","67650"
"4","A","048","27","123956"
"4","C","048","12","26384"
"4","O","048","14","36987"
"4","A","049","40","734318"
"4","C","049","21","209107"
"4","O","049","77","349573"
"4","A","050","140","678168"
"4","C","050","194","328864"
"4","O","050","213","216022"
"4","A","051","40","117195"
"4","C","051","74","77961"
"4","O","051","119","48945"
"4","A","052","59","168365"
"4","C","052","55","72127"
"4","O","052","41","45924"
"4","A","053","81","243831"
"4","C","053","212","192983"
"4","O","053","245","90557"
