"season","c_m","zip3","ILI","popstat"
"7","A","010","582","8474026"
"7","C","010","1449","2955987"
"7","O","010","1132","2671076"
"7","A","011","192","2202902"
"7","C","011","213","982289"
"7","O","011","229","578607"
"7","A","012","62","886423"
"7","C","012","72","342662"
"7","O","012","96","344211"
"7","A","013","61","526030"
"7","C","013","73","238479"
"7","O","013","103","216584"
"7","A","014","435","3661937"
"7","C","014","415","1418834"
"7","O","014","408","1136229"
"7","A","015","361","5801558"
"7","C","015","1427","2503099"
"7","O","015","1112","2151419"
"7","A","016","253","2699173"
"7","C","016","1115","1217834"
"7","O","016","1103","1084754"
"7","A","017","511","6453373"
"7","C","017","381","2263740"
"7","O","017","568","2638546"
"7","A","018","980","12629118"
"7","C","018","2524","4794316"
"7","O","018","2252","4891563"
"7","A","019","247","6834940"
"7","C","019","1323","3038953"
"7","O","019","1045","2593751"
"7","A","020","790","7017839"
"7","C","020","284","2448283"
"7","O","020","512","2987003"
"7","A","021","921","24021219"
"7","C","021","1478","6567416"
"7","O","021","1648","8495984"
"7","A","022","4","26822"
"7","C","022","6","15579"
"7","O","022","18","2129"
"7","A","023","394","7783647"
"7","C","023","193","2536859"
"7","O","023","278","2757611"
"7","A","024","585","7091674"
"7","C","024","974","2247303"
"7","O","024","1502","2994938"
"7","A","025","51","669719"
"7","C","025","247","588617"
"7","O","025","138","339841"
"7","A","026","109","1361049"
"7","C","026","94","368234"
"7","O","026","123","894547"
"7","A","027","911","9736011"
"7","C","027","856","3359188"
"7","O","027","913","3945119"
"7","A","028","349","11390137"
"7","C","028","958","4321496"
"7","O","028","731","4179907"
"7","A","029","205","4941292"
"7","C","029","496","2526182"
"7","O","029","524","2205541"
"7","A","030","388","6730740"
"7","C","030","831","2741415"
"7","O","030","919","2011593"
"7","A","031","39","713612"
"7","C","031","25","219242"
"7","O","031","28","164461"
"7","A","032","80","1730917"
"7","C","032","198","841355"
"7","O","032","156","511922"
"7","A","033","12","94129"
"7","C","033","132","299614"
"7","O","033","84","72102"
"7","A","034","43","416418"
"7","C","034","43","193822"
"7","O","034","58","155967"
"7","A","035","16","108494"
"7","C","035","10","23208"
"7","O","035","11","47635"
"7","A","036","5","9226"
"7","C","036","26","18141"
"7","O","036","21","7025"
"7","A","037","24","188696"
"7","C","037","132","304946"
"7","O","037","106","116910"
"7","A","038","537","5694560"
"7","C","038","1629","2009960"
"7","O","038","1480","2101482"
"7","A","039","38","231505"
"7","C","039","75","171898"
"7","O","039","64","77412"
"7","A","040","171","4831503"
"7","C","040","163","1718725"
"7","O","040","191","1383333"
"7","A","041","37","501939"
"7","C","041","85","315684"
"7","O","041","74","213730"
"7","A","042","139","1913538"
