"season","c_m","zip3","ILI","popstat"
"3","A","010","340","7094998"
"3","C","010","596","3005496"
"3","O","010","374","1935403"
"3","A","011","68","1044511"
"3","C","011","282","993333"
"3","O","011","196","490982"
"3","A","012","10","136114"
"3","C","012","262","605514"
"3","O","012","162","179907"
"3","A","013","76","662263"
"3","C","013","28","144875"
"3","O","013","42","147312"
"3","A","014","406","2976737"
"3","C","014","363","1218800"
"3","O","014","391","1053693"
"3","A","015","427","6043896"
"3","C","015","1564","2526573"
"3","O","015","1068","1914786"
"3","A","016","390","2997602"
"3","C","016","451","1110715"
"3","O","016","512","1203392"
"3","A","017","223","5038420"
"3","C","017","598","2042545"
"3","O","017","603","2196471"
"3","A","018","1136","12704159"
"3","C","018","4193","4975894"
"3","O","018","4716","4630218"
"3","A","019","197","5843726"
"3","C","019","580","2500212"
"3","O","019","667","2247264"
"3","A","020","199","4960560"
"3","C","020","224","1728611"
"3","O","020","192","1430206"
"3","A","021","382","21995644"
"3","C","021","1812","6993656"
"3","O","021","1899","6767548"
"3","A","022","3","19016"
"3","C","022","3","5800"
"3","O","022","4","987"
"3","A","023","159","4527570"
"3","C","023","545","2068461"
"3","O","023","403","1334174"
"3","A","024","222","5610642"
"3","C","024","600","1975970"
"3","O","024","737","1660076"
"3","A","025","27","314898"
"3","C","025","176","388182"
"3","O","025","54","161106"
"3","A","026","95","1072726"
"3","C","026","694","598369"
"3","O","026","391","889946"
"3","A","027","83","3325161"
"3","C","027","267","2011630"
"3","O","027","184","1337027"
"3","A","028","15","1267777"
"3","C","028","282","2869591"
"3","O","028","190","1321403"
"3","A","029","6","312251"
"3","C","029","149","1372245"
"3","O","029","97","640381"
"3","A","030","438","5913279"
"3","C","030","1270","2532558"
"3","O","030","1088","1731669"
"3","A","031","96","1155266"
"3","C","031","297","587569"
"3","O","031","188","376558"
"3","A","032","168","2033114"
"3","C","032","689","1088824"
"3","O","032","345","512449"
"3","A","033","80","435108"
"3","C","033","214","226799"
"3","O","033","117","113453"
"3","A","034","109","805149"
"3","C","034","192","378392"
"3","O","034","137","229951"
"3","A","035","36","184497"
"3","C","035","60","99584"
"3","O","035","37","39394"
"3","A","036","11","18646"
"3","C","036","50","29562"
"3","O","036","31","13193"
"3","A","037","121","781309"
"3","C","037","562","442349"
"3","O","037","464","224164"
"3","A","038","377","4519224"
"3","C","038","1336","1942045"
"3","O","038","1128","1785862"
"3","A","039","25","159253"
"3","C","039","73","125713"
"3","O","039","76","89992"
"3","A","040","68","2540348"
"3","C","040","100","1263859"
"3","O","040","113","954070"
"3","A","041","5","104423"
"3","C","041","15","82431"
"3","O","041","8","28475"
"3","A","042","91","1403805"
"3","C","042","148","766343"
"3","O","042","174","457234"
"3","A","043","9","87447"
"3","C","043","2","10611"
"3","O","043","9","35711"
"3","A","044","3","66998"
"3","C","044","29","271262"
"3","O","044","24","127965"
"3","A","046","1","7119"
"3","C","046","11","44548"
"3","O","046","34","37967"
"3","A","048","9","40117"
"3","C","048","1","2362"
"3","O","048","8","11882"
"3","A","049","13","217201"
"3","C","049","8","90529"
"3","O","049","10","62085"
"3","A","050","80","510935"
"3","C","050","284","296632"
"3","O","050","154","157402"
"3","A","051","39","134327"
"3","C","051","77","69556"
"3","O","051","66","41198"
"3","A","052","94","245493"
"3","C","052","110","99153"
"3","O","052","57","49788"
"3","A","053","60","257086"
"3","C","053","322","197045"
"3","O","053","178","87609"
"3","A","054","300","2937215"
"3","C","054","727","1406967"
"3","O","054","626","801422"
"3","A","056","62","489176"
"3","C","056","91","236890"
"3","O","056","65","139188"
"3","A","057","210","1020468"
"3","C","057","144","334374"
"3","O","057","125","273827"
"3","A","058","72","398833"
"3","C","058","272","243106"
"3","O","058","167","142496"
"3","A","059","5","2223"
"3","C","059","9","2221"
"3","O","059","8","740"
"3","A","060","192","8846090"
"3","C","060","340","3913285"
"3","O","060","396","3482515"
"3","A","061","74","2111389"
"3","C","061","25","436034"
"3","O","061","83","836802"
"3","A","062","43","659317"
"3","C","062","159","686329"
"3","O","062","136","289617"
"3","A","063","340","3569624"
"3","C","063","406","1552753"
"3","O","063","677","1633353"
"3","A","064","1485","13025677"
"3","C","064","1983","4742983"
"3","O","064","2184","5787714"
"3","A","065","633","4947785"
"3","C","065","158","1342996"
"3","O","065","315","1741294"
"3","A","066","459","3952365"
"3","C","066","216","1245350"
"3","O","066","328","1638085"
"3","A","067","139","3246074"
"3","C","067","72","1167123"
"3","O","067","74","916077"
"3","A","068","264","6614965"
"3","C","068","1020","2911869"
"3","O","068","879","2114322"
"3","A","069","24","430855"
"3","C","069","226","405956"
"3","O","069","311","330456"
"3","A","070","1697","31232337"
"3","C","070","1850","10316053"
"3","O","070","2677","13509532"
"3","A","071","123","4057828"
"3","C","071","129","1903660"
"3","O","071","168","1252587"
"3","A","072","63","1899236"
"3","C","072","32","385981"
"3","O","072","44","431800"
"3","A","073","134","3019683"
"3","C","073","154","1062995"
"3","O","073","321","795263"
"3","A","074","704","8087202"
"3","C","074","741","3051301"
"3","O","074","687","2682996"
"3","A","075","254","3011007"
"3","C","075","175","980708"
"3","O","075","315","901383"
"3","A","076","387","7520820"
"3","C","076","842","2984348"
"3","O","076","582","2180913"
"3","A","077","157","7264451"
"3","C","077","214","3086113"
"3","O","077","196","2295418"
"3","A","078","1222","6713523"
"3","C","078","1006","2522145"
"3","O","078","940","2024993"
"3","A","079","385","4289770"
"3","C","079","745","1571113"
"3","O","079","743","1555238"
"3","A","080","540","19792765"
"3","C","080","718","7396284"
"3","O","080","654","7446224"
"3","A","081","30","511427"
"3","C","081","33","366770"
"3","O","081","40","235266"
"3","A","082","15","452194"
"3","C","082","7","118057"
"3","O","082","13","144396"
"3","A","083","84","1836149"
"3","C","083","59","625749"
"3","O","083","125","603845"
"3","A","084","15","120302"
"3","C","084","4","15997"
"3","O","084","7","30228"
"3","A","085","254","4247592"
"3","C","085","154","1388582"
"3","O","085","118","777350"
"3","A","086","55","1718043"
"3","C","086","22","327751"
"3","O","086","26","301429"
"3","A","087","202","4572241"
"3","C","087","1110","2534407"
"3","O","087","1731","3344053"
"3","A","088","891","15997820"
"3","C","088","1014","5595843"
"3","O","088","944","5436338"
"3","A","089","50","602730"
"3","C","089","23","112209"
"3","O","089","31","121884"
"3","A","100","1128","30727637"
"3","C","100","720","6642573"
"3","O","100","869","9938336"
"3","A","101","79","524224"
"3","C","101","49","73062"
"3","O","101","95","104239"
"3","A","102","12","20459"
"3","C","102","4","843"
"3","O","102","2","435"
"3","A","103","1043","8404593"
"3","C","103","793","3165887"
"3","O","103","570","2605267"
"3","A","104","357","21672591"
"3","C","104","315","8909907"
"3","O","104","289","7187358"
"3","A","105","450","10942830"
"3","C","105","2143","4383862"
"3","O","105","2283","4165286"
"3","A","106","13","137993"
"3","C","106","16","68220"
"3","O","106","26","64554"
"3","A","107","52","1272174"
"3","C","107","50","520352"
"3","O","107","79","500954"
"3","A","108","29","297498"
"3","C","108","13","60831"
"3","O","108","16","41498"
"3","A","109","137","5308143"
"3","C","109","1167","3820647"
"3","O","109","1094","1927258"
"3","A","110","218","3021887"
"3","C","110","616","1202463"
"3","O","110","601","1287260"
"3","A","111","153","2887891"
"3","C","111","72","443883"
"3","O","111","58","434716"
"3","A","112","1371","45193878"
"3","C","112","1030","17883538"
"3","O","112","1245","17647139"
"3","A","113","544","21771499"
"3","C","113","397","5318244"
"3","O","113","581","8552457"
"3","A","114","312","11783241"
"3","C","114","166","3865090"
"3","O","114","282","3948381"
"3","A","115","404","11857325"
"3","C","115","464","3951483"
"3","O","115","493","4432124"
"3","A","116","17","252542"
"3","C","116","15","100167"
"3","O","116","22","150888"
"3","A","117","1538","28075232"
"3","C","117","2835","10772948"
"3","O","117","2337","10861957"
"3","A","118","82","558158"
"3","C","118","105","249313"
"3","O","118","103","180294"
"3","A","119","204","2912007"
"3","C","119","257","1185564"
"3","O","119","176","1101349"
"3","A","120","164","4056010"
"3","C","120","252","1902008"
"3","O","120","192","1331291"
"3","A","121","71","1844988"
"3","C","121","70","828395"
"3","O","121","73","696773"
"3","A","122","83","1231586"
"3","C","122","17","153142"
"3","O","122","60","397545"
"3","A","123","355","2483364"
"3","C","123","333","965499"
"3","O","123","300","1030841"
"3","A","124","17","336530"
"3","C","124","38","312326"
"3","O","124","47","204739"
"3","A","125","203","5696929"
"3","C","125","540","2944649"
"3","O","125","557","1691604"
"3","A","126","5","61245"
"3","C","126","25","116269"
"3","O","126","9","30932"
"3","A","127","5","59015"
"3","C","127","6","28848"
"3","O","127","4","34801"
"3","A","128","38","896413"
"3","C","128","33","408958"
"3","O","128","19","157731"
"3","A","129","110","1478877"
"3","C","129","276","885766"
"3","O","129","249","356755"
"3","A","130","129","4019956"
"3","C","130","708","2649556"
"3","O","130","1077","1523390"
"3","A","131","40","840205"
"3","C","131","139","947340"
"3","O","131","234","489222"
"3","A","132","285","3416452"
"3","C","132","333","1510792"
"3","O","132","753","1120820"
"3","A","133","8","133409"
"3","C","133","1","9382"
"3","O","133","12","40900"
"3","A","134","17","336492"
"3","C","134","34","146387"
"3","O","134","18","120172"
"3","A","136","12","259745"
"3","C","136","8","118809"
"3","O","136","10","138286"
"3","A","137","1","17935"
"3","C","137","5","45280"
"3","O","137","3","24138"
"3","A","139","1","11238"
"3","C","139","2","8958"
"3","O","139","2","11826"
"3","A","140","28","1520431"
"3","C","140","59","1269285"
"3","O","140","102","985927"
"3","A","141","10","221245"
"3","C","141","30","345957"
"3","O","141","60","241849"
"3","A","142","30","2063433"
"3","C","142","304","3547007"
"3","O","142","475","1949646"
"3","A","145","3","147704"
"3","C","145","1","21127"
"3","O","145","3","80091"
"3","A","146","3","196911"
"3","C","146","2","69810"
"3","O","146","6","84506"
"3","A","147","10","227419"
"3","C","147","15","128539"
"3","O","147","7","125740"
"3","A","148","23","719105"
"3","C","148","144","1183390"
"3","O","148","163","534063"
"3","A","150","366","7089744"
"3","C","150","1127","2844143"
"3","O","150","640","3382476"
"3","A","151","326","5669234"
"3","C","151","918","2345699"
"3","O","151","735","3053325"
"3","A","152","452","12083743"
"3","C","152","1719","4317987"
"3","O","152","1297","5854637"
"3","A","153","65","1116326"
"3","C","153","303","875969"
"3","O","153","173","431089"
"3","A","154","63","924714"
"3","C","154","85","448198"
"3","O","154","56","366496"
"3","A","155","17","133092"
"3","C","155","16","49098"
"3","O","155","16","45477"
"3","A","156","234","4120734"
"3","C","156","348","1460576"
"3","O","156","276","2036394"
"3","A","157","75","839002"
"3","C","157","66","296014"
"3","O","157","110","262327"
"3","A","158","5","56856"
"3","C","158","89","267776"
"3","O","158","68","110000"
"3","A","159","4","74968"
"3","C","159","11","91249"
"3","O","159","7","47222"
"3","A","160","118","1974500"
"3","C","160","584","1169404"
"3","O","160","350","709484"
"3","A","161","42","1020941"
"3","C","161","117","809095"
"3","O","161","92","700951"
"3","A","162","30","298593"
"3","C","162","84","206938"
"3","O","162","51","172025"
"3","A","163","23","463023"
"3","C","163","27","283974"
"3","O","163","27","175665"
"3","A","164","67","841066"
"3","C","164","86","407421"
"3","O","164","51","230676"
"3","A","165","212","2326326"
"3","C","165","133","800317"
"3","O","165","124","746984"
"3","A","166","39","936824"
"3","C","166","25","252825"
"3","O","166","62","397925"
"3","A","168","11","306465"
"3","C","168","22","157692"
"3","O","168","34","165484"
"3","A","169","1","7870"
"3","C","169","1","4747"
"3","A","170","265","8257291"
"3","C","170","295","2977555"
"3","O","170","250","2983645"
"3","A","171","26","497548"
"3","C","171","8","72713"
"3","O","171","12","108607"
"3","A","172","45","950122"
"3","C","172","66","440061"
"3","O","172","64","388663"
"3","A","173","108","2957132"
"3","C","173","114","1287403"
"3","O","173","128","861378"
"3","A","174","13","273332"
"3","C","174","10","100108"
"3","O","174","14","96420"
"3","A","175","657","5001849"
"3","C","175","864","2244888"
"3","O","175","614","2076710"
"3","A","176","274","2319406"
"3","C","176","379","856748"
"3","O","176","386","923938"
"3","A","177","6","139953"
"3","C","177","5","34473"
"3","O","177","3","24820"
"3","A","178","49","1015286"
"3","C","178","45","300174"
"3","O","178","27","270918"
"3","A","179","3","49045"
"3","C","179","6","45004"
"3","O","179","10","65807"
"3","A","180","66","3186956"
"3","C","180","100","1757140"
"3","O","180","68","855072"
"3","A","181","2","38523"
"3","C","181","5","51495"
"3","O","181","2","15638"
"3","A","182","3","48395"
"3","C","182","7","49968"
"3","O","182","2","23858"
"3","A","183","65","1057200"
"3","C","183","52","413464"
"3","O","183","49","169409"
"3","A","184","8","206195"
