"season","c_m","zip3","ILI","popstat"
"2","A","010","245","7047206"
"2","C","010","665","3148287"
"2","O","010","392","1581310"
"2","A","011","12","228988"
"2","C","011","333","1191086"
"2","O","011","163","427517"
"2","A","012","7","124900"
"2","C","012","162","617008"
"2","O","012","124","197964"
"2","A","013","71","572964"
"2","C","013","13","62666"
"2","O","013","24","96120"
"2","A","014","150","2219037"
"2","C","014","210","1059275"
"2","O","014","154","488659"
"2","A","015","431","5954366"
"2","C","015","1521","2433608"
"2","O","015","1762","1762417"
"2","A","016","310","2802723"
"2","C","016","299","1132527"
"2","O","016","567","1179250"
"2","A","017","44","2883902"
"2","C","017","49","816893"
"2","O","017","114","1345549"
"2","A","018","975","12618148"
"2","C","018","3231","4895885"
"2","O","018","4436","4467807"
"2","A","019","178","4411161"
"2","C","019","444","2739651"
"2","O","019","729","2454787"
"2","A","020","51","3246381"
"2","C","020","22","564394"
"2","O","020","39","903811"
"2","A","021","245","19865799"
"2","C","021","879","7120017"
"2","O","021","1012","4328236"
"2","A","023","9","569040"
"2","C","023","16","460923"
"2","O","023","22","322059"
"2","A","024","133","4313513"
"2","C","024","139","1358633"
"2","O","024","246","1183639"
"2","A","025","20","315401"
"2","C","025","54","262336"
"2","O","025","51","163216"
"2","A","026","11","166023"
"2","C","026","66","402391"
"2","O","026","60","194735"
"2","A","027","13","818752"
"2","C","027","28","746230"
"2","O","027","22","474447"
"2","A","028","40","2750955"
"2","C","028","131","2750325"
"2","O","028","142","1549135"
"2","A","029","39","1613807"
"2","C","029","105","1395002"
"2","O","029","183","696650"
"2","A","030","167","4491789"
"2","C","030","541","2550222"
"2","O","030","673","1322276"
"2","A","031","17","271581"
"2","C","031","26","214118"
"2","O","031","38","164606"
"2","A","032","2","50452"
"2","C","032","16","142436"
"2","O","032","21","143101"
"2","A","033","1","7278"
"2","C","033","3","12905"
"2","O","033","3","5697"
"2","A","034","65","571002"
"2","C","034","81","315956"
"2","O","034","62","125173"
"2","A","035","7","36943"
"2","C","035","7","19212"
"2","O","035","1","5142"
"2","A","036","3","4199"
"2","C","036","3","2806"
"2","O","036","1","538"
"2","A","037","58","365903"
"2","C","037","76","206115"
"2","O","037","130","151935"
"2","A","038","102","3009581"
"2","C","038","219","1635815"
"2","O","038","505","1161595"
"2","A","039","41","216108"
"2","C","039","43","107210"
"2","O","039","68","88995"
"2","A","040","85","2930303"
"2","C","040","119","1521520"
"2","O","040","96","817329"
"2","A","041","20","299258"
"2","C","041","3","19845"
"2","O","041","4","18781"
"2","A","042","126","1662639"
"2","C","042","248","920390"
"2","O","042","263","611648"
"2","A","043","5","51930"
"2","C","043","4","16473"
"2","O","043","5","24382"
"2","A","044","5","95520"
"2","C","044","2","24767"
"2","O","044","5","57275"
"2","A","046","1","11985"
"2","C","046","1","5242"
"2","O","046","1","6791"
"2","A","049","7","146640"
"2","C","049","3","36627"
"2","O","049","8","56941"
"2","A","050","96","505185"
"2","C","050","147","286144"
"2","O","050","129","133309"
"2","A","051","2","6334"
"2","C","051","14","26601"
"2","O","051","14","12259"
"2","A","052","48","149922"
"2","C","052","24","55307"
"2","O","052","15","22606"
"2","A","053","54","199381"
"2","C","053","231","201311"
"2","O","053","253","76663"
"2","A","054","142","2674428"
"2","C","054","261","1404031"
"2","O","054","327","567007"
"2","A","056","8","95964"
"2","C","056","17","87301"
"2","O","056","23","56610"
"2","A","057","127","842537"
"2","C","057","105","292671"
"2","O","057","100","189008"
"2","A","058","3","23177"
"2","C","058","5","20421"
"2","O","058","7","15753"
"2","A","060","203","8257147"
"2","C","060","315","3865666"
"2","O","060","431","3165322"
"2","A","061","41","1157806"
"2","C","061","12","202560"
"2","O","061","40","488674"
"2","A","062","106","1370878"
"2","C","062","122","672430"
"2","O","062","111","389922"
"2","A","063","424","4283235"
"2","C","063","765","1666900"
"2","O","063","1052","1791033"
"2","A","064","1848","13632685"
"2","C","064","2295","4869119"
"2","O","064","2468","5835887"
"2","A","065","679","4879858"
"2","C","065","219","1355844"
"2","O","065","466","1802822"
"2","A","066","610","3938232"
"2","C","066","233","1270077"
"2","O","066","378","1693815"
"2","A","067","171","3542379"
"2","C","067","97","1489915"
"2","O","067","104","1025439"
"2","A","068","236","5528379"
"2","C","068","425","2276456"
"2","O","068","680","1991104"
"2","A","069","18","297773"
"2","C","069","55","264970"
"2","O","069","150","348313"
"2","A","070","1552","30895075"
"2","C","070","2672","9996752"
"2","O","070","2775","12395631"
"2","A","071","120","3789687"
"2","C","071","117","1789287"
"2","O","071","118","1113772"
"2","A","072","63","1155394"
"2","C","072","34","339162"
"2","O","072","45","316231"
"2","A","073","58","1499088"
"2","C","073","379","1363623"
"2","O","073","354","636576"
"2","A","074","887","8159130"
"2","C","074","815","2967597"
"2","O","074","643","2720530"
"2","A","075","240","2832385"
"2","C","075","83","763993"
"2","O","075","104","636047"
"2","A","076","191","6230910"
"2","C","076","1665","2809031"
