"season","c_m","zip3","ILI","popstat"
"9","A","010","721","8085603"
"9","C","010","1715","2894206"
"9","O","010","1286","2911727"
"9","A","011","413","2737459"
"9","C","011","473","1167461"
"9","O","011","542","780500"
"9","A","012","68","919284"
"9","C","012","84","380627"
"9","O","012","122","480475"
"9","A","013","138","920230"
"9","C","013","129","292081"
"9","O","013","119","247729"
"9","A","014","445","3465097"
"9","C","014","371","1228474"
"9","O","014","377","1135933"
"9","A","015","400","6004259"
"9","C","015","1320","2491189"
"9","O","015","949","2207159"
"9","A","016","263","2755189"
"9","C","016","1589","1206726"
"9","O","016","1479","1071402"
"9","A","017","347","5447395"
"9","C","017","691","2025175"
"9","O","017","447","2323207"
"9","A","018","1274","12703648"
"9","C","018","2747","4814463"
"9","O","018","2424","5208521"
"9","A","019","188","6111653"
"9","C","019","1231","2949536"
"9","O","019","938","2434153"
"9","A","020","748","6868355"
"9","C","020","775","2507699"
"9","O","020","643","2900155"
"9","A","021","696","24582803"
"9","C","021","1436","6930756"
"9","O","021","1267","8620098"
"9","A","022","13","85573"
"9","C","022","4","11227"
"9","O","022","5","868"
"9","A","023","416","7533068"
"9","C","023","513","2718568"
"9","O","023","468","2581565"
"9","A","024","451","6756352"
"9","C","024","1163","2289353"
"9","O","024","992","2566960"
"9","A","025","90","1007173"
"9","C","025","265","542901"
"9","O","025","171","437541"
"9","A","026","134","1212873"
"9","C","026","437","559121"
"9","O","026","384","740577"
"9","A","027","1184","9571424"
"9","C","027","1338","3257589"
"9","O","027","1371","4147534"
"9","A","028","1193","12247342"
"9","C","028","2962","4247169"
"9","O","028","2330","5431161"
"9","A","029","1158","6869683"
"9","C","029","1384","2545232"
"9","O","029","2021","2877622"
"9","A","030","546","7018746"
"9","C","030","1073","2586995"
"9","O","030","922","2381613"
"9","A","031","61","931562"
"9","C","031","96","409872"
"9","O","031","100","435711"
"9","A","032","99","1638094"
"9","C","032","120","732649"
"9","O","032","116","547374"
"9","A","033","9","83133"
"9","C","033","31","102386"
"9","O","033","16","52928"
"9","A","034","24","236029"
"9","C","034","19","85738"
"9","O","034","32","99721"
"9","A","035","8","42180"
"9","C","035","5","11694"
"9","O","035","4","20580"
"9","A","036","8","15690"
"9","C","036","2","2386"
"9","O","036","1","778"
"9","A","037","41","334774"
"9","C","037","52","155595"
"9","O","037","46","119323"
"9","A","038","978","5956877"
"9","C","038","1467","1946836"
"9","O","038","1626","2510018"
"9","A","039","72","345704"
"9","C","039","109","178712"
"9","O","039","124","153937"
"9","A","040","286","4879340"
"9","C","040","273","1819715"
"9","O","040","226","1639534"
"9","A","041","82","806274"
"9","C","041","110","394957"
"9","O","041","104","318263"
"9","A","042","197","2052736"
"9","C","042","190","782372"
"9","O","042","179","697720"
"9","A","043","59","512823"
"9","C","043","48","170213"
"9","O","043","23","91957"
"9","A","044","127","1894398"
"9","C","044","84","559347"
"9","O","044","42","342724"
"9","A","045","18","107925"
"9","C","045","8","21689"
"9","O","045","14","38221"
"9","A","046","34","265614"
"9","C","046","60","170555"
"9","O","046","53","155552"
"9","A","047","4","39359"
"9","C","047","11","46867"
"9","O","047","17","54876"
"9","A","048","22","103271"
"9","C","048","40","67461"
"9","O","048","36","42454"
"9","A","049","201","2237328"
"9","C","049","179","706336"
"9","O","049","165","658984"
"9","A","050","10","76104"
"9","C","050","11","35446"
"9","O","050","13","30413"
"9","A","051","9","40314"
"9","C","051","9","9699"
"9","O","051","9","13307"
"9","A","052","20","82171"
"9","C","052","59","63426"
"9","O","052","23","23394"
"9","A","053","17","88565"
"9","C","053","37","52722"
"9","O","053","53","63836"
"9","A","054","74","1655782"
"9","C","054","153","1056501"
"9","O","054","146","522716"
"9","A","056","15","152452"
"9","C","056","22","96199"
"9","O","056","25","95300"
"9","A","057","136","1205528"
"9","C","057","117","297631"
"9","O","057","109","356331"
"9","A","058","5","39533"
"9","C","058","13","43424"
"9","O","058","13","37246"
"9","A","060","805","12048080"
"9","C","060","817","4040259"
"9","O","060","855","4752129"
"9","A","061","334","4271956"
"9","C","061","333","1679818"
"9","O","061","340","1880388"
"9","A","062","101","1377207"
"9","C","062","128","692772"
"9","O","062","78","347222"
"9","A","063","169","2873806"
"9","C","063","407","1513289"
"9","O","063","353","1030142"
"9","A","064","1533","13012590"
"9","C","064","1627","4584564"
"9","O","064","1522","6045743"
"9","A","065","683","4806558"
"9","C","065","535","1868041"
"9","O","065","673","2063186"
"9","A","066","735","3930975"
"9","C","066","553","1504505"
"9","O","066","715","1878099"
"9","A","067","449","5367574"
"9","C","067","525","1802528"
"9","O","067","443","1817787"
"9","A","068","850","7894110"
"9","C","068","3567","3259880"
"9","O","068","3156","3701443"
"9","A","069","277","1783572"
"9","C","069","681","697249"
"9","O","069","945","635662"
"9","A","070","4885","29987004"
"9","C","070","10210","10029925"
"9","O","070","11539","13321803"
"9","A","071","882","7325920"
"9","C","071","1509","2819111"
"9","O","071","2087","2765881"
"9","A","072","344","3230366"
"9","C","072","467","1172482"
"9","O","072","817","1044370"
"9","A","073","418","4305221"
"9","C","073","1191","1555352"
"9","O","073","2045","1453380"
"9","A","074","1085","8220017"
"9","C","074","2741","3159996"
"9","O","074","2656","3558690"
"9","A","075","333","2973512"
"9","C","075","898","1454914"
"9","O","075","1001","1132287"
"9","A","076","809","8817649"
"9","C","076","2962","3083721"
"9","O","076","2588","4093630"
"9","A","077","887","11112499"
"9","C","077","1927","4123414"
"9","O","077","1787","4902938"
"9","A","078","1020","6772198"
"9","C","078","2635","2468313"
"9","O","078","2204","2567548"
"9","A","079","791","4410500"
"9","C","079","2368","1734566"
"9","O","079","1543","2052508"
"9","A","080","1475","21589158"
"9","C","080","2254","7587143"
"9","O","080","2273","9327299"
"9","A","081","197","1996029"
"9","C","081","300","872067"
"9","O","081","327","599149"
"9","A","082","552","4299267"
"9","C","082","1179","1552070"
"9","O","082","1382","1509921"
"9","A","083","196","2931315"
"9","C","083","342","1303072"
"9","O","083","499","1290150"
"9","A","084","67","360912"
"9","C","084","142","187282"
"9","O","084","277","208651"
"9","A","085","505","5525127"
"9","C","085","1085","2135866"
"9","O","085","891","1787683"
"9","A","086","161","2927086"
"9","C","086","299","1362745"
"9","O","086","380","1102550"
"9","A","087","883","6972291"
"9","C","087","3649","2592458"
"9","O","087","5298","4820491"
"9","A","088","3444","16541838"
"9","C","088","4620","5774171"
"9","O","088","5787","7060144"
"9","A","089","284","1825242"
"9","C","089","364","618826"
"9","O","089","557","343515"
"9","A","100","3178","32033080"
"9","C","100","3358","6977662"
"9","O","100","4365","12155836"
"9","A","101","182","941672"
"9","C","101","219","188258"
"9","O","101","272","278990"
"9","A","102","25","32891"
"9","C","102","32","11400"
"9","O","102","161","19999"
"9","A","103","1301","8991746"
"9","C","103","3662","3223753"
"9","O","103","3758","3487530"
"9","A","104","2785","24580054"
"9","C","104","4002","10592341"
"9","O","104","3888","10218473"
"9","A","105","3715","11535004"
"9","C","105","8192","4527573"
"9","O","105","5923","5404380"
"9","A","106","256","1279408"
"9","C","106","568","471775"
"9","O","106","645","359928"
"9","A","107","707","4056892"
"9","C","107","648","1476213"
"9","O","107","752","1684576"
"9","A","108","921","1425862"
"9","C","108","534","520009"
"9","O","108","636","668672"
"9","A","109","998","8972054"
"9","C","109","4931","3925483"
"9","O","109","4719","3792732"
"9","A","110","746","4080682"
"9","C","110","2064","1486770"
"9","O","110","1492","2095024"
"9","A","111","522","4494582"
"9","C","111","736","1064034"
"9","O","111","539","1145725"
"9","A","112","7186","45844085"
"9","C","112","11536","17264365"
"9","O","112","14843","20370829"
"9","A","113","3119","22210390"
"9","C","113","7612","6411163"
"9","O","113","7134","9634392"
"9","A","114","1895","14080922"
"9","C","114","2288","4868928"
"9","O","114","1976","5734459"
"9","A","115","2416","12327667"
"9","C","115","4130","4658738"
"9","O","115","3590","6023289"
"9","A","116","278","1425308"
"9","C","116","470","684929"
"9","O","116","560","725481"
"9","A","117","5099","27384106"
"9","C","117","9249","10585454"
"9","O","117","7446","12567836"
"9","A","118","272","1052692"
"9","C","118","468","398736"
"9","O","118","377","352188"
"9","A","119","572","4135112"
"9","C","119","1328","1587313"
"9","O","119","1076","2026361"
"9","A","120","680","5879130"
"9","C","120","784","1993807"
"9","O","120","658","2261632"
"9","A","121","284","4179133"
"9","C","121","304","1457202"
"9","O","121","248","1278248"
"9","A","122","131","1595161"
"9","C","122","84","466843"
"9","O","122","95","414961"
"9","A","123","496","2616645"
"9","C","123","570","986415"
"9","O","123","455","1041181"
"9","A","124","242","2111678"
"9","C","124","114","508181"
"9","O","124","163","784078"
"9","A","125","1140","8358057"
"9","C","125","2950","2987611"
"9","O","125","2485","3241510"
"9","A","126","217","1163287"
"9","C","126","670","580614"
"9","O","126","542","314575"
"9","A","127","111","922062"
"9","C","127","111","286370"
"9","O","127","163","324413"
"9","A","128","113","2165360"
"9","C","128","108","723611"
"9","O","128","83","519962"
"9","A","129","307","2820991"
"9","C","129","107","545862"
"9","O","129","135","671574"
"9","A","130","948","6995084"
"9","C","130","740","2399688"
"9","O","130","742","2797055"
"9","A","131","193","2243164"
"9","C","131","213","872481"
"9","O","131","189","674258"
"9","A","132","758","3831028"
"9","C","132","640","1436220"
"9","O","132","1026","1454371"
"9","A","133","23","401907"
"9","C","133","44","264501"
"9","O","133","36","167257"
"9","A","134","84","1245006"
"9","C","134","49","418463"
"9","O","134","71","426979"
"9","A","135","12","101073"
"9","C","135","12","44838"
"9","O","135","25","45829"
"9","A","136","97","1549815"
"9","C","136","40","450529"
"9","O","136","68","558972"
"9","A","137","7","130535"
"9","C","137","4","31811"
"9","O","137","8","71786"
"9","A","138","7","138421"
"9","C","138","12","71733"
"9","O","138","19","111646"
"9","A","139","3","31148"
"9","C","139","4","12488"
"9","O","139","25","12496"
"9","A","140","51","2141742"
"9","C","140","131","1699372"
"9","O","140","145","1302958"
"9","A","141","29","668423"
"9","C","141","49","312186"
"9","O","141","37","185617"
"9","A","142","87","4324548"
"9","C","142","229","2633530"
"9","O","142","194","1728834"
"9","A","143","5","46118"
"9","C","143","41","99115"
"9","O","143","48","43217"
"9","A","144","17","590851"
"9","C","144","10","160211"
"9","O","144","24","279812"
"9","A","145","20","827304"
"9","C","145","18","324947"
"9","O","145","50","532859"
"9","A","146","19","1064833"
"9","C","146","17","451904"
"9","O","146","59","947050"
"9","A","147","25","459068"
"9","C","147","18","166769"
"9","O","147","31","214324"
"9","A","148","91","2185620"
"9","C","148","109","891937"
"9","O","148","97","794037"
"9","A","149","29","166603"
"9","C","149","15","44411"
"9","O","149","15","28334"
"9","A","150","714","7556883"
"9","C","150","1042","2639565"
"9","O","150","1354","3651415"
"9","A","151","446","5889678"
"9","C","151","550","2115475"
"9","O","151","530","2957376"
"9","A","152","641","11883866"
"9","C","152","836","4030538"
"9","O","152","870","5239285"
"9","A","153","92","1451092"
"9","C","153","224","877405"
"9","O","153","235","685047"
"9","A","154","113","1419078"
"9","C","154","878","863283"
"9","O","154","544","528410"
"9","A","155","95","756831"
"9","C","155","215","397754"
"9","O","155","177","253397"
"9","A","156","522","5232484"
"9","C","156","813","1727443"
"9","O","156","801","2812785"
"9","A","157","68","680083"
"9","C","157","139","419136"
"9","O","157","122","312813"
"9","A","158","33","336173"
"9","C","158","113","305261"
"9","O","158","82","210781"
"9","A","159","15","349711"
"9","C","159","508","705743"
"9","O","159","531","351389"
"9","A","160","137","2178069"
"9","C","160","59","469315"
"9","O","160","88","795993"
"9","A","161","172","2605449"
"9","C","161","181","998855"
"9","O","161","264","1376796"
"9","A","162","68","523649"
"9","C","162","73","239314"
"9","O","162","107","213140"
"9","A","163","84","1078577"
"9","C","163","79","455752"
"9","O","163","96","538454"
"9","A","164","107","1190245"
"9","C","164","146","527128"
"9","O","164","97","351368"
"9","A","165","373","2950745"
"9","C","165","309","1074374"
"9","O","165","175","933963"
"9","A","166","68","1315669"
"9","C","166","135","702478"
"9","O","166","93","699281"
"9","A","167","21","273376"
"9","C","167","12","29893"
"9","O","167","34","187559"
"9","A","168","158","2031410"
"9","C","168","823","1035818"
"9","O","168","600","646416"
"9","A","169","1","17446"
"9","C","169","4","21668"
"9","O","169","8","27135"
"9","A","170","317","9307698"
"9","C","170","476","3375872"
"9","O","170","553","4335932"
"9","A","171","87","1424355"
"9","C","171","107","529544"
"9","O","171","109","468814"
"9","A","172","106","1784944"
"9","C","172","174","878821"
"9","O","172","119","639132"
"9","A","173","270","5305891"
"9","C","173","498","1908207"
"9","O","173","336","1597175"
"9","A","174","59","1436216"
"9","C","174","96","427103"
"9","O","174","88","563721"
"9","A","175","927","5468713"
"9","C","175","1201","2235090"
"9","O","175","1080","2501630"
"9","A","176","509","2639699"
"9","C","176","875","1005342"
"9","O","176","724","1247373"
"9","A","177","42","730479"
"9","C","177","49","337347"
"9","O","177","38","284755"
"9","A","178","50","1302958"
"9","C","178","59","475478"
"9","O","178","76","580092"
"9","A","179","28","414480"
"9","C","179","20","112362"
"9","O","179","29","155564"
"9","A","180","433","8815298"
"9","C","180","714","3113794"
"9","O","180","767","2378302"
"9","A","181","425","2282863"
"9","C","181","793","1061120"
"9","O","181","1206","622653"
"9","A","182","73","910071"
"9","C","182","96","312262"
"9","O","182","104","374790"
"9","A","183","173","2205804"
"9","C","183","355","1135095"
"9","O","183","245","536831"
"9","A","184","73","1391652"
"9","C","184","458","1128402"
"9","O","184","276","710202"
"9","A","185","25","279363"
"9","C","185","37","160168"
"9","O","185","36","125235"
"9","A","186","53","850319"
"9","C","186","143","605082"
"9","O","186","187","618971"
"9","A","187","63","839723"
"9","C","187","178","501121"
"9","O","187","209","491238"
"9","A","188","39","261866"
"9","C","188","42","158841"
"9","O","188","58","197106"
"9","A","189","330","5824496"
"9","C","189","212","1788949"
"9","O","189","306","2393300"
"9","A","190","1612","19718020"
"9","C","190","1641","7244884"
"9","O","190","1723","9669013"
"9","A","191","1767","25481842"
"9","C","191","916","9880347"
"9","O","191","1568","11135554"
"9","A","193","335","7053520"
"9","C","193","304","2678083"
"9","O","193","229","2177666"
"9","A","194","642","8917522"
"9","C","194","744","3095999"
"9","O","194","764","3820933"
"9","A","195","316","3762869"
"9","C","195","407","1349546"
"9","O","195","374","1297940"
"9","A","196","396","3186077"
"9","C","196","603","1308566"
"9","O","196","676","1327996"
"9","A","197","585","5338437"
"9","C","197","792","2209659"
"9","O","197","768","1758966"
"9","A","198","254","2821688"
"9","C","198","216","1071851"
"9","O","198","364","1027957"
"9","A","199","270","4920206"
"9","C","199","816","2112267"
"9","O","199","899","2215369"
"9","A","200","730","11295032"
"9","C","200","902","3232005"
"9","O","200","1632","3924171"
"9","A","201","730","14726961"
"9","C","201","2726","5670638"
"9","O","201","2402","4521829"
"9","A","206","780","6228876"
"9","C","206","1960","2333640"
"9","O","206","1948","2083827"
"9","A","207","1709","17856730"
"9","C","207","2942","6565886"
"9","O","207","4444","6320377"
"9","A","208","896","11588247"
"9","C","208","2421","4298545"
"9","O","208","2778","4652798"
"9","A","209","409","5101688"
"9","C","209","1438","1803681"
"9","O","209","2647","1942348"
"9","A","210","1632","13099386"
"9","C","210","3613","4700008"
"9","O","210","3517","5321846"
"9","A","211","1100","8174233"
"9","C","211","3087","3029923"
"9","O","211","2714","3036602"
"9","A","212","1954","21821886"
"9","C","212","2969","7899763"
"9","O","212","4031","9979112"
"9","A","214","260","1195709"
"9","C","214","715","523906"
"9","O","214","656","310192"
"9","A","215","405","1624056"
"9","C","215","967","584211"
"9","O","215","808","539140"
"9","A","216","124","1539947"
"9","C","216","549","916375"
"9","O","216","411","752958"
"9","A","217","1741","8760735"
"9","C","217","4837","3162864"
"9","O","217","3942","3449634"
"9","A","218","239","2339787"
"9","C","218","579","976769"
"9","O","218","460","870719"
"9","A","219","297","1485083"
"9","C","219","418","585676"
"9","O","219","343","397965"
"9","A","220","418","7569427"
"9","C","220","2186","2848308"
"9","O","220","1775","2752335"
"9","A","221","436","7002905"
"9","C","221","1452","2886798"
"9","O","221","1416","2368730"
"9","A","222","202","3032995"
"9","C","222","410","743243"
"9","O","222","822","604451"
"9","A","223","728","5902122"
"9","C","223","980","1631332"
"9","O","223","1418","2095968"
"9","A","224","442","3366725"
"9","C","224","1813","1397069"
"9","O","224","1646","1102378"
"9","A","225","359","2884254"
"9","C","225","908","1217182"
"9","O","225","767","897788"
"9","A","226","279","2616749"
"9","C","226","1055","1092199"
"9","O","226","1106","980240"
"9","A","227","78","634576"
"9","C","227","114","298198"
"9","O","227","154","273581"
"9","A","228","181","1849115"
"9","C","228","666","967487"
"9","O","228","365","840278"
"9","A","229","838","4389734"
"9","C","229","852","1440488"
"9","O","229","618","1798530"
"9","A","230","255","3023452"
"9","C","230","924","1360943"
"9","O","230","668","1081092"
"9","A","231","396","5382386"
"9","C","231","1516","2256370"
"9","O","231","942","1980988"
"9","A","232","725","9315593"
"9","C","232","1345","3311509"
"9","O","232","1338","3680648"
"9","A","233","299","3625018"
"9","C","233","259","1423596"
"9","O","233","310","1425325"
"9","A","234","536","9837539"
"9","C","234","463","3584163"
"9","O","234","391","3300066"
"9","A","235","91","2035077"
"9","C","235","58","737743"
"9","O","235","92","743050"
"9","A","236","430","6137525"
"9","C","236","1978","2757920"
"9","O","236","1348","2038024"
"9","A","237","145","1169263"
"9","C","237","46","244443"
"9","O","237","125","395391"
"9","A","238","667","5976928"
"9","C","238","825","2041319"
"9","O","238","817","2358730"
"9","A","239","274","1424525"
"9","C","239","450","492868"
"9","O","239","419","560836"
"9","A","240","264","5225841"
"9","C","240","207","1563986"
"9","O","240","165","1608664"
"9","A","241","193","2793957"
"9","C","241","163","857852"
"9","O","241","111","1051094"
"9","A","242","681","3438555"
"9","C","242","1253","1080857"
"9","O","242","1093","1428039"
"9","A","243","206","1945130"
"9","C","243","573","721431"
"9","O","243","367","847076"
"9","A","244","148","1570604"
"9","C","244","899","789149"
"9","O","244","533","744708"
"9","A","245","514","6091188"
"9","C","245","1187","2193708"
"9","O","245","1062","3055630"
"9","A","246","308","1042985"
"9","C","246","1584","372442"
"9","O","246","704","334867"
"9","A","247","96","482744"
"9","C","247","347","259019"
"9","O","247","355","228958"
"9","A","248","37","165075"
"9","C","248","92","97327"
"9","O","248","98","80194"
"9","A","249","103","464820"
"9","C","249","161","187020"
"9","O","249","178","223203"
"9","A","250","94","538651"
"9","C","250","163","252108"
"9","O","250","240","256999"
"9","A","251","72","600690"
"9","C","251","143","287562"
"9","O","251","223","293913"
"9","A","252","56","308806"
"9","C","252","79","143479"
"9","O","252","77","102313"
"9","A","253","165","1301787"
"9","C","253","242","471665"
"9","O","253","469","530751"
"9","A","254","426","2938794"
"9","C","254","749","1140597"
"9","O","254","532","957979"
"9","A","255","160","1665053"
"9","C","255","417","795837"
"9","O","255","294","689941"
"9","A","256","107","431214"
"9","C","256","229","241251"
"9","O","256","165","177390"
"9","A","257","83","469069"
"9","C","257","115","213898"
"9","O","257","137","190855"
"9","A","258","152","893988"
"9","C","258","257","348878"
"9","O","258","345","342479"
"9","A","259","76","353881"
"9","C","259","119","149644"
"9","O","259","188","159055"
"9","A","260","70","882411"
"9","C","260","341","625347"
"9","O","260","296","479674"
"9","A","261","62","727943"
"9","C","261","121","414098"
"9","O","261","79","352815"
"9","A","262","86","539867"
"9","C","262","176","344596"
"9","O","262","127","301745"
"9","A","263","170","935776"
"9","C","263","537","444421"
"9","O","263","601","469118"
"9","A","264","113","453861"
"9","C","264","228","218283"
"9","O","264","287","225297"
"9","A","265","274","2391843"
"9","C","265","309","900389"
"9","O","265","308","822697"
"9","A","266","35","111160"
"9","C","266","222","128585"
"9","O","266","109","70872"
"9","A","267","123","559576"
"9","C","267","295","278891"
"9","O","267","268","227423"
"9","A","268","99","274909"
"9","C","268","147","144809"
"9","O","268","220","146895"
"9","A","270","333","4461431"
"9","C","270","704","1764592"
"9","O","270","615","1982920"
"9","A","271","166","2679762"
"9","C","271","161","1029285"
"9","O","271","132","786932"
"9","A","272","1092","10330268"
"9","C","272","2637","3776231"
"9","O","272","2783","4550549"
"9","A","273","488","6084797"
"9","C","273","1583","2389091"
"9","O","273","1749","2372278"
"9","A","274","306","4324415"
"9","C","274","461","1866208"
"9","O","274","547","1375598"
"9","A","275","2665","18686739"
"9","C","275","6632","6973597"
"9","O","275","5951","7169909"
"9","A","276","1222","9509913"
"9","C","276","2897","3133706"
"9","O","276","2506","2748906"
"9","A","277","164","3165564"
"9","C","277","113","877951"
"9","O","277","179","822511"
"9","A","278","971","9360721"
"9","C","278","982","3513833"
"9","O","278","956","4175765"
"9","A","279","251","2738611"
"9","C","279","170","920093"
"9","O","279","232","1092775"
"9","A","280","1259","11728396"
"9","C","280","2258","4364122"
"9","O","280","2170","4818263"
"9","A","281","730","10115455"
"9","C","281","1656","3836764"
"9","O","281","1570","3763446"
"9","A","282","730","13739440"
"9","C","282","779","5076710"
"9","O","282","1224","4015953"
"9","A","283","1376","14174978"
"9","C","283","3584","5846662"
"9","O","283","4366","6319895"
"9","A","284","1121","7901201"
"9","C","284","1502","2711052"
"9","O","284","1629","3860004"
"9","A","285","650","7662210"
"9","C","285","1255","3086593"
"9","O","285","1658","3479971"
"9","A","286","933","11160235"
"9","C","286","3121","3935520"
"9","O","286","2909","5145508"
"9","A","287","1086","8816426"
"9","C","287","3430","3032592"
"9","O","287","2621","5157752"
"9","A","288","215","1505172"
"9","C","288","492","487477"
"9","O","288","428","650514"
"9","A","289","63","197218"
"9","C","289","85","100800"
"9","O","289","72","144077"
"9","A","290","1681","7149388"
"9","C","290","4948","2692032"
"9","O","290","2905","2968914"
"9","A","291","1341","6271893"
"9","C","291","3914","2446635"
"9","O","291","3050","3041310"
"9","A","292","776","5759067"
"9","C","292","1300","2028041"
"9","O","292","996","1970570"
"9","A","293","1236","6754122"
"9","C","293","1383","2523854"
"9","O","293","1274","3180483"
"9","A","294","1481","12728479"
"9","C","294","3749","4811915"
"9","O","294","2955","5536947"
"9","A","295","1659","10923365"
"9","C","295","6320","3832021"
"9","O","295","6087","5526831"
"9","A","296","3714","16754687"
"9","C","296","7221","6131912"
"9","O","296","5655","7941390"
"9","A","297","895","6029871"
"9","C","297","1083","2230583"
"9","O","297","919","2213268"
"9","A","298","344","3194148"
"9","C","298","1789","1387534"
"9","O","298","1220","1553466"
"9","A","299","392","2980670"
"9","C","299","873","1260226"
"9","O","299","1038","1462326"
"9","A","300","4392","42977230"
"9","C","300","10946","16172235"
"9","O","300","9259","15071628"
"9","A","301","2889","21957832"
"9","C","301","4717","8658133"
"9","O","301","4981","8456707"
"9","A","302","1689","18487370"
"9","C","302","3777","7364439"
"9","O","302","4482","6771520"
"9","A","303","1282","19943908"
"9","C","303","1633","6298209"
"9","O","303","2191","6587912"
"9","A","304","747","3737816"
"9","C","304","855","1536809"
"9","O","304","1024","1571523"
"9","A","305","1024","10991249"
"9","C","305","2256","4202425"
"9","O","305","2452","4580556"
"9","A","306","604","6896413"
"9","C","306","853","2489623"
"9","O","306","1031","2256123"
"9","A","307","1181","6421444"
"9","C","307","1725","2462457"
"9","O","307","1621","2650019"
"9","A","308","185","1875756"
"9","C","308","581","1242578"
"9","O","308","480","668850"
"9","A","309","221","2375649"
"9","C","309","582","1259343"
"9","O","309","553","866944"
"9","A","310","950","9420639"
"9","C","310","1612","3503263"
"9","O","310","1629","3951515"
"9","A","312","325","2458749"
"9","C","312","518","1166088"
"9","O","312","647","936508"
"9","A","313","267","2819324"
"9","C","313","852","1377295"
"9","O","313","984","856018"
"9","A","314","333","3377435"
"9","C","314","780","1473621"
"9","O","314","1054","1288254"
"9","A","315","484","5602955"
"9","C","315","1099","2219682"
"9","O","315","1146","2214615"
"9","A","316","394","2633459"
"9","C","316","530","1126297"
"9","O","316","525","827759"
"9","A","317","691","6602575"
"9","C","317","2193","2764064"
"9","O","317","2102","2904298"
"9","A","318","109","724417"
"9","C","318","155","348621"
"9","O","318","188","300905"
"9","A","319","337","2593833"
"9","C","319","287","1245619"
"9","O","319","327","968049"
"9","A","320","942","10778909"
"9","C","320","1771","3440435"
"9","O","320","1658","4614941"
"9","A","321","493","8563600"
"9","C","321","1152","2823544"
"9","O","321","1626","6333460"
"9","A","322","1469","16831420"
"9","C","322","2562","6349540"
"9","O","322","3050","6787888"
"9","A","323","514","7272432"
"9","C","323","439","2430924"
"9","O","323","691","2391263"
"9","A","324","235","4614614"
"9","C","324","941","1972922"
"9","O","324","934","2210703"
"9","A","325","459","10808925"
"9","C","325","553","3982098"
"9","O","325","441","4583771"
"9","A","326","419","6321647"
"9","C","326","330","1928945"
"9","O","326","357","1922091"
"9","A","327","1845","16834829"
"9","C","327","4947","5848143"
"9","O","327","3916","8367730"
"9","A","328","1397","16383132"
"9","C","328","2465","5723183"
"9","O","328","2819","5716094"
"9","A","329","962","10366861"
"9","C","329","1657","3432709"
"9","O","329","1756","6622628"
"9","A","330","2060","28559044"
"9","C","330","17507","10598811"
"9","O","330","19780","13538389"
"9","A","331","3384","33501291"
"9","C","331","16436","11353436"
"9","O","331","20555","16359550"
"9","A","333","1084","14408169"
